,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Ian Culverhouse,eng ENG,DF,28,42,42,3780,42.0,1,0,1,1,0,0,3,0,0.02,0.00,0.02,0.02,0.02,Matches,dc97e307
Bryan Gunn,sct SCO,GK,29,41,41,3686,41.0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,bacfce7a
Mark Bowen,wls WAL,DF,29,41,41,3685,40.9,5,4,9,5,0,0,0,0,0.12,0.10,0.22,0.12,0.22,Matches,ee6208fa
Chris Sutton,eng ENG,DFFW,20,41,41,3680,40.9,25,11,36,24,1,1,3,0,0.61,0.27,0.88,0.59,0.86,Matches,83c38e36
Ian Crook,eng ENG,MF,30,38,38,3420,38.0,0,7,7,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,Matches,8d96b719
Jeremy Goss,wls WAL,MF,28,34,34,3022,33.6,6,3,9,6,0,0,2,0,0.18,0.09,0.27,0.18,0.27,Matches,bd9739a7
Rob Newman,eng ENG,DF,29,32,32,2826,31.4,2,0,2,2,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches,f516029b
Ruel Fox,ms MSR,MF,25,25,25,2208,24.5,7,7,14,,,,0,0,0.29,0.29,0.57,,,Matches,ec357eb1
John Polston,eng ENG,DF,25,24,24,2069,23.0,0,1,1,0,0,0,5,1,0.00,0.04,0.04,0.00,0.04,Matches,d0823126
Ian Butterworth,eng ENG,DF,29,25,23,2000,22.2,0,1,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,Matches,e318bc09
Gary Megson,eng ENG,MF,34,22,21,1766,19.6,0,2,2,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matches,8d21ed00
Efan Ekoku,ng NGA,FW,26,27,20,1916,21.3,12,1,13,12,0,0,1,0,0.56,0.05,0.61,0.56,0.61,Matches,d0d589ec
Colin Woodthorpe,eng ENG,DF,24,20,18,1620,18.0,0,2,2,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,Matches,15d5ad57
Spencer Prior,eng ENG,DF,22,13,13,1105,12.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d68181d1
Robert Ullathorne,eng ENG,DF,21,16,11,1054,11.7,2,0,2,2,0,0,1,0,0.17,0.00,0.17,0.17,0.17,Matches,c251e372
Neil Adams,eng ENG,MF,27,14,11,968,10.8,0,4,4,0,0,0,0,0,0.00,0.37,0.37,0.00,0.37,Matches,3ffdc43f
Darren Eadie,eng ENG,MF,18,15,9,914,10.2,3,0,3,3,0,0,0,0,0.30,0.00,0.30,0.30,0.30,Matches,60d2d491
Mark Robins,eng ENG,FW,23,13,9,825,9.2,1,4,5,1,0,0,0,0,0.11,0.44,0.55,0.11,0.55,Matches,d3d59d26
David Smith,eng ENG,MF,22,7,5,474,5.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7a1f48eb
Lee Power,ie IRL,FW,21,5,3,213,2.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,937a026a
Daryl Sutch,eng ENG,DF,21,3,1,122,1.4,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,783174b8
Scott Howie,sct SCO,GK,21,2,1,95,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fa91ef46
Ade Akinbiyi,ng NGA,FW,18,2,0,58,0.6,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6a723914
Andy Johnson,wls WAL,MF,19,2,0,24,0.3,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8333a39e
Squad Total,,,27.1,42,470,3780,42.0,64,39,103,63,1,1,26,2,1.52,0.93,2.45,1.50,2.43,,-9999
Opponent Total,,,26.8,42,,3780,42.0,,,,,,,,,,,,,,,-9999
