,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Mike Milligan,ie IRL,MF,26,39,39,3356,37.3,0,2,2,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,Matches,2261208b
Richard Jobson,eng ENG,DF,30,37,37,3299,36.7,5,1,6,5,0,0,5,0,0.14,0.03,0.16,0.14,0.16,Matches,dfdb7d16
Craig Fleming,eng ENG,DF,21,37,37,3220,35.8,0,2,2,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches,14cfdd19
Paul Bernard,sct SCO,MF,20,32,32,2787,31.0,5,1,6,5,0,0,1,0,0.16,0.03,0.19,0.16,0.19,Matches,6262985f
Steve Redmond,eng ENG,DF,25,33,31,2894,32.2,1,0,1,1,0,0,6,0,0.03,0.00,0.03,0.03,0.03,Matches,f2be6fcd
Graeme Sharp,sct SCO,FW,32,34,31,2868,31.9,9,2,11,9,0,0,1,1,0.28,0.06,0.35,0.28,0.35,Matches,9c8e711c
Rick Holden,eng ENG,MF,28,29,28,2512,27.9,6,6,12,5,1,2,0,1,0.21,0.21,0.43,0.18,0.39,Matches,d92c2591
Chris Makin,eng ENG,DF,20,27,26,2294,25.5,1,0,1,1,0,0,4,2,0.04,0.00,0.04,0.04,0.04,Matches,aecb9ffc
Neil Pointon,eng ENG,DF,28,25,23,1917,21.3,0,1,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,Matches,54836dbe
Gunnar Halle,no NOR,DF,27,23,22,2025,22.5,1,1,2,1,0,0,3,0,0.04,0.04,0.09,0.04,0.09,Matches,5c1170da
Nick Henry,eng ENG,MF,24,22,22,1932,21.5,0,3,3,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,Matches,7c8e02a1
Jon Hallworth,eng ENG,GK,27,19,19,1710,19.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e0c9dc73
Sean McCarthy,wls WAL,FW,25,20,19,1633,18.1,4,3,7,4,0,0,0,0,0.22,0.17,0.39,0.22,0.39,Matches,87c817dd
Paul Gerrard,eng ENG,GK,20,16,15,1352,15.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fb9646e3
Andy Ritchie,eng ENG,MF,32,22,13,1376,15.3,1,0,1,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07,Matches,36580ede
Darren Beckford,eng ENG,FW,26,22,13,1288,14.3,6,0,6,6,0,0,1,0,0.42,0.00,0.42,0.42,0.42,Matches,7fc3f860
Mark Brennan,eng ENG,MF,28,11,11,883,9.8,0,1,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,Matches,e0dd384f
Ian Olney,eng ENG,FW,23,10,10,794,8.8,1,1,2,1,0,0,0,0,0.11,0.11,0.23,0.11,0.23,Matches,7b18357f
Neil Adams,eng ENG,MF,27,13,7,770,8.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3ffdc43f
Tore Pedersen,no NOR,DF,23,10,7,685,7.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7476f53d
Gary Walsh,eng ENG,GK,25,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,82dc3961
Andy Barlow,eng ENG,DF,27,6,3,350,3.9,0,0,0,0,0,,1,0,0.00,0.00,0.00,0.00,0.00,Matches,58c76810
Richard Graham,eng ENG,DF,18,5,3,295,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3fa0536e
Neil McDonald,eng ENG,DFMF,27,3,2,200,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ebb357f9
Lance Key,eng ENG,GK,25,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f70fd351
Roger Palmer,eng ENG,FW,34,8,1,181,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bdc4a56a
John Eyre,eng ENG,FW,18,2,1,84,0.9,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2c9d4937
David Beresford,eng ENG,MF,16,1,0,39,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f2c7f9e0
Squad Total,,,26.2,42,453,3780,42.0,40,25,65,39,1,2,30,4,0.95,0.60,1.55,0.93,1.52,,-9999
Opponent Total,,,26.9,42,,3780,42.0,,,,,,,,,,,,,,,-9999
