,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Neil Maddison,eng ENG,DFMF,23,41,41,3665,40.7,7,3,10,7,0,0,2,0,0.17,0.07,0.25,0.17,0.25,Matches,10691ae9
Jeff Kenna,ie IRL,DF,22,41,40,3590,39.9,2,5,7,2,0,0,4,0,0.05,0.13,0.18,0.05,0.18,Matches,cf4038bb
Iain Dowie,nir NIR,FW,28,39,39,3437,38.2,5,5,10,5,0,0,8,0,0.13,0.13,0.26,0.13,0.26,Matches,7853411c
Matt Le Tissier,eng ENG,FWMF,24,38,38,3364,37.4,25,9,34,19,6,6,5,0,0.67,0.24,0.91,0.51,0.75,Matches,d5e78451
Ken Monkou,nl NED,DF,28,35,35,3083,34.3,4,0,4,4,0,0,5,0,0.12,0.00,0.12,0.12,0.12,Matches,25daebfd
Francis Benali,eng ENG,DF,24,37,34,3067,34.1,0,1,1,0,0,0,4,1,0.00,0.03,0.03,0.00,0.03,Matches,91950851
Paul Allen,eng ENG,MF,30,32,29,2665,29.6,1,3,4,1,0,0,5,0,0.03,0.10,0.14,0.03,0.14,Matches,9ec6f902
Simon Charlton,eng ENG,DF,21,33,29,2644,29.4,1,0,1,1,0,0,1,0,0.03,0.00,0.03,0.03,0.03,Matches,d52b42c9
Steve Wood,eng ENG,DF,30,27,27,2277,25.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,9878fa75
Dave Beasant,eng ENG,GK,34,25,25,2250,25.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2e448746
Micky Adams,eng ENG,DF,31,19,17,1518,16.9,0,4,4,0,0,0,2,0,0.00,0.24,0.24,0.00,0.24,Matches,852a4f4d
Jim Magilton,nir NIR,DFMF,24,15,15,1350,15.0,0,1,1,0,0,0,0,0,0.00,0.07,0.07,0.00,0.07,Matches,27240fa9
Kevin Moore,eng ENG,DF,35,14,14,1190,13.2,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,74e06767
Tim Flowers,eng ENG,GK,26,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,df3b6e40
Glenn Cockerill,eng ENG,MF,33,14,12,1061,11.8,0,2,2,0,0,0,0,0,0.00,0.17,0.17,0.00,0.17,Matches,94985e8b
Tommy Widdrington,eng ENG,MF,21,11,11,918,10.2,1,1,2,1,0,0,2,0,0.10,0.10,0.20,0.10,0.20,Matches,b14d86b4
Craig Maskell,eng ENG,FW,25,10,6,506,5.6,3,0,3,2,1,1,0,0,0.53,0.00,0.53,0.36,0.36,Matches,1a81532d
Peter Reid,eng ENG,MF,37,7,5,579,6.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c44c56e1
Jason Dodd,eng ENG,DF,22,10,5,554,6.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,df15c7a1
Ian Andrews,eng ENG,GK,28,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3da06029
Nicky Banger,eng ENG,FW,22,14,4,614,6.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,488db4da
Neal Bartlett,eng ENG,MF,18,7,4,411,4.6,0,1,1,0,0,0,0,0,0.00,0.22,0.22,0.00,0.22,Matches,034f6650
Richard Hall,eng ENG,DF,21,4,4,313,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5bab2982
Paul Moody,eng ENG,FW,26,5,3,329,3.7,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,044574b7
Neil Heaney,eng ENG,MF,21,2,2,165,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cffb4fa2
Terry Hurlock,eng ENG,MF,34,2,1,109,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,28691fe0
Matthew Bound,eng ENG,DF,20,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,642e959a
Lee Powell,wls WAL,FW,20,1,1,71,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dfe8527f
Frankie Bennett,eng ENG,FW,24,8,0,151,1.7,1,0,1,1,0,,0,0,0.60,0.00,0.60,0.60,0.60,Matches,825c7d57
David Hughes,eng ENG,MF,20,2,0,44,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5245936b
Colin Cramb,sct SCO,FW,19,1,0,15,0.2,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,90e52664
Squad Total,,,27.0,42,438,3780,42.0,50,30,80,43,7,7,43,1,1.19,0.71,1.90,1.02,1.74,,-9999
Opponent Total,,,26.8,42,,3780,42.0,,,,,,,,,,,,,,,-9999
