,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Steve Sedgley,eng ENG,DFMF,25,42,42,3736,41.5,6,0,6,6,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches,4afed0b6
Vinny Samways,eng ENG,MF,24,39,39,3493,38.8,3,2,5,3,0,0,7,0,0.08,0.05,0.13,0.08,0.13,Matches,9dc41793
Darren Anderton,eng ENG,MF,21,37,35,3071,34.1,6,6,12,6,0,0,0,0,0.18,0.18,0.35,0.18,0.35,Matches,09cebe50
Erik Thorstvedt,no NOR,GK,30,32,32,2854,31.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e4431c65
Gary Mabbutt,eng ENG,DFMF,31,29,29,2526,28.1,0,1,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,Matches,be519c25
Jason Dozzell,eng ENG,MF,25,32,28,2563,28.5,8,4,12,8,0,0,1,0,0.28,0.14,0.42,0.28,0.42,Matches,a2b23551
Sol Campbell,eng ENG,DFFW,18,34,27,2461,27.3,0,2,2,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,Matches,3e3b2fbd
Nick Barmby,eng ENG,FWMF,19,27,27,2308,25.6,5,2,7,4,1,2,0,0,0.19,0.08,0.27,0.16,0.23,Matches,4af0a400
Colin Calderwood,sct SCO,DF,28,26,26,2336,26.0,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,2903aa4a
Justin Edinburgh,eng ENG,DF,23,25,24,2050,22.8,0,2,2,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,Matches,17743284
Dean Austin,eng ENG,DF,23,23,20,1761,19.6,0,1,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,Matches,c7b38bf3
Teddy Sheringham,eng ENG,FW,27,19,17,1543,17.1,13,5,18,13,0,1,2,0,0.76,0.29,1.05,0.76,1.05,Matches,4e56eef6
Darren Caskey,eng ENG,MF,18,25,16,1689,18.8,4,3,7,4,0,0,2,0,0.21,0.16,0.37,0.21,0.37,Matches,c88203e1
David Kerslake,eng ENG,DF,27,17,16,1443,16.0,0,3,3,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19,Matches,424b986c
David Howells,eng ENG,MF,25,18,15,1251,13.9,1,1,2,1,0,0,0,0,0.07,0.07,0.14,0.07,0.14,Matches,cc7c360e
Micky Hazard,eng ENG,MF,33,17,13,1255,13.9,2,2,4,1,1,1,1,0,0.14,0.14,0.29,0.07,0.22,Matches,33cc8433
Kevin Scott,eng ENG,DF,26,12,12,1002,11.1,1,0,1,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,Matches,ba0facbd
Ronny Rosenthal,il ISR,FWMF,29,15,11,986,11.0,2,2,4,2,0,0,0,0,0.18,0.18,0.37,0.18,0.37,Matches,e69665a8
Ian Walker,eng ENG,GK,21,11,10,968,10.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,78a90cec
Gordon Durie,sct SCO,FW,27,10,10,867,9.6,1,0,1,1,0,0,0,0,0.10,0.00,0.10,0.10,0.10,Matches,70370add
Stuart Nethercott,eng ENG,DF,20,10,9,836,9.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b5341532
Danny Hill,eng ENG,MF,18,3,1,135,1.5,0,1,1,0,0,,0,0,0.00,0.67,0.67,0.00,0.67,Matches,2055ed0e
Stephen Robinson,nir NIR,MF,18,2,1,95,1.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a36cc429
Paul Mahorn,eng ENG,FW,19,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f39c7cf5
Stephen Carr,ie IRL,DF,16,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,eb0ae1e9
Paul Moran,,FW,25,5,0,88,1.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,134d2466
John Hendry,sct SCO,FW,23,3,0,74,0.8,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c3ba12f6
Paul Allen,eng ENG,MF,30,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9ec6f902
Andy Gray,eng ENG,FWMF,29,2,0,44,0.5,1,0,1,1,0,0,0,0,2.05,0.00,2.05,2.05,2.05,Matches,af618250
Andy Turner,ie IRL,MF,18,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2fb07a0d
Squad Total,,,25.2,42,485,3780,42.0,53,31,84,51,2,4,26,1,1.26,0.74,2.00,1.21,1.95,,-9999
Opponent Total,,,26.8,42,,3780,42.0,,,,,,,,,,,,,,,-9999
