,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Luděk Mikloško,cz CZE,GK,31,42,42,3780,42.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e410880a
Steve Potts,eng ENG,DF,26,41,41,3673,40.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,3607a95d
Tim Breacker,eng ENG,DF,28,40,40,3600,40.0,3,3,6,3,0,0,0,0,0.07,0.07,0.15,0.07,0.15,Matches,298a0444
Trevor Morley,eng ENG,FW,32,42,39,3642,40.5,13,4,17,11,2,3,3,0,0.32,0.10,0.42,0.27,0.37,Matches,3ce7fe15
Ian Bishop,eng ENG,MF,28,36,36,3181,35.3,1,4,5,1,0,0,1,0,0.03,0.11,0.14,0.03,0.14,Matches,40198f42
Mike Marsh,eng ENG,FWMF,24,33,33,2928,32.5,1,4,5,1,0,0,2,0,0.03,0.12,0.15,0.03,0.15,Matches,33ef84d2
Matty Holmes,eng ENG,MF,23,34,33,2772,30.8,3,10,13,3,0,0,1,0,0.10,0.32,0.42,0.10,0.42,Matches,fc77951f
Tony Gale,eng ENG,DF,33,32,31,2745,30.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0d7c2153
Lee Chapman,eng ENG,FW,33,30,26,2426,27.0,7,2,9,7,0,0,1,0,0.26,0.07,0.33,0.26,0.33,Matches,2fecb27a
Peter Butler,eng ENG,MF,26,26,26,2271,25.2,1,1,2,1,0,0,3,0,0.04,0.04,0.08,0.04,0.08,Matches,5c6c258e
David Burrows,eng ENG,DF,24,25,25,2170,24.1,1,0,1,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,Matches,d806427e
Martin Allen,eng ENG,MF,27,26,20,1718,19.1,6,2,8,6,0,0,4,0,0.31,0.10,0.42,0.31,0.42,Matches,5cff621e
Keith Rowland,nir NIR,DF,21,23,16,1628,18.1,0,2,2,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches,59b07c21
Matthew Rush,ie IRL,MF,21,10,9,788,8.8,1,0,1,1,0,0,0,0,0.11,0.00,0.11,0.11,0.11,Matches,9801b4be
Dale Gordon,eng ENG,MF,26,8,8,666,7.4,1,1,2,1,0,0,0,0,0.14,0.14,0.27,0.14,0.27,Matches,90aaef09
Clive Allen,eng ENG,FW,32,7,7,685,7.6,2,0,2,2,0,0,0,0,0.26,0.00,0.26,0.26,0.26,Matches,aff588b9
Julian Dicks,eng ENG,DF,24,7,7,630,7.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,08be0359
Alvin Martin,eng ENG,DF,35,7,6,594,6.6,2,0,2,2,0,0,0,0,0.30,0.00,0.30,0.30,0.30,Matches,2eb72478
Kenny Brown,eng ENG,DF,26,9,6,555,6.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2e3ab301
Colin Foster,eng ENG,DF,29,5,5,450,5.0,0,1,1,0,0,,0,0,0.00,0.20,0.20,0.00,0.20,Matches,9cad3aa8
Steve Jones,eng ENG,FW,23,8,3,476,5.3,2,1,3,2,0,0,0,0,0.38,0.19,0.57,0.38,0.57,Matches,5f089aa6
Danny Williamson,eng ENG,MF,19,3,2,184,2.0,1,0,1,1,0,,0,0,0.49,0.00,0.49,0.49,0.49,Matches,df79c399
Mark Robson,eng ENG,MF,24,3,2,128,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,86a1ed24
Jeroen Boere,nl NED,FW,25,4,0,72,0.8,0,0,0,0,0,,0,1,0.00,0.00,0.00,0.00,0.00,Matches,6578819d
Paul Mitchell,eng ENG,MF,21,1,0,28,0.3,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2e54cb45
Paul Marquis,eng ENG,DF,20,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,22015200
Squad Total,,,28.1,42,424,3780,42.0,44,29,73,42,2,3,23,1,1.05,0.69,1.74,1.00,1.69,,-9999
Opponent Total,,,26.5,42,,3780,42.0,,,,,,,,,,,,,,,-9999
