,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Rob Lee,eng ENG,MF,27,41,41,3590,39.9,7,8,15,7,0,0,0,0,0.18,0.20,0.38,0.18,0.38,Matches,291b2178
Andy Cole,eng ENG,FW,21,40,40,3596,40.0,34,14,48,34,0,,2,0,0.85,0.35,1.20,0.85,1.20,Matches,b6638a2c
Barry Venison,eng ENG,DF,28,37,36,3272,36.4,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,aa15b4d9
Peter Beardsley,eng ENG,FWMF,32,35,35,3149,35.0,21,8,29,14,7,,2,0,0.60,0.23,0.83,0.40,0.63,Matches,4d9a93aa
John Beresford,eng ENG,DF,26,34,34,3029,33.7,0,1,1,0,0,0,1,0,0.00,0.03,0.03,0.00,0.03,Matches,50d79fe2
Paul Bracewell,eng ENG,MF,31,32,32,2780,30.9,1,0,1,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,Matches,383bd71f
Scott Sellars,eng ENG,MF,27,30,29,2627,29.2,4,10,14,4,0,0,1,0,0.14,0.34,0.48,0.14,0.48,Matches,f767b113
Steve Watson,eng ENG,DFMF,19,32,29,2533,28.1,2,1,3,2,0,0,1,0,0.07,0.04,0.11,0.07,0.11,Matches,302d8e76
Lee Clark,eng ENG,MF,20,29,29,2480,27.6,2,4,6,2,0,0,2,0,0.07,0.15,0.22,0.07,0.22,Matches,8bd64c51
Pavel Srníček,cz CZE,GK,25,21,21,1833,20.4,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,db13a630
Mike Hooper,eng ENG,GK,29,19,19,1710,19.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,807c4a7f
Kevin Scott,eng ENG,DF,26,18,18,1620,18.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,ba0facbd
Ruel Fox,ms MSR,MF,25,14,14,1240,13.8,2,4,6,,,,0,0,0.15,0.29,0.44,,,Matches,ec357eb1
Steve Howey,eng ENG,DF,21,14,13,1159,12.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c1dd78cb
Robbie Elliott,eng ENG,DF,19,15,13,1145,12.7,0,1,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches,9ade4dc1
Mark Robinson,eng ENG,DF,24,16,12,1173,13.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,64eb31f0
Alan Neilson,wls WAL,DF,20,14,10,1041,11.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,382b521d
Darren Peacock,eng ENG,DF,25,9,9,810,9.0,0,0,0,,,,0,0,0.00,0.00,0.00,,,Matches,957c8f17
Malcolm Allen,wls WAL,FW,26,9,9,758,8.4,5,2,7,3,2,2,0,0,0.59,0.24,0.83,0.36,0.59,Matches,15d61edd
Nikki Papavasiliou,cy CYP,MF,22,7,7,524,5.8,0,1,1,0,0,0,0,0,0.00,0.17,0.17,0.00,0.17,Matches,5cb09ba9
Liam O'Brien,ie IRL,MF,28,6,4,408,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,395d39e4
Tommy Wright,nir NIR,GK,29,3,2,244,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a5e01fbe
Michael Jeffrey,eng ENG,FW,21,2,2,170,1.9,0,1,1,0,0,,1,0,0.00,0.53,0.53,0.00,0.53,Matches,5e88c375
Chris Holland,eng ENG,MF,17,3,2,169,1.9,0,2,2,0,0,0,0,0,0.00,1.07,1.07,0.00,1.07,Matches,7a7e16af
Matty Appleby,eng ENG,MF,21,1,1,90,1.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,99a2a4ce
Brian Kilcline,eng ENG,DF,31,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,37814088
Alex Mathie,sct SCO,FW,24,16,0,295,3.3,3,1,4,3,0,0,0,0,0.92,0.31,1.22,0.92,1.22,Matches,01147747
Squad Total,,,25.9,42,440,3780,42.0,80,50,130,71,9,10,23,1,1.90,1.19,3.10,1.69,2.88,,-9999
Opponent Total,,,26.9,42,,3780,42.0,,,,,,,,,,,,,,,-9999
