,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Ian Rush,wls WAL,FW,31,42,41,3691,41.0,14,1,15,14,0,0,2,0,0.34,0.02,0.37,0.34,0.37,Matches,2a942638
Neil Ruddock,eng ENG,DF,25,39,39,3495,38.8,3,3,6,3,0,0,6,0,0.08,0.08,0.15,0.08,0.15,Matches,8533db00
Rob Jones,eng ENG,DF,21,38,38,3412,37.9,0,6,6,0,0,0,2,1,0.00,0.16,0.16,0.00,0.16,Matches,cd6a211c
Mark Wright,eng ENG,DF,29,31,31,2726,30.3,1,0,1,1,0,0,2,0,0.03,0.00,0.03,0.03,0.03,Matches,9995820e
Jamie Redknapp,eng ENG,MF,20,35,29,2801,31.1,4,1,5,,,,3,0,0.13,0.03,0.16,,,Matches,c337443d
Bruce Grobbelaar,zw ZIM,GK,35,29,29,2576,28.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b9677d09
Steve McManaman,eng ENG,MF,21,30,29,2561,28.5,2,8,10,2,0,0,0,0,0.07,0.28,0.35,0.07,0.35,Matches,9be05f40
Steve Nicol,sct SCO,DF,31,31,27,2540,28.2,1,3,4,1,0,0,1,0,0.04,0.11,0.14,0.04,0.14,Matches,f8cf9d0b
Robbie Fowler,eng ENG,FW,18,28,27,2370,26.3,12,1,13,11,1,2,0,0,0.46,0.04,0.49,0.42,0.46,Matches,7cd34266
Nigel Clough,eng ENG,FWMF,27,27,25,2221,24.7,7,3,10,7,0,0,2,0,0.28,0.12,0.41,0.28,0.41,Matches,3cd439de
Julian Dicks,eng ENG,DF,24,24,24,2129,23.7,3,1,4,1,2,3,1,0,0.13,0.04,0.17,0.04,0.08,Matches,08be0359
John Barnes,eng ENG,DFFW,29,26,24,2090,23.2,3,2,5,3,0,0,0,0,0.13,0.09,0.22,0.13,0.22,Matches,e654196b
Ronnie Whelan,ie IRL,DFMF,31,23,23,2039,22.7,1,1,2,1,0,0,3,0,0.04,0.04,0.09,0.04,0.09,Matches,7586ea24
David James,eng ENG,GK,22,14,13,1174,13.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,86841dfb
Jan Mølby,dk DEN,MF,30,11,11,963,10.7,2,0,2,0,2,2,1,0,0.19,0.00,0.19,0.00,0.00,Matches,3a30335d
Dominic Matteo,sct SCO,DFMF,19,11,11,870,9.7,1,1,2,1,0,0,0,0,0.10,0.10,0.21,0.10,0.21,Matches,f6ea8457
Steve Harkness,eng ENG,DF,21,11,10,901,10.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,e4fa02d3
Mark Walters,eng ENG,MF,29,17,7,722,8.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0e763b5b
Paul Stewart,eng ENG,FWMF,28,8,7,636,7.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,91aca8f3
Don Hutchison,sct SCO,MF,22,11,6,547,6.1,0,1,1,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,Matches,158494ce
Stig Inge Bjørnebye,no NOR,DF,23,9,6,527,5.9,0,3,3,0,0,0,1,0,0.00,0.51,0.51,0.00,0.51,Matches,b8e08ea6
David Burrows,eng ENG,DF,24,4,3,232,2.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d806427e
Michael Thomas,eng ENG,MF,25,7,1,191,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,68de2664
Torben Piechnik,dk DEN,DFMF,30,1,1,45,0.5,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7524f120
Ronny Rosenthal,il ISR,FWMF,29,3,0,115,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e69665a8
Mike Marsh,eng ENG,FWMF,24,2,0,42,0.5,1,0,1,1,0,0,0,0,2.14,0.00,2.14,2.14,2.14,Matches,33ef84d2
Squad Total,,,26.5,42,465,3780,42.0,54,35,89,49,5,7,31,1,1.29,0.83,2.12,1.17,2.00,,-9999
Opponent Total,,,26.6,42,,3780,42.0,,,,,,,,,,,,,,,-9999
