,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Graeme Le Saux,eng ENG,DF,24,41,40,3633,40.4,2,8,10,2,0,0,6,0,0.05,0.20,0.25,0.05,0.25,Matches,0bd42c09
David May,eng ENG,DF,23,40,40,3579,39.8,1,0,1,1,0,0,0,0,0.03,0.00,0.03,0.03,0.03,Matches,1c719a79
Stuart Ripley,eng ENG,FWMF,25,40,40,3312,36.8,4,8,12,4,0,0,2,0,0.11,0.22,0.33,0.11,0.33,Matches,6516188c
Henning Berg,no NOR,DF,23,41,38,3467,38.5,1,3,4,1,0,0,1,0,0.03,0.08,0.10,0.03,0.10,Matches,ad77f84e
Tim Sherwood,eng ENG,MF,24,38,38,3340,37.1,2,6,8,2,0,0,0,0,0.05,0.16,0.22,0.05,0.22,Matches,885f0b51
Alan Shearer,eng ENG,FW,22,40,34,3145,34.9,31,4,35,28,3,4,2,0,0.89,0.11,1.00,0.80,0.92,Matches,438b3a51
Jason Wilcox,eng ENG,FWMF,22,33,31,2802,31.1,6,9,15,6,0,0,1,0,0.19,0.29,0.48,0.19,0.48,Matches,6b9fa9ad
Tim Flowers,eng ENG,GK,26,29,29,2610,29.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,df3b6e40
Kevin Gallacher,sct SCO,FWMF,26,30,27,2322,25.8,7,3,10,7,0,0,2,0,0.27,0.12,0.39,0.27,0.39,Matches,dc257810
Mike Newell,eng ENG,FW,28,28,27,2278,25.3,6,7,13,6,0,0,2,0,0.24,0.28,0.51,0.24,0.51,Matches,a54bad44
David Batty,eng ENG,MF,24,26,26,2321,25.8,0,2,2,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,Matches,21b2e37b
Colin Hendry,sct SCO,DF,27,23,22,2025,22.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,9acd6d0d
Kevin Moran,ie IRL,DF,37,19,19,1158,12.9,1,0,1,1,0,0,0,0,0.08,0.00,0.08,0.08,0.08,Matches,98539753
Nicky Marker,eng ENG,DF,28,23,16,1599,17.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,e667189c
Bobby Mimms,eng ENG,GK,29,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cf942807
Mark Atkins,eng ENG,DFMF,24,15,8,928,10.3,1,1,2,1,0,0,1,0,0.10,0.10,0.19,0.10,0.19,Matches,e4c3d857
Alan Wright,eng ENG,DF,21,12,7,731,8.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,df6cf3fe
Paul Warhurst,eng ENG,DFMF,23,9,4,417,4.6,0,1,1,0,0,0,1,0,0.00,0.22,0.22,0.00,0.22,Matches,86810d2a
Andy Morrison,sct SCO,DF,23,5,1,181,2.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,a6f1c0ce
Ian Pearce,eng ENG,DF,19,5,1,104,1.2,1,0,1,1,0,0,0,0,0.87,0.00,0.87,0.87,0.87,Matches,3537c18f
Patrik Andersson,se SWE,DF,21,1,1,61,0.7,0,0,0,0,0,,1,0,0.00,0.00,0.00,0.00,0.00,Matches,95749f23
Lee Makel,eng ENG,MF,20,2,0,61,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,317b6dd3
Squad Total,,,25.4,42,481,3780,42.0,63,42,105,60,3,4,28,0,1.50,1.00,2.50,1.43,2.43,,-9999
Opponent Total,,,26.7,42,,3780,42.0,,,,,,,,,,,,,,,-9999
