,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
David White,eng ENG,FWMF,24,42,42,3673,40.8,16,4,20,16,0,0,1,0,0.39,0.10,0.49,0.39,0.49,Matches,b296c9ab
Tony Coton,eng ENG,GK,31,40,40,3600,40.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,e469c1d8
Rick Holden,eng ENG,MF,27,41,40,3591,39.9,3,9,12,3,0,0,3,0,0.08,0.23,0.30,0.08,0.30,Matches,d92c2591
Keith Curle,eng ENG,DF,28,39,39,3510,39.0,3,0,3,0,3,4,5,0,0.08,0.00,0.08,0.00,0.00,Matches,dfdd51ba
Niall Quinn,ie IRL,FW,25,39,39,3355,37.3,9,11,20,9,0,0,2,1,0.24,0.30,0.54,0.24,0.54,Matches,050093a9
Terry Phelan,ie IRL,DF,25,37,37,3283,36.5,0,4,4,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,Matches,9f53867c
Mike Sheron,eng ENG,FW,20,38,33,2966,33.0,11,3,14,11,0,0,0,0,0.33,0.09,0.42,0.33,0.42,Matches,4377334a
Garry Flitcroft,eng ENG,MF,19,32,28,2525,28.1,5,1,6,5,0,0,3,0,0.18,0.04,0.21,0.18,0.21,Matches,dc6356ad
Fitzroy Simpson,jm JAM,MF,22,29,27,2217,24.6,2,1,3,2,0,0,8,0,0.08,0.04,0.12,0.08,0.12,Matches,54cd615c
Michel Vonk,nl NED,DF,23,26,26,2316,25.7,3,1,4,3,0,0,4,0,0.12,0.04,0.16,0.12,0.16,Matches,52633e1c
Steve McMahon,eng ENG,DFFW,30,27,24,2082,23.1,1,0,1,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04,Matches,98faf70c
Andy Hill,eng ENG,DF,27,24,23,2002,22.2,1,1,2,1,0,0,0,0,0.04,0.04,0.09,0.04,0.09,Matches,4a6decfb
Ian Brightwell,eng ENG,DF,24,21,21,1845,20.5,1,4,5,1,0,0,0,0,0.05,0.20,0.24,0.05,0.24,Matches,f2d15cfe
Ray Ranson,eng ENG,DF,32,17,17,1488,16.5,0,1,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,Matches,3b040a5e
Peter Reid,eng ENG,MF,36,20,14,1385,15.4,0,2,2,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,Matches,c44c56e1
David Brightwell,eng ENG,DF,21,8,4,412,4.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9634adf6
Kåre Ingebrigtsen,no NOR,MF,26,7,2,212,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6ff7c50e
Paul Lake,eng ENG,DFMF,23,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3ca69134
Andy Dibble,wls WAL,GK,27,2,1,145,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c39f9f94
Adie Mike,eng ENG,FW,18,3,1,122,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,61e479e1
Mike Quigley,eng ENG,MF,21,5,1,108,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d783b632
Martyn Margetson,wls WAL,GK,20,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c511cacc
David Kerr,sct SCO,MF,17,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,29d1b9d5
Squad Total,,,26.3,42,461,3780,42.0,53,42,95,50,3,4,44,1,1.26,1.00,2.26,1.19,2.19,,-9999
Opponent Total,,,26.4,42,,3780,42.0,,,,,,,,,,,,,,,-9999
