,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Steve Nicol,sct SCO,DF,30,32,32,2880,32.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f8cf9d0b
Mark Wright,eng ENG,DF,28,33,32,2778,30.9,2,0,2,2,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches,9995820e
Ian Rush,wls WAL,FW,30,32,31,2718,30.2,14,1,15,14,0,0,5,0,0.46,0.03,0.50,0.46,0.50,Matches,2a942638
Rob Jones,eng ENG,DF,20,30,30,2655,29.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,cd6a211c
David Burrows,eng ENG,DF,23,30,29,2622,29.1,2,2,4,2,0,0,4,0,0.07,0.07,0.14,0.07,0.14,Matches,d806427e
David James,eng ENG,GK,21,29,29,2580,28.7,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,86841dfb
Don Hutchison,sct SCO,MF,21,31,27,2522,28.0,7,3,10,7,0,0,3,1,0.25,0.11,0.36,0.25,0.36,Matches,158494ce
Steve McManaman,eng ENG,MF,20,31,27,2467,27.4,4,6,10,4,0,0,0,0,0.15,0.22,0.36,0.15,0.36,Matches,9be05f40
Jamie Redknapp,eng ENG,MF,19,29,27,2354,26.2,2,5,7,,,,4,1,0.08,0.19,0.27,,,Matches,c337443d
Mark Walters,eng ENG,MF,28,34,26,2459,27.3,11,5,16,7,4,5,4,0,0.40,0.18,0.59,0.26,0.44,Matches,0e763b5b
John Barnes,eng ENG,DFFW,28,27,26,2414,26.8,5,6,11,4,1,1,0,0,0.19,0.22,0.41,0.15,0.37,Matches,e654196b
Mike Marsh,eng ENG,FWMF,23,28,22,2041,22.7,1,3,4,1,0,0,1,0,0.04,0.13,0.18,0.04,0.18,Matches,33ef84d2
Paul Stewart,eng ENG,FWMF,27,24,21,1782,19.8,1,2,3,1,0,0,2,0,0.05,0.10,0.15,0.05,0.15,Matches,91aca8f3
Ronnie Whelan,ie IRL,DFMF,30,17,17,1498,16.6,1,2,3,1,0,0,2,0,0.06,0.12,0.18,0.06,0.18,Matches,7586ea24
Ronny Rosenthal,il ISR,FWMF,28,27,16,1400,15.6,6,1,7,6,0,0,0,0,0.39,0.06,0.45,0.39,0.45,Matches,e69665a8
Torben Piechnik,dk DEN,DFMF,29,16,15,1342,14.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,7524f120
Stig Inge Bjørnebye,no NOR,DF,22,11,11,898,10.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,b8e08ea6
Steve Harkness,eng ENG,DF,20,10,9,863,9.6,1,0,1,1,0,0,0,0,0.10,0.00,0.10,0.10,0.10,Matches,e4fa02d3
Jan Mølby,dk DEN,MF,29,10,8,824,9.2,3,3,6,0,3,3,0,0,0.33,0.33,0.66,0.00,0.33,Matches,3a30335d
Mike Hooper,eng ENG,GK,28,9,8,784,8.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,807c4a7f
Michael Thomas,eng ENG,MF,24,8,6,543,6.0,1,2,3,1,0,0,0,0,0.17,0.33,0.50,0.17,0.50,Matches,68de2664
Dean Saunders,wls WAL,FW,28,6,6,490,5.4,1,1,2,1,0,0,0,0,0.18,0.18,0.37,0.18,0.37,Matches,c1435456
Bruce Grobbelaar,zw ZIM,GK,34,5,5,396,4.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b9677d09
Nick Tanner,eng ENG,DFMF,27,4,2,201,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1dbb20de
István Kozma,hu HUN,MF,27,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d2a9741d
Squad Total,,,25.7,42,462,3780,42.0,61,45,106,53,8,9,35,3,1.45,1.07,2.52,1.26,2.33,,-9999
Opponent Total,,,26.3,42,,3780,42.0,,,,,,,,,,,,,,,-9999
