,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Tim Flowers,eng ENG,GK,25,42,42,3780,42.0,0,1,1,0,0,0,1,0,0.00,0.02,0.02,0.00,0.02,Matches,df3b6e40
Matt Le Tissier,eng ENG,FWMF,23,40,40,3407,37.9,15,10,25,13,2,2,5,0,0.40,0.26,0.66,0.34,0.61,Matches,d5e78451
Micky Adams,eng ENG,DF,30,38,38,3245,36.1,4,3,7,4,0,0,6,1,0.11,0.08,0.19,0.11,0.19,Matches,852a4f4d
Iain Dowie,nir NIR,FW,27,36,34,3076,34.2,11,5,16,11,0,0,9,0,0.32,0.15,0.47,0.32,0.47,Matches,7853411c
Neil Maddison,eng ENG,DFMF,22,37,33,2971,33.0,4,2,6,4,0,0,0,0,0.12,0.06,0.18,0.12,0.18,Matches,10691ae9
Ken Monkou,nl NED,DF,27,33,33,2923,32.5,1,1,2,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,Matches,25daebfd
Francis Benali,eng ENG,DF,23,33,31,2673,29.7,0,1,1,0,0,0,5,1,0.00,0.03,0.03,0.00,0.03,Matches,91950851
Terry Hurlock,eng ENG,MF,33,30,30,2655,29.5,0,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matches,28691fe0
Richard Hall,eng ENG,DF,20,28,28,2451,27.2,4,2,6,4,0,0,6,0,0.15,0.07,0.22,0.15,0.22,Matches,5bab2982
Jeff Kenna,ie IRL,DF,21,29,27,2543,28.3,2,2,4,2,0,0,0,0,0.07,0.07,0.14,0.07,0.14,Matches,cf4038bb
Jason Dodd,eng ENG,DF,21,30,27,2414,26.8,1,2,3,1,0,0,1,0,0.04,0.07,0.11,0.04,0.11,Matches,df15c7a1
Glenn Cockerill,eng ENG,MF,32,23,21,1985,22.1,0,1,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,Matches,94985e8b
Kevin Moore,eng ENG,DF,34,18,18,1605,17.8,2,1,3,2,0,0,3,0,0.11,0.06,0.17,0.11,0.17,Matches,74e06767
Perry Groves,eng ENG,MF,27,15,13,1032,11.5,2,1,3,2,0,0,2,0,0.17,0.09,0.26,0.17,0.26,Matches,a8b9d723
David Speedie,sct SCO,FW,32,11,11,977,10.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ccdc43e6
Tommy Widdrington,eng ENG,MF,20,12,11,918,10.2,0,1,1,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matches,b14d86b4
Nicky Banger,eng ENG,FW,21,27,10,1412,15.7,6,4,10,6,0,0,0,0,0.38,0.25,0.64,0.38,0.64,Matches,488db4da
Kerry Dixon,eng ENG,FW,31,9,8,742,8.2,2,0,2,2,0,0,0,0,0.24,0.00,0.24,0.24,0.24,Matches,fb72e11f
Steve Wood,eng ENG,DF,29,4,4,360,4.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9878fa75
Paul Moody,eng ENG,FW,25,3,2,119,1.3,0,0,0,0,0,,1,0,0.00,0.00,0.00,0.00,0.00,Matches,044574b7
Matthew Bound,eng ENG,DF,19,3,1,90,1.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,642e959a
Lee Powell,wls WAL,FW,19,2,0,73,0.8,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dfe8527f
David Lee,eng ENG,MF,24,1,0,36,0.4,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f6c7c3ec
Neal Bartlett,eng ENG,MF,17,1,0,20,0.2,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,034f6650
Derek Allan,sct SCO,DF,17,1,0,11,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d7037190
Squad Total,,,26.3,42,455,3780,42.0,54,38,92,52,2,2,55,3,1.29,0.90,2.19,1.24,2.14,,-9999
Opponent Total,,,26.3,42,,3780,42.0,,,,,,,,,,,,,,,-9999
