,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Peter Atherton,eng ENG,DFMF,22,39,39,3510,39.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,1bcd6fc7
John Williams,eng ENG,FW,24,41,38,3318,36.9,8,4,12,8,0,0,4,0,0.22,0.11,0.33,0.22,0.33,Matches,1fb6cf8f
Brian Borrows,eng ENG,DF,31,38,36,3217,35.7,2,1,3,1,1,1,1,0,0.06,0.03,0.08,0.03,0.06,Matches,7062d368
Lee Hurst,eng ENG,DFMF,21,35,35,3044,33.8,2,3,5,2,0,0,2,0,0.06,0.09,0.15,0.06,0.15,Matches,d9b365a2
Steve Ogrizovic,eng ENG,GK,34,33,33,2970,33.0,0,1,1,0,0,0,0,0,0.00,0.03,0.03,0.00,0.03,Matches,3f847d67
Robert Rosario,eng ENG,FW,26,28,28,2484,27.6,4,6,10,,,,6,0,0.14,0.22,0.36,,,Matches,0d4641b8
Phil Babb,ie IRL,DF,21,34,27,2580,28.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,37af386a
Peter Ndlovu,zw ZIM,FW,19,32,27,2556,28.4,7,3,10,7,0,0,0,0,0.25,0.11,0.35,0.25,0.35,Matches,1adcef64
Micky Quinn,eng ENG,FW,30,26,26,2244,24.9,17,4,21,16,1,2,4,1,0.68,0.16,0.84,0.64,0.80,Matches,532367e6
Andy Pearce,eng ENG,DF,26,24,21,1903,21.1,1,0,1,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,Matches,fd9d0118
Kenny Sansom,eng ENG,DF,33,21,21,1845,20.5,0,2,2,0,0,0,0,0,0.00,0.10,0.10,0.00,0.10,Matches,bc5b0493
Lloyd McGrath,eng ENG,MF,27,25,20,1566,17.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,d65851c3
Kevin Gallacher,sct SCO,FWMF,25,20,19,1653,18.4,6,2,8,6,0,0,1,0,0.33,0.11,0.44,0.33,0.44,Matches,dc257810
Micky Gynn,eng ENG,MF,30,20,18,1644,18.3,2,2,4,2,0,0,0,0,0.11,0.11,0.22,0.11,0.22,Matches,11189d39
Stewart Robson,eng ENG,MF,27,15,14,1245,13.8,0,2,2,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,Matches,0c8e813b
David Busst,eng ENG,DF,25,10,10,900,10.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4fb135bb
Jonathan Gould,sct SCO,GK,24,9,9,810,9.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6b5e5380
David Rennie,sct SCO,DFMF,27,9,9,788,8.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f179f420
Terry Fleming,eng ENG,MF,19,11,8,824,9.2,0,1,1,0,0,0,0,0,0.00,0.11,0.11,0.00,0.11,Matches,1a789078
David Smith,eng ENG,MF,24,6,6,512,5.7,1,1,2,1,0,0,0,0,0.18,0.18,0.35,0.18,0.35,Matches,96c639d7
Roy Wegerle,us USA,FWMF,28,6,5,447,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9dccac09
Sean Flynn,eng ENG,MF,24,7,4,378,4.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,256609db
Peter Billing,eng ENG,DF,27,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1bc7428d
Leigh Jenkinson,eng ENG,MF,23,5,2,212,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bb296134
Paul Williams,nir NIR,FW,28,2,1,122,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fa12ea4d
Craig Middleton,eng ENG,MF,21,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cf0e9b87
Chris Greenman,eng ENG,DF,23,2,1,84,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1cf8f7d2
Tony Sheridan,ie IRL,MF,17,1,1,70,0.8,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ffed7e39
Keith Rowland,nir NIR,DF,20,2,0,96,1.1,0,1,1,0,0,0,0,0,0.00,0.94,0.94,0.00,0.94,Matches,59b07c21
Willie Boland,ie IRL,MF,16,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,be13a103
Squad Total,,,26.4,42,453,3780,42.0,48,27,75,46,2,3,32,1,1.14,0.64,1.79,1.10,1.74,,-9999
Opponent Total,,,26.3,42,,3780,42.0,,,,,,,,,,,,,,,-9999
