,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Nigel Worthington,nir NIR,DFMF,30,40,40,3575,39.7,1,3,4,1,0,0,2,1,0.03,0.08,0.10,0.03,0.10,Matches,20a32162
Chris Woods,eng ENG,GK,32,39,39,3510,39.0,0,1,1,0,0,0,1,0,0.00,0.03,0.03,0.00,0.03,Matches,6148af60
Carlton Palmer,eng ENG,MF,26,34,33,2964,32.9,1,2,3,1,0,0,4,0,0.03,0.06,0.09,0.03,0.09,Matches,45fdede4
Chris Waddle,eng ENG,FWMF,31,33,32,2766,30.7,1,8,9,1,0,0,0,0,0.03,0.26,0.29,0.03,0.29,Matches,27215170
Roland Nilsson,se SWE,DFFW,28,32,32,2758,30.6,1,0,1,1,0,0,0,0,0.03,0.00,0.03,0.03,0.03,Matches,0ab916bf
Mark Bright,eng ENG,FW,30,30,28,2579,28.7,11,2,13,11,0,0,3,0,0.38,0.07,0.45,0.38,0.45,Matches,681a0456
Paul Warhurst,eng ENG,DFMF,22,29,25,2181,24.2,6,1,7,6,0,0,3,0,0.25,0.04,0.29,0.25,0.29,Matches,86810d2a
John Sheridan,ie IRL,MF,27,25,25,2180,24.2,3,2,5,1,2,2,2,0,0.12,0.08,0.21,0.04,0.12,Matches,85f0a5ee
Viv Anderson,eng ENG,DF,36,26,24,2099,23.3,3,0,3,3,0,0,3,0,0.13,0.00,0.13,0.13,0.13,Matches,6484efd1
John Harkes,us USA,MF,25,29,23,1850,20.6,2,0,2,2,0,0,1,0,0.10,0.00,0.10,0.10,0.10,Matches,961ac34a
David Hirst,eng ENG,FW,24,22,22,1837,20.4,11,4,15,10,1,1,2,0,0.54,0.20,0.73,0.49,0.69,Matches,e274c78d
Chris Bart-Williams,eng ENG,DFMF,18,34,21,2130,23.7,6,2,8,6,0,0,0,0,0.25,0.08,0.34,0.25,0.34,Matches,250d1973
Danny Wilson,nir NIR,MF,32,26,21,1942,21.6,2,0,2,2,0,0,1,0,0.09,0.00,0.09,0.09,0.09,Matches,e60bda61
Peter Shirtliff,eng ENG,DF,31,20,20,1800,20.0,0,1,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,Matches,4311bcd2
Graham Hyde,eng ENG,MF,21,20,14,1644,18.3,1,1,2,1,0,0,3,0,0.05,0.05,0.11,0.05,0.11,Matches,1cedc407
Nigel Pearson,eng ENG,DF,28,16,13,1223,13.6,1,0,1,1,0,0,0,0,0.07,0.00,0.07,0.07,0.07,Matches,abe6b945
Phil King,eng ENG,DF,24,12,11,1044,11.6,1,2,3,1,0,0,1,0,0.09,0.17,0.26,0.09,0.26,Matches,c7c33967
Ryan Jones,wls WAL,MF,19,9,9,802,8.9,0,1,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,Matches,ca07d0a8
Paul Williams,eng ENG,FW,26,7,7,630,7.0,1,0,1,1,0,0,0,0,0.14,0.00,0.14,0.14,0.14,Matches,1c904a24
Mike Williams,eng ENG,FW,22,7,7,510,5.7,1,1,2,1,0,0,0,0,0.18,0.18,0.35,0.18,0.35,Matches,c0b1df23
Simon Stewart,eng ENG,DF,18,6,6,533,5.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,fb8375fd
Nigel Jemson,eng ENG,FW,22,13,5,442,4.9,0,2,2,0,0,0,0,0,0.00,0.41,0.41,0.00,0.41,Matches,96df0b19
Gordon Watson,eng ENG,FW,21,11,4,474,5.3,1,1,2,1,0,0,0,0,0.19,0.19,0.38,0.19,0.38,Matches,53c30561
Kevin Pressman,eng ENG,GK,24,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3f2ff0b9
Julian Watts,eng ENG,DF,21,4,2,228,2.5,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4e30bcf6
Trevor Francis,eng ENG,FW,38,5,1,99,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,849dbec1
Squad Total,,,27.8,42,463,3780,42.0,54,40,94,51,3,3,30,1,1.29,0.95,2.24,1.21,2.17,,-9999
Opponent Total,,,26.1,42,,3780,42.0,,,,,,,,,,,,,,,-9999
