,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Gary Speed,wls WAL,MF,29,36,36,3240,36.0,9,3,12,9,0,0,6,0,0.25,0.08,0.33,0.25,0.33,Matches,5ca13d11
Alan Shearer,eng ENG,FW,28,37,36,3239,36.0,23,7,30,18,5,5,4,1,0.64,0.19,0.83,0.50,0.69,Matches,438b3a51
Warren Barton,eng ENG,DF,30,34,33,2871,31.9,0,3,3,0,0,0,5,1,0.00,0.09,0.09,0.00,0.09,Matches,7e732709
Rob Lee,eng ENG,MF,33,30,30,2579,28.7,0,1,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,Matches,291b2178
Nikos Dabizas,gr GRE,DF,25,29,29,2523,28.0,3,0,3,3,0,0,6,1,0.11,0.00,0.11,0.11,0.11,Matches,f8741035
Nolberto Solano,pe PER,MF,24,30,29,2490,27.7,3,15,18,2,1,1,6,0,0.11,0.54,0.65,0.07,0.61,Matches,37e7c753
Kieron Dyer,eng ENG,MF,20,30,27,2334,25.9,3,6,9,3,0,0,1,0,0.12,0.23,0.35,0.12,0.35,Matches,90b5a2f2
Aaron Hughes,nir NIR,DF,19,27,22,1993,22.1,2,2,4,2,0,0,0,0,0.09,0.09,0.18,0.09,0.18,Matches,dccccccc
Didier Domi,fr FRA,DF,21,27,19,1836,20.4,3,3,6,3,0,0,2,0,0.15,0.15,0.29,0.15,0.29,Matches,91736476
Steve Harper,eng ENG,GK,24,18,18,1620,18.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a98f1d52
Duncan Ferguson,sct SCO,FW,27,23,17,1537,17.1,6,1,7,6,0,0,1,0,0.35,0.06,0.41,0.35,0.41,Matches,9593e964
Kevin Gallacher,sct SCO,FWMF,32,20,15,1229,13.7,2,0,2,2,0,0,0,0,0.15,0.00,0.15,0.15,0.15,Matches,dc257810
Alessandro Pistone,it ITA,DF,24,15,15,1216,13.5,1,0,1,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07,Matches,956096ee
Shay Given,ie IRL,GK,23,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0db918ff
Alain Goma,fr FRA,DF,26,14,14,1194,13.3,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,92ecd444
Temur Ketsbaia,ge GEO,MF,31,21,11,1125,12.5,0,3,3,0,0,0,1,0,0.00,0.24,0.24,0.00,0.24,Matches,1aa44aea
Marcelino Elena,es ESP,DF,27,11,10,880,9.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,532df36e
Hélder,pt POR,DF,28,8,8,672,7.5,1,0,1,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,Matches,18231c7e
Steve Howey,eng ENG,DF,27,9,7,693,7.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c1dd78cb
Franck Dumas,fr FRA,DFMF,31,6,6,523,5.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,48218721
Silvio Marić,hr CRO,MF,24,13,3,403,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,617223d8
Jamie McClen,eng ENG,DFMF,20,9,3,304,3.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,4a2acfa7
John Karelse,nl NED,GK,29,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e7e6a2ae
Tommy Wright,nir NIR,GK,35,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a5e01fbe
Paul Robinson,eng ENG,FW,20,11,2,319,3.5,0,1,1,0,0,0,0,0,0.00,0.28,0.28,0.00,0.28,Matches,a1a9da94
Diego Gavilán,py PAR,DFMF,19,6,2,212,2.4,1,0,1,1,0,0,0,0,0.42,0.00,0.42,0.42,0.42,Matches,d177ad67
Carl Serrant,eng ENG,DF,23,2,2,88,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cb5f59ea
Stephen Glass,sct SCO,MF,23,6,1,175,1.9,1,0,1,1,0,0,0,0,0.51,0.00,0.51,0.51,0.51,Matches,56ce2fd5
Fumaça,br BRA,MF,23,5,1,130,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9160e821
Laurent Charvet,fr FRA,DF,26,2,1,107,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c317246f
Andy Griffin,eng ENG,DF,20,3,1,95,1.1,1,0,1,1,0,0,0,0,0.95,0.00,0.95,0.95,0.95,Matches,38517dc5
David Beharall,eng ENG,DF,20,2,0,46,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4e86b75a
Squad Total,,,26.8,38,418,3420,38.0,60,43,103,54,6,6,48,1,1.58,1.13,2.71,1.42,2.55,,-9999
Opponent Total,,,27.2,38,,3420,38.0,,,,,,,,,,,,,,,-9999
