,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Ugo Ehiogu,eng ENG,DF,26,31,31,2766,30.7,1,0,1,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03,Matches,bd8d3cd5
Gareth Southgate,eng ENG,DF,28,31,31,2725,30.3,2,1,3,1,1,1,2,1,0.07,0.03,0.10,0.03,0.07,Matches,a29c3ed6
Alan Wright,eng ENG,DF,27,32,31,2639,29.3,1,5,6,1,0,0,5,0,0.03,0.17,0.20,0.03,0.20,Matches,df6cf3fe
Gareth Barry,eng ENG,MF,18,30,30,2700,30.0,1,1,2,1,0,0,6,0,0.03,0.03,0.07,0.03,0.07,Matches,7dbbe367
George Boateng,nl NED,MF,23,33,30,2488,27.6,2,0,2,2,0,0,9,0,0.07,0.00,0.07,0.07,0.07,Matches,a44a9f65
David James,eng ENG,GK,28,29,29,2565,28.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,86841dfb
Julian Joachim,eng ENG,FW,24,33,27,2379,26.4,6,5,11,6,0,0,0,0,0.23,0.19,0.42,0.23,0.42,Matches,2a0f531a
Ian Taylor,eng ENG,MF,31,29,25,2343,26.0,5,0,5,5,0,0,8,0,0.19,0.00,0.19,0.19,0.19,Matches,daa71b88
Mark Delaney,wls WAL,DF,23,28,25,2291,25.5,1,2,3,1,0,0,6,0,0.04,0.08,0.12,0.04,0.12,Matches,882f42b8
Paul Merson,eng ENG,FWMF,31,32,24,2225,24.7,5,8,13,5,0,1,2,0,0.20,0.32,0.53,0.20,0.53,Matches,eba7e6fd
Dion Dublin,eng ENG,DFFW,30,26,23,2033,22.6,12,4,16,11,1,2,1,0,0.53,0.18,0.71,0.49,0.66,Matches,a0886d18
Benito Carbone,it ITA,FW,27,24,22,1861,20.7,3,5,8,3,0,0,1,0,0.15,0.24,0.39,0.15,0.39,Matches,ad76f0c4
Lee Hendrie,eng ENG,MF,22,29,18,1679,18.7,1,0,1,1,0,0,6,0,0.05,0.00,0.05,0.05,0.05,Matches,8716663c
Alan Thompson,eng ENG,MF,25,21,16,1396,15.5,2,2,4,2,0,0,7,0,0.13,0.13,0.26,0.13,0.26,Matches,2eaac012
Colin Calderwood,sct SCO,DF,34,18,15,1373,15.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2903aa4a
Steve Watson,eng ENG,DFMF,25,14,13,1084,12.0,0,1,1,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matches,302d8e76
Steve Stone,eng ENG,MF,27,24,10,1096,12.2,1,3,4,1,0,0,1,0,0.08,0.25,0.33,0.08,0.33,Matches,4592c48e
Peter Enckelman,fi FIN,GK,22,10,9,849,9.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b50e147f
Jlloyd Samuel,tt TRI,DFMF,18,9,5,521,5.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,efc9ff16
Richard Walker,eng ENG,FW,21,5,2,167,1.9,2,0,2,2,0,0,0,0,1.08,0.00,1.08,1.08,1.08,Matches,8965ec2a
Darius Vassell,eng ENG,FWMF,19,11,1,232,2.6,0,2,2,0,0,0,1,0,0.00,0.78,0.78,0.00,0.78,Matches,e342b5e7
Najwan Ghrayib,il ISR,DF,25,5,1,175,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f9e76588
Neil Cutler,eng ENG,GK,22,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6fa6cee3
Jon Bewers,eng ENG,DFMF,16,1,0,2,0.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8c311069
Mark Draper,eng ENG,MF,28,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bf597500
Squad Total,,,26.6,38,420,3420,38.0,48,41,89,45,3,5,65,1,1.26,1.08,2.34,1.18,2.26,,-9999
Opponent Total,,,27.1,38,,3420,38.0,,,,,,,,,,,,,,,-9999
