,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Ian Walker,eng ENG,GK,27,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,78a90cec
Chris Perry,eng ENG,DF,26,37,36,3224,35.8,1,0,1,1,0,0,8,0,0.03,0.00,0.03,0.03,0.03,Matches,2f43aa1c
Steffen Iversen,no NOR,FW,22,36,36,3087,34.3,14,8,22,14,0,0,5,0,0.41,0.23,0.64,0.41,0.64,Matches,6454b97e
David Ginola,fr FRA,FWMF,32,36,36,2864,31.8,3,7,10,3,0,0,3,0,0.09,0.22,0.31,0.09,0.31,Matches,189225b3
Stephen Carr,ie IRL,DF,22,34,34,3060,34.0,3,3,6,3,0,0,6,0,0.09,0.09,0.18,0.09,0.18,Matches,eb0ae1e9
Sol Campbell,eng ENG,DFFW,24,29,29,2530,28.1,0,3,3,0,0,0,6,0,0.00,0.11,0.11,0.00,0.11,Matches,3e3b2fbd
Chris Armstrong,eng ENG,FW,28,31,29,2513,27.9,14,1,15,14,0,0,4,0,0.50,0.04,0.54,0.50,0.54,Matches,effa559a
Mauricio Taricco,ar ARG,DF,26,29,29,2511,27.9,0,5,5,0,0,0,9,0,0.00,0.18,0.18,0.00,0.18,Matches,efad718d
Steffen Freund,de GER,MF,29,27,24,2158,24.0,0,2,2,0,0,0,9,0,0.00,0.08,0.08,0.00,0.08,Matches,80439de1
Tim Sherwood,eng ENG,MF,30,27,23,2135,23.7,8,1,9,8,0,0,10,0,0.34,0.04,0.38,0.34,0.38,Matches,885f0b51
Darren Anderton,eng ENG,MF,27,22,22,1968,21.9,3,5,8,2,1,1,5,0,0.14,0.23,0.37,0.09,0.32,Matches,09cebe50
Øyvind Leonhardsen,no NOR,MF,28,22,21,1784,19.8,4,1,5,4,0,0,3,0,0.20,0.05,0.25,0.20,0.25,Matches,490a8799
Stephen Clemence,eng ENG,MF,21,20,16,1522,16.9,1,1,2,1,0,0,5,0,0.06,0.06,0.12,0.06,0.12,Matches,31f20410
Luke Young,eng ENG,DF,20,20,11,1180,13.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,409a29d7
Justin Edinburgh,eng ENG,DF,29,8,7,638,7.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,17743284
Allan Nielsen,dk DEN,MF,28,14,5,553,6.1,0,1,1,0,0,0,4,1,0.00,0.16,0.16,0.00,0.16,Matches,daa8f643
Les Ferdinand,eng ENG,FW,32,9,5,449,5.0,2,0,2,2,0,0,2,0,0.40,0.00,0.40,0.40,0.40,Matches,aad47f5a
Willem Korsten,nl NED,MF,24,9,4,372,4.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,e7ac53f5
John Scales,eng ENG,DF,33,4,3,333,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1c67bd76
José Dominguez,pt POR,MF,25,12,2,375,4.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,472117c8
Ramon Vega,ch SUI,DF,28,5,2,225,2.5,1,1,2,1,0,0,0,0,0.40,0.40,0.80,0.40,0.80,Matches,dc2ddfb5
Ledley King,eng ENG,DFMF,18,3,2,186,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,83ca192d
Matthew Etherington,eng ENG,MF,17,5,1,149,1.7,0,1,1,0,0,0,0,0,0.00,0.60,0.60,0.00,0.60,Matches,ef616df9
Simon Davies,wls WAL,MF,19,3,1,147,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,522b6d6c
Ruel Fox,ms MSR,MF,31,3,1,99,1.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ec357eb1
John Piercy,eng ENG,MF,19,3,1,61,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5a9436c4
Gary Doherty,ie IRL,DFFW,19,2,0,64,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,db5c50dd
Dave McEwen,eng ENG,FW,21,1,0,21,0.2,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c31535b2
Squad Total,,,26.7,38,418,3420,38.0,55,40,95,54,1,1,86,1,1.45,1.05,2.50,1.42,2.47,,-9999
Opponent Total,,,27.0,38,,3420,38.0,,,,,,,,,,,,,,,-9999
