,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Nigel Martyn,eng ENG,GK,32,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,8977904e
Harry Kewell,au AUS,FWMF,20,36,36,3193,35.5,10,4,14,10,0,1,6,0,0.28,0.11,0.39,0.28,0.39,Matches,51ef13b9
Ian Harte,ie IRL,DF,21,33,33,2864,31.8,6,5,11,2,4,5,8,1,0.19,0.16,0.35,0.06,0.22,Matches,fd4fa092
Jonathan Woodgate,eng ENG,DF,19,34,32,2828,31.4,1,0,1,1,0,0,0,0,0.03,0.00,0.03,0.03,0.03,Matches,9482a3bd
Michael Bridges,eng ENG,FWMF,20,34,32,2339,26.0,19,4,23,19,0,0,6,0,0.73,0.15,0.88,0.73,0.88,Matches,a57b3014
Lee Bowyer,eng ENG,MF,22,33,31,2768,30.8,5,2,7,5,0,0,13,0,0.16,0.07,0.23,0.16,0.23,Matches,f4fd57ba
Lucas Radebe,za RSA,DF,30,31,31,2698,30.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,84d2a0f0
Gary Kelly,ie IRL,DF,25,31,28,2620,29.1,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,1832e33c
Eirik Bakke,no NOR,MF,21,29,24,2229,24.8,2,1,3,2,0,0,6,0,0.08,0.04,0.12,0.08,0.12,Matches,5a10a72e
Stephen McPhail,ie IRL,MF,19,24,23,2069,23.0,2,4,6,2,0,0,0,0,0.09,0.17,0.26,0.09,0.26,Matches,60c96516
Alan Smith,eng ENG,FWMF,18,26,20,1729,19.2,4,3,7,4,0,0,7,1,0.21,0.16,0.36,0.21,0.36,Matches,fdac06ea
Danny Mills,eng ENG,DF,22,17,16,1463,16.3,1,1,2,1,0,0,5,0,0.06,0.06,0.12,0.06,0.12,Matches,240e4301
David Batty,eng ENG,MF,30,16,16,1380,15.3,0,3,3,0,0,0,4,0,0.00,0.20,0.20,0.00,0.20,Matches,21b2e37b
Jason Wilcox,eng ENG,FWMF,28,20,15,1422,15.8,3,2,5,3,0,0,1,0,0.19,0.13,0.32,0.19,0.32,Matches,6b9fa9ad
Michael Duberry,eng ENG,DF,23,13,12,1051,11.7,1,0,1,1,0,0,6,1,0.09,0.00,0.09,0.09,0.09,Matches,db61b520
David Hopkin,sct SCO,MF,28,14,10,967,10.7,1,1,2,1,0,0,1,0,0.09,0.09,0.19,0.09,0.19,Matches,f411e76b
Darren Huckerby,eng ENG,FWMF,23,33,9,1250,13.9,2,3,5,2,0,0,0,0,0.14,0.22,0.36,0.14,0.36,Matches,906c8f78
Alf-Inge Haaland,no NOR,DFMF,26,13,7,750,8.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,3ae21039
Matt Jones,wls WAL,MF,18,11,5,474,5.3,0,2,2,0,0,0,2,0,0.00,0.38,0.38,0.00,0.38,Matches,6a025e0a
Martin Hiden,at AUT,DF,26,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,53fb71e8
Squad Total,,,24.1,38,417,3420,38.0,57,36,93,53,4,6,79,3,1.50,0.95,2.45,1.39,2.34,,-9999
Opponent Total,,,27.2,38,,3420,38.0,,,,,,,,,,,,,,,-9999
