,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Matt Elliott,sct SCO,DF,30,37,37,3330,37.0,6,4,10,6,0,0,2,0,0.16,0.11,0.27,0.16,0.27,Matches,c1033941
Robbie Savage,wls WAL,MF,24,35,35,3002,33.4,1,1,2,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,Matches,f60a24de
Frank Sinclair,jm JAM,DF,27,34,34,2921,32.5,0,2,2,0,0,0,8,1,0.00,0.06,0.06,0.00,0.06,Matches,02942593
Muzzy Izzet,tr TUR,MF,24,32,32,2791,31.0,8,3,11,5,3,3,3,0,0.26,0.10,0.35,0.16,0.26,Matches,aeeddfc4
Neil Lennon,nir NIR,MF,28,31,31,2764,30.7,1,6,7,1,0,0,9,1,0.03,0.20,0.23,0.03,0.23,Matches,ad2d42ae
Gerry Taggart,nir NIR,DF,28,31,30,2613,29.0,6,3,9,6,0,0,7,1,0.21,0.10,0.31,0.21,0.31,Matches,2bf06765
Tony Cottee,eng ENG,FW,34,33,30,2474,27.5,13,1,14,13,0,0,1,0,0.47,0.04,0.51,0.47,0.51,Matches,111e8515
Steve Guppy,eng ENG,MF,30,30,29,2582,28.7,2,7,9,2,0,0,2,0,0.07,0.24,0.31,0.07,0.31,Matches,3c05bb47
Tim Flowers,eng ENG,GK,32,29,29,2447,27.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,df3b6e40
Andy Impey,eng ENG,DFMF,27,29,28,2397,26.6,2,2,4,2,0,0,0,0,0.08,0.08,0.15,0.08,0.15,Matches,67cbd956
Emile Heskey,eng ENG,FW,21,23,23,2023,22.5,7,3,10,,,,5,0,0.31,0.13,0.44,,,Matches,30184789
Phil Gilchrist,eng ENG,DF,25,27,17,1658,18.4,1,0,1,1,0,0,0,0,0.05,0.00,0.05,0.05,0.05,Matches,dfff734f
Stefan Oakes,eng ENG,MF,20,22,15,1348,15.0,1,3,4,1,0,0,0,0,0.07,0.20,0.27,0.07,0.27,Matches,7827fda9
Darren Eadie,eng ENG,MF,24,16,15,1278,14.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,60d2d491
Pegguy Arphexad,fr FRA,GK,26,11,9,973,10.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,611e7e91
Theodoros Zagorakis,gr GRE,MF,27,17,6,692,7.7,1,1,2,1,0,0,2,0,0.13,0.13,0.26,0.13,0.26,Matches,d3397c3e
Stan Collymore,eng ENG,FW,28,6,6,469,5.2,4,1,5,4,0,0,1,0,0.77,0.19,0.96,0.77,0.96,Matches,eed4ff30
Steve Walsh,eng ENG,DF,34,11,5,531,5.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,3e59c893
Ian Marshall,eng ENG,DFFW,33,21,2,555,6.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,859cc903
Arnar Gunnlaugsson,is ISL,FWMF,26,2,2,110,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3a06ea31
Stuart Campbell,sct SCO,MF,21,4,1,182,2.0,0,1,1,0,0,0,0,0,0.00,0.49,0.49,0.00,0.49,Matches,59996464
Graham Fenton,eng ENG,MF,25,2,1,142,1.6,0,1,1,0,0,0,1,0,0.00,0.63,0.63,0.00,0.63,Matches,d2fd5e70
Tommy Goodwin,eng ENG,DF,19,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e12b6eb7
Danny Thomas,eng ENG,DFMF,18,3,0,64,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3976ec1c
Lawrie Dudfield,eng ENG,FW,19,2,0,58,0.6,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,45cf088a
Jordan Stewart,eng ENG,DFMF,17,1,0,24,0.3,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,99bd8581
Squad Total,,,27.8,38,417,3420,38.0,53,34,87,50,3,3,45,3,1.39,0.89,2.29,1.32,2.21,,-9999
Opponent Total,,,27.2,38,,3420,38.0,,,,,,,,,,,,,,,-9999
