,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Gary McAllister,sct SCO,MF,34,38,38,3365,37.4,11,4,15,7,4,4,2,0,0.29,0.11,0.40,0.19,0.29,Matches,19f7edbc
Magnus Hedman,se SWE,GK,26,35,35,3150,35.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,258a16fd
Mustapha Hadji,ma MAR,MF,27,33,33,2870,31.9,6,7,13,6,0,0,5,0,0.19,0.22,0.41,0.19,0.41,Matches,0b1d0491
Youssef Chippo,ma MAR,MF,26,33,33,2783,30.9,2,3,5,2,0,0,10,1,0.06,0.10,0.16,0.06,0.16,Matches,62b8d3c9
Robbie Keane,ie IRL,FW,19,31,30,2692,29.9,12,4,16,12,0,0,3,0,0.40,0.13,0.53,0.40,0.53,Matches,f45e1bb2
Richard Shaw,eng ENG,DF,30,29,27,2509,27.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,88b5bd84
Paul Telfer,sct SCO,DFMF,27,30,26,2370,26.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,7b3990c5
Paul Williams,eng ENG,DF,28,28,26,2314,25.7,1,0,1,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,Matches,651f09cc
Steve Froggatt,eng ENG,MF,26,26,21,1870,20.8,1,2,3,1,0,0,5,0,0.05,0.10,0.14,0.05,0.14,Matches,35003e24
Gary Breen,ie IRL,DF,25,21,20,1816,20.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,9922c8b8
Noel Whelan,eng ENG,FW,24,26,20,1785,19.8,1,2,3,1,0,0,3,0,0.05,0.10,0.15,0.05,0.15,Matches,901c3bdf
Cédric Roussel,be BEL,FW,21,22,18,1610,17.9,6,6,12,6,0,0,1,0,0.34,0.34,0.67,0.34,0.67,Matches,ac150720
Carlton Palmer,eng ENG,MF,33,15,15,1350,15.0,1,0,1,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches,45fdede4
John Eustace,eng ENG,MF,19,16,12,1152,12.8,1,1,2,0,1,1,2,0,0.08,0.08,0.16,0.00,0.08,Matches,019cf2b4
David Burrows,eng ENG,DF,30,15,11,989,11.0,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,d806427e
Marc Edworthy,eng ENG,DF,26,10,10,882,9.8,0,1,1,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matches,fc761a49
Colin Hendry,sct SCO,DF,33,9,9,777,8.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9acd6d0d
Marcus Hall,eng ENG,DF,23,9,7,707,7.9,0,0,0,0,0,,1,0,0.00,0.00,0.00,0.00,0.00,Matches,10a2c499
Tomas Antonelius,se SWE,DF,26,10,7,635,7.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c13cb324
Barry Quinn,ie IRL,DF,20,11,5,560,6.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,1f0d112e
John Aloisi,au AUS,FW,23,7,3,275,3.1,2,0,2,2,0,0,1,0,0.65,0.00,0.65,0.65,0.65,Matches,747e3a0d
Steve Ogrizovic,eng ENG,GK,41,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3f847d67
Muhamed Konjić,ba BIH,DF,29,4,3,243,2.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d7eeab29
Ysrael Zúñiga,pe PER,FW,22,7,3,224,2.5,2,0,2,2,0,0,0,0,0.80,0.00,0.80,0.80,0.80,Matches,ca25d6b6
Runar Normann,no NOR,MF,21,8,1,178,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c1d73728
Gavin Strachan,sct SCO,MF,20,3,1,98,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d12f06f6
Darren Huckerby,eng ENG,FWMF,23,1,1,69,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,906c8f78
Gary McSheffrey,eng ENG,FWMF,16,3,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e4852a2c
Robert Betts,eng ENG,MF,17,2,0,20,0.2,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2e362184
Paul Hall,jm JAM,FW,27,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,08297331
Squad Total,,,27.1,38,412,3420,38.0,46,32,78,41,5,5,54,1,1.21,0.84,2.05,1.08,1.92,,-9999
Opponent Total,,,27.2,38,,3420,38.0,,,,,,,,,,,,,,,-9999
