,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Dean Richards,eng ENG,DF,25,35,35,3150,35.0,2,0,2,2,0,0,4,1,0.06,0.00,0.06,0.06,0.06,Matches,9fc6fda5
Marians Pahars,lv LVA,FWMF,22,33,31,2757,30.6,13,3,16,13,0,0,4,0,0.42,0.10,0.52,0.42,0.52,Matches,bc95c25d
Paul Jones,wls WAL,GK,32,31,31,2689,29.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3bf1ce9d
Jason Dodd,eng ENG,DF,28,31,30,2701,30.0,0,2,2,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,Matches,df15c7a1
Hassan Kachloul,ma MAR,MF,26,32,29,2452,27.2,5,1,6,5,0,0,9,0,0.18,0.04,0.22,0.18,0.22,Matches,ea1a36dc
Matt Oakley,eng ENG,MF,21,31,26,2358,26.2,3,3,6,3,0,0,3,0,0.11,0.11,0.23,0.11,0.23,Matches,79974582
Claus Lundekvam,no NOR,DF,26,27,25,2270,25.2,0,2,2,0,0,0,5,1,0.00,0.08,0.08,0.00,0.08,Matches,22de8419
Francis Benali,eng ENG,DF,30,26,25,2249,25.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,91950851
Jo Tessem,no NOR,MF,27,25,23,1988,22.1,4,0,4,4,0,0,0,0,0.18,0.00,0.18,0.18,0.18,Matches,32290355
Kevin Davies,eng ENG,FW,22,23,19,1807,20.1,6,3,9,6,0,0,7,1,0.30,0.15,0.45,0.30,0.45,Matches,2f726a89
Chris Marsden,eng ENG,MF,30,21,19,1637,18.2,0,1,1,0,0,0,6,0,0.00,0.05,0.05,0.00,0.05,Matches,c1f59bed
Mark Hughes,wls WAL,FW,35,20,18,1660,18.4,1,2,3,1,0,0,8,0,0.05,0.11,0.16,0.05,0.16,Matches,b01e9032
Stuart Ripley,eng ENG,FWMF,31,23,18,1578,17.5,1,6,7,1,0,0,1,0,0.06,0.34,0.40,0.06,0.40,Matches,6516188c
Trond Egil Soltvedt,no NOR,MF,32,24,17,1577,17.5,1,4,5,1,0,0,0,0,0.06,0.23,0.29,0.06,0.29,Matches,6b5cedc7
Wayne Bridge,eng ENG,DF,18,19,15,1466,16.3,1,2,3,1,0,0,0,0,0.06,0.12,0.18,0.06,0.18,Matches,86b982bc
Tahar El Khalej,ma MAR,DFMF,31,11,11,982,10.9,1,0,1,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,Matches,31388b4f
Matt Le Tissier,eng ENG,FWMF,30,18,9,881,9.8,3,5,8,2,1,1,3,0,0.31,0.51,0.82,0.20,0.72,Matches,d5e78451
James Beattie,eng ENG,FW,21,18,8,674,7.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,7c881089
Patrick Colleter,fr FRA,DF,33,8,8,544,6.0,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,84c20b5a
Neil Moss,eng ENG,GK,24,9,7,731,8.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0a63c6a4
Luís Boa Morte,pt POR,FWMF,21,14,6,553,6.1,1,1,2,1,0,0,1,1,0.16,0.16,0.33,0.16,0.33,Matches,59ab6332
Scott Hiley,eng ENG,DF,30,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,96f1e493
Egil Østenstad,no NOR,FW,27,3,3,270,3.0,1,0,1,1,0,0,2,0,0.33,0.00,0.33,0.33,0.33,Matches,bc242ac0
Garry Monk,eng ENG,DF,20,2,1,157,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a70de3a4
Richard Dryden,eng ENG,DF,30,1,1,72,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,72ca8427
Dani Rodrigues,pt POR,MF,19,2,0,39,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e9a5bb6c
John Beresford,eng ENG,DF,32,3,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,50d79fe2
Marco Almeida,pt POR,DF,22,1,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,22b9bd19
Shayne Bradley,eng ENG,FW,19,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1ca0537c
Squad Total,,,27.4,38,402,3420,38.0,42,32,74,41,1,1,72,5,1.11,0.84,1.95,1.08,1.92,,-9999
Opponent Total,,,27.0,38,,3420,38.0,,,,,,,,,,,,,,,-9999
