,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Nick Barmby,eng ENG,FWMF,25,37,37,3097,34.4,9,8,17,9,0,0,7,0,0.26,0.23,0.49,0.26,0.49,Matches,4af0a400
David Weir,sct SCO,DF,29,35,35,3090,34.3,2,2,4,2,0,0,3,1,0.06,0.06,0.12,0.06,0.12,Matches,ba286fd8
Paul Gerrard,eng ENG,GK,26,34,34,2976,33.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,fb9646e3
John Collins,sct SCO,MF,31,35,33,2931,32.6,2,1,3,2,0,0,6,1,0.06,0.03,0.09,0.06,0.09,Matches,6eadab89
David Unsworth,eng ENG,DF,25,33,32,2759,30.7,6,2,8,1,5,6,4,0,0.20,0.07,0.26,0.03,0.10,Matches,05fcbb55
Richard Gough,sct SCO,DF,37,29,29,2582,28.7,1,1,2,1,0,0,3,0,0.03,0.03,0.07,0.03,0.07,Matches,791e2a3b
Mark Pembridge,wls WAL,MF,28,31,29,2560,28.4,2,5,7,2,0,0,4,0,0.07,0.18,0.25,0.07,0.25,Matches,0f9d5dee
Don Hutchison,sct SCO,MF,28,31,28,2476,27.5,6,4,10,6,0,0,8,1,0.22,0.15,0.36,0.22,0.36,Matches,158494ce
Richard Dunne,ie IRL,DF,19,31,27,2325,25.8,0,0,0,0,0,0,6,2,0.00,0.00,0.00,0.00,0.00,Matches,6cbc015d
Kevin Campbell,eng ENG,FW,29,26,26,2340,26.0,12,6,18,12,0,0,2,0,0.46,0.23,0.69,0.46,0.69,Matches,b209e651
Abel Xavier,pt POR,DF,26,20,18,1652,18.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1c4eb067
Francis Jeffers,eng ENG,FW,18,21,16,1434,15.9,6,6,12,6,0,0,0,1,0.38,0.38,0.75,0.38,0.75,Matches,21b2c885
Michael Ball,eng ENG,DF,19,25,14,1439,16.0,1,0,1,0,1,1,3,0,0.06,0.00,0.06,0.00,0.00,Matches,cde17c0f
Joe-Max Moore,us USA,FW,28,15,11,929,10.3,6,1,7,6,0,0,1,0,0.58,0.10,0.68,0.58,0.68,Matches,5e409c8c
Stephen Hughes,eng ENG,MF,22,11,11,903,10.0,1,2,3,1,0,0,1,0,0.10,0.20,0.30,0.10,0.30,Matches,fe278764
Mark Hughes,wls WAL,FW,35,9,9,760,8.4,1,1,2,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,Matches,b01e9032
Scot Gemmill,sct SCO,MF,28,14,6,634,7.0,1,0,1,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches,27e0c651
Mitch Ward,eng ENG,MF,28,10,6,479,5.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,4e9e8915
Dave Watson,eng ENG,DF,37,6,5,473,5.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,f41fba43
Thomas Myhre,no NOR,GK,25,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dc3fc546
Danny Cadamarteri,eng ENG,FW,19,17,3,537,6.0,1,2,3,1,0,0,2,0,0.17,0.34,0.50,0.17,0.50,Matches,ade643d3
Alec Cleland,sct SCO,DF,28,9,3,347,3.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a9242652
Phil Jevons,eng ENG,FW,19,3,2,150,1.7,0,1,1,0,0,0,0,0,0.00,0.60,0.60,0.00,0.60,Matches,2a920598
Steve Simonsen,eng ENG,GK,20,1,0,84,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b37c3eea
Tommy Johnson,eng ENG,FW,28,3,0,65,0.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,e8fa6f69
Jamie Milligan,eng ENG,MF,19,1,0,44,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4bcf5871
Tony Grant,eng ENG,MF,24,2,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e982e153
Terry Phelan,ie IRL,DF,32,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9f53867c
Squad Total,,,27.4,38,437,3420,38.0,58,48,106,52,6,7,60,5,1.53,1.26,2.79,1.37,2.63,,-9999
Opponent Total,,,27.3,38,,3420,38.0,,,,,,,,,,,,,,,-9999
