,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Thomas Sørensen,dk DEN,GK,23,37,37,3330,37.0,0,1,1,0,0,0,1,0,0.00,0.03,0.03,0.00,0.03,Matches,31d82fec
Kevin Phillips,eng ENG,FW,26,36,36,3195,35.5,30,4,34,24,6,8,6,0,0.85,0.11,0.96,0.68,0.79,Matches,23d97ca1
Niall Quinn,ie IRL,FW,32,37,35,3026,33.6,14,8,22,14,0,0,6,0,0.42,0.24,0.65,0.42,0.65,Matches,050093a9
Chris Makin,eng ENG,DF,26,34,34,2934,32.6,1,0,1,1,0,0,13,1,0.03,0.00,0.03,0.03,0.03,Matches,aecb9ffc
Michael Gray,eng ENG,DFMF,24,33,32,2670,29.7,0,4,4,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,Matches,fefae709
Paul Butler,ie IRL,DF,26,32,31,2788,31.0,1,1,2,1,0,0,6,0,0.03,0.03,0.06,0.03,0.06,Matches,8623b652
Nicky Summerbee,eng ENG,MF,27,32,29,2562,28.5,1,5,6,1,0,0,3,0,0.04,0.18,0.21,0.04,0.21,Matches,7e6a7ed4
Stefan Schwarz,se SWE,DFMF,30,27,27,2370,26.3,1,2,3,1,0,0,11,0,0.04,0.08,0.11,0.04,0.11,Matches,aeab7566
Alex Rae,sct SCO,MF,29,26,22,1933,21.5,3,5,8,3,0,0,10,2,0.14,0.23,0.37,0.14,0.37,Matches,a64175a1
Gavin McCann,eng ENG,MF,21,24,21,1887,21.0,4,3,7,4,0,0,8,0,0.19,0.14,0.33,0.19,0.33,Matches,d1e78f75
Steve Bould,eng ENG,DF,36,20,19,1603,17.8,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,42e0fd3a
Éric Roy,fr FRA,MF,31,24,19,1548,17.2,0,2,2,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,Matches,adeca4c0
Jody Craddock,eng ENG,DFMF,24,19,18,1627,18.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,573e5dd2
Kevin Kilbane,ie IRL,DFMF,22,20,17,1510,16.8,1,1,2,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12,Matches,56cf4517
Darren Williams,eng ENG,DF,22,25,13,1511,16.8,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches,45364051
Darren Holloway,eng ENG,DF,21,15,8,794,8.8,0,1,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,Matches,5b1e1fe8
Paul Thirlwell,eng ENG,MF,20,8,7,573,6.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,3f658e48
Kevin Ball,eng ENG,DFMF,34,11,6,514,5.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,aedf2328
John Oster,wls WAL,MF,20,10,4,445,4.9,0,1,1,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,Matches,bbf029eb
Thomas Helmer,de GER,DFMF,34,2,1,127,1.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,04ccc781
Andy Marriott,wls WAL,GK,28,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dff6c9f3
Chris Lumsdon,eng ENG,MF,19,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b339440d
Danny Dichio,eng ENG,FW,24,12,0,194,2.2,0,1,1,0,0,0,2,0,0.00,0.46,0.46,0.00,0.46,Matches,da431eb0
Michael Reddy,ie IRL,FW,19,8,0,119,1.3,1,0,1,1,0,0,0,0,0.76,0.00,0.76,0.76,0.76,Matches,a186df74
Carsten Fredgaard,dk DEN,MF,23,1,0,30,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3c2e13ee
Milton Núñez,hn HON,FW,26,1,0,16,0.2,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7de08e2d
Thomas Butler,ie IRL,MF,18,1,0,7,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d033d76b
Squad Total,,,26.9,38,417,3420,38.0,57,39,96,51,6,8,79,3,1.50,1.03,2.53,1.34,2.37,,-9999
Opponent Total,,,26.9,38,,3420,38.0,,,,,,,,,,,,,,,-9999
