,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Trevor Sinclair,eng ENG,MF,26,36,36,3239,36.0,7,8,15,7,0,0,7,1,0.19,0.22,0.42,0.19,0.42,Matches,d2f7373c
Frank Lampard,eng ENG,MF,21,34,34,3060,34.0,7,3,10,7,0,0,4,0,0.21,0.09,0.29,0.21,0.29,Matches,268df6b1
Rio Ferdinand,eng ENG,DF,20,33,33,2959,32.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,52465662
Paulo Wanchope,cr CRC,FW,23,35,33,2932,32.6,12,5,17,12,0,0,7,0,0.37,0.15,0.52,0.37,0.52,Matches,3ab888b3
Paolo Di Canio,it ITA,FW,31,30,29,2616,29.1,16,13,29,14,2,2,6,0,0.55,0.45,1.00,0.48,0.93,Matches,9bbe0ecf
Marc-Vivien Foé,cm CMR,MF,24,25,25,2227,24.7,1,2,3,1,0,0,8,2,0.04,0.08,0.12,0.04,0.12,Matches,f98e429e
Steve Lomas,nir NIR,MF,25,25,25,2132,23.7,1,4,5,1,0,0,7,1,0.04,0.17,0.21,0.04,0.21,Matches,9e58673a
Igor Štimac,hr CRO,DF,31,24,24,2083,23.1,1,0,1,1,0,0,11,1,0.04,0.00,0.04,0.04,0.04,Matches,7bcb9285
Shaka Hislop,tt TRI,GK,30,22,22,1761,19.6,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,7f44f7dd
John Moncur,eng ENG,MF,32,22,20,1726,19.2,1,0,1,1,0,0,9,1,0.05,0.00,0.05,0.05,0.05,Matches,e982f824
Marc Keller,fr FRA,FWMF,31,23,19,1765,19.6,0,1,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,Matches,4566f9f2
Joe Cole,eng ENG,MF,17,22,17,1535,17.1,1,1,2,1,0,0,1,0,0.06,0.06,0.12,0.06,0.12,Matches,2c2f117b
Steve Potts,eng ENG,DF,32,17,16,1463,16.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3607a95d
Scott Minto,eng ENG,DF,27,18,15,1413,15.7,0,2,2,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,Matches,8cd0120b
Javier Margas,cl CHI,DF,30,18,15,1340,14.9,1,1,2,1,0,0,1,1,0.07,0.07,0.13,0.07,0.13,Matches,e3d3254a
Neil Ruddock,eng ENG,DF,31,15,12,1095,12.2,0,1,1,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matches,8533db00
Craig Forrest,ca CAN,GK,31,11,9,939,10.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b253de9c
Frédéric Kanouté,ml MLI,FW,21,8,8,720,8.0,2,1,3,2,0,0,1,0,0.25,0.12,0.37,0.25,0.37,Matches,1a24d5b6
Stuart Pearce,eng ENG,DF,37,8,8,595,6.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,39243ce6
Michael Carrick,eng ENG,MF,18,8,4,457,5.1,1,2,3,1,0,0,0,0,0.20,0.39,0.59,0.20,0.59,Matches,ab7263c1
Paul Kitson,eng ENG,FW,28,10,4,427,4.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,86707c0d
Stephen Bywater,eng ENG,GK,18,4,3,358,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,aaa3d97b
Ian Feuer,us USA,GK,28,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,cdda13ea
Gary Charles,eng ENG,DF,29,4,2,192,2.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c20cb242
Saša Ilić,SCG,GK,27,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,233cc632
Ian Pearce,eng ENG,DF,25,1,1,35,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3537c18f
Adam Newton,kn SKN,DFMF,18,2,0,19,0.2,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4718c54c
Shaun Byrne,ie IRL,DFMF,18,1,0,12,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7510c631
Squad Total,,,26.7,38,419,3420,38.0,51,42,93,49,2,2,73,6,1.34,1.11,2.45,1.29,2.39,,-9999
Opponent Total,,,27.2,38,,3420,38.0,,,,,,,,,,,,,,,-9999
