,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Des Walker,eng ENG,DF,33,37,37,3204,35.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4e1b2261
Niclas Alexandersson,se SWE,MF,27,37,37,3108,34.5,5,4,9,5,0,0,2,0,0.14,0.12,0.26,0.14,0.26,Matches,8fce0898
Gilles De Bilde,be BEL,FW,28,38,37,3042,33.8,10,3,13,8,2,3,3,0,0.30,0.09,0.38,0.24,0.33,Matches,a0339c85
Peter Atherton,eng ENG,DFMF,29,35,35,3134,34.8,1,0,1,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03,Matches,1bcd6fc7
Wim Jonk,nl NED,MF,32,30,29,2584,28.7,3,8,11,2,1,1,4,0,0.10,0.28,0.38,0.07,0.35,Matches,ad98628b
Andy Hinchcliffe,eng ENG,DF,30,29,29,2539,28.2,1,2,3,1,0,0,0,0,0.04,0.07,0.11,0.04,0.11,Matches,4bb95ffe
Ian Nolan,nir NIR,DF,29,29,28,2483,27.6,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches,6587459a
Andy Booth,eng ENG,FW,25,23,20,1752,19.5,2,3,5,2,0,0,3,0,0.10,0.15,0.26,0.10,0.26,Matches,bdf267e7
Pavel Srníček,cz CZE,GK,31,20,20,1741,19.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,db13a630
Kevin Pressman,eng ENG,GK,31,19,18,1680,18.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3f2ff0b9
Danny Sonner,nir NIR,MF,27,27,18,1662,18.5,0,1,1,0,0,0,5,1,0.00,0.05,0.05,0.00,0.05,Matches,63803e34
Alan Quinn,ie IRL,MF,20,19,18,1560,17.3,3,2,5,3,0,0,3,0,0.17,0.12,0.29,0.17,0.29,Matches,6e0e47a6
Petter Rudi,no NOR,MF,25,20,18,1426,15.8,2,0,2,2,0,0,2,0,0.13,0.00,0.13,0.13,0.13,Matches,6b8b954a
Steve Haslam,eng ENG,DF,19,23,16,1510,16.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2debf5bf
Emerson Thome,br BRA,DF,27,17,16,1449,16.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,7dc1b3c9
Gerald Sibon,nl NED,FW,25,28,12,1219,13.5,5,1,6,5,0,0,2,0,0.37,0.07,0.44,0.37,0.44,Matches,beb6023f
Lee Briscoe,eng ENG,DFMF,23,16,7,727,8.1,0,1,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,Matches,49c0435b
Barry Horne,wls WAL,MF,37,7,7,543,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2c1d83f7
Jon Newsome,eng ENG,DF,28,6,5,526,5.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,4e8e407f
Benito Carbone,it ITA,FW,27,7,3,417,4.6,2,0,2,1,1,1,0,0,0.43,0.00,0.43,0.22,0.22,Matches,ad76f0c4
Simon Donnelly,sct SCO,FWMF,24,12,3,394,4.4,1,1,2,1,0,0,2,0,0.23,0.23,0.46,0.23,0.46,Matches,ec0d619a
Richard Cresswell,eng ENG,FW,21,20,2,558,6.2,1,0,1,1,0,0,3,0,0.16,0.00,0.16,0.16,0.16,Matches,2feffa68
Philip Scott,sct SCO,MF,24,5,2,208,2.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,204b6ef6
Mark McKeever,ie IRL,MF,20,2,1,132,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,629f042e
Phil O'Donnell,sct SCO,MF,27,1,0,45,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a68e9539
Squad Total,,,28.4,38,399,3420,38.0,34,24,58,31,3,4,43,1,0.89,0.63,1.53,0.82,1.45,,-9999
Opponent Total,,,27.1,38,,3420,38.0,,,,,,,,,,,,,,,-9999
