,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Ed de Goey,nl NED,GK,32,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,5a7b2f65
Dennis Wise,eng ENG,MF,32,30,29,2607,29.0,4,5,9,4,0,0,7,1,0.14,0.17,0.31,0.14,0.31,Matches,e718c23d
Frank Leboeuf,fr FRA,DF,31,28,28,2308,25.6,2,0,2,1,1,1,11,2,0.08,0.00,0.08,0.04,0.04,Matches,a011a07b
Gus Poyet,uy URU,MF,31,33,25,2347,26.1,10,5,15,10,0,0,5,0,0.38,0.19,0.58,0.38,0.58,Matches,27cd364d
Gianfranco Zola,it ITA,FW,33,33,25,2229,24.8,4,7,11,4,0,0,0,0,0.16,0.28,0.44,0.16,0.44,Matches,59883773
Albert Ferrer,es ESP,DF,29,25,24,2097,23.3,0,3,3,0,0,0,5,0,0.00,0.13,0.13,0.00,0.13,Matches,e70c5725
Didier Deschamps,fr FRA,MF,30,27,24,2054,22.8,0,1,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,Matches,1d9b994f
Dan Petrescu,ro ROU,DF,31,29,24,1989,22.1,4,5,9,4,0,0,2,0,0.18,0.23,0.41,0.18,0.41,Matches,dc2e7399
Celestine Babayaro,ng NGA,DFMF,20,25,23,2057,22.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,dd4e6b97
Marcel Desailly,fr FRA,DFMF,30,23,23,1928,21.4,1,0,1,1,0,0,4,1,0.05,0.00,0.05,0.05,0.05,Matches,9dfb97aa
Chris Sutton,eng ENG,DFFW,26,28,21,1848,20.5,1,2,3,1,0,0,7,0,0.05,0.10,0.15,0.05,0.15,Matches,83c38e36
Tore André Flo,no NOR,FW,26,34,20,1904,21.2,10,1,11,10,0,0,1,0,0.47,0.05,0.52,0.47,0.52,Matches,83e490ef
Jody Morris,eng ENG,MF,20,30,19,1763,19.6,3,2,5,3,0,0,4,0,0.15,0.10,0.26,0.15,0.26,Matches,c5002fd1
Emerson Thome,br BRA,DF,27,20,18,1692,18.8,0,1,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,Matches,7dc1b3c9
Roberto Di Matteo,it ITA,MF,29,18,14,1312,14.6,2,2,4,2,0,0,3,0,0.14,0.14,0.27,0.14,0.27,Matches,5b390f82
Jon Harley,eng ENG,DF,19,17,13,1210,13.4,2,0,2,2,0,0,2,0,0.15,0.00,0.15,0.15,0.15,Matches,1c85d7f3
Bernard Lambourde,fr FRA,DF,28,15,12,1123,12.5,2,0,2,2,0,0,3,0,0.16,0.00,0.16,0.16,0.16,Matches,595e5d0c
George Weah,lr LBR,FW,32,11,9,876,9.7,3,3,6,3,0,0,0,0,0.31,0.31,0.62,0.31,0.62,Matches,186014ec
Gabriele Ambrosetti,it ITA,MF,25,16,9,736,8.2,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,58804bcd
Jes Høgh,dk DEN,DF,33,9,6,548,6.1,0,1,1,0,0,0,0,0,0.00,0.16,0.16,0.00,0.16,Matches,f0b69937
Graeme Le Saux,eng ENG,DF,30,8,6,441,4.9,0,2,2,0,0,0,3,0,0.00,0.41,0.41,0.00,0.41,Matches,0bd42c09
Mario Melchiot,nl NED,DF,22,5,4,400,4.4,0,1,1,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,Matches,1f5e2ed9
Bjarne Goldbæk,dk DEN,MF,30,6,2,295,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9bf2321a
John Terry,eng ENG,DF,18,4,2,257,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,68517cfd
Carlo Cudicini,it ITA,GK,25,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,df77463a
Samuele Dalla Bona,it ITA,MF,18,2,0,79,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,70a59026
Rob Wolleaston,eng ENG,MF,19,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,28182dc8
Squad Total,,,28.9,38,434,3420,38.0,48,45,93,47,1,1,64,4,1.26,1.18,2.45,1.24,2.42,,-9999
Opponent Total,,,27.0,38,,3420,38.0,,,,,,,,,,,,,,,-9999
