,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Patrick Vieira,fr FRA,MF,23,30,29,2625,29.2,2,3,5,2,0,0,11,1,0.07,0.10,0.17,0.07,0.17,Matches,f90f1086
Ray Parlour,eng ENG,MF,26,30,29,2426,27.0,1,2,3,1,0,0,3,0,0.04,0.07,0.11,0.04,0.11,Matches,d567e937
Lee Dixon,eng ENG,DF,35,28,28,2467,27.4,4,1,5,4,0,0,3,0,0.15,0.04,0.18,0.15,0.18,Matches,b6ba1615
Martin Keown,eng ENG,DFMF,33,27,27,2403,26.7,1,0,1,1,0,0,7,1,0.04,0.00,0.04,0.04,0.04,Matches,b844a204
Gilles Grimandi,fr FRA,DF,28,28,27,2326,25.8,2,1,3,2,0,0,10,1,0.08,0.04,0.12,0.08,0.12,Matches,4eae5f8d
Thierry Henry,fr FRA,FW,21,31,26,2244,24.9,17,8,25,15,2,2,6,0,0.68,0.32,1.00,0.60,0.92,Matches,c0c5ee74
Nwankwo Kanu,ng NGA,FW,22,31,24,2159,24.0,12,4,16,11,1,1,2,0,0.50,0.17,0.67,0.46,0.63,Matches,12578cde
David Seaman,eng ENG,GK,35,24,24,2116,23.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2d578837
Emmanuel Petit,fr FRA,DFMF,28,26,24,2057,22.9,3,7,10,3,0,0,5,0,0.13,0.31,0.44,0.13,0.44,Matches,291358c4
Sylvinho,br BRA,DF,25,31,23,2177,24.2,1,3,4,1,0,0,3,0,0.04,0.12,0.17,0.04,0.17,Matches,b46e497d
Dennis Bergkamp,nl NED,FW,30,28,23,1874,20.8,6,9,15,6,0,0,6,0,0.29,0.43,0.72,0.29,0.72,Matches,d8703fda
Marc Overmars,nl NED,FWMF,26,31,22,1926,21.4,7,8,15,7,0,1,1,0,0.33,0.37,0.70,0.33,0.70,Matches,c9cc6332
Freddie Ljungberg,se SWE,FWMF,22,26,22,1811,20.1,6,2,8,6,0,0,2,1,0.30,0.10,0.40,0.30,0.40,Matches,5d9e8825
Tony Adams,eng ENG,DF,32,21,21,1890,21.0,0,1,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,Matches,26b5e727
Nigel Winterburn,eng ENG,DF,35,28,19,1915,21.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,0672e24e
Oleh Luzhny,ua UKR,DF,30,21,16,1466,16.3,0,1,1,0,0,0,2,1,0.00,0.06,0.06,0.00,0.06,Matches,d39e96f7
Alex Manninger,at AUT,GK,22,15,14,1304,14.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,eb55b1bc
Davor Šuker,hr CRO,FW,31,22,8,967,10.7,8,1,9,8,0,1,4,0,0.74,0.09,0.84,0.74,0.84,Matches,f3580cae
Matt Upson,eng ENG,DF,20,9,5,453,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1a6e6d03
Stefan Malz,de GER,DFMF,27,5,2,245,2.7,1,1,2,1,0,0,0,0,0.37,0.37,0.73,0.37,0.73,Matches,1632ca04
Nelson Vivas,ar ARG,DF,29,5,1,213,2.4,0,2,2,0,0,0,1,0,0.00,0.85,0.85,0.00,0.85,Matches,21c083bf
Stephen Hughes,eng ENG,MF,22,2,1,95,1.1,0,1,1,0,0,0,0,0,0.00,0.95,0.95,0.00,0.95,Matches,fe278764
Ashley Cole,eng ENG,DF,18,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,be091289
Paolo Vernazza,eng ENG,MF,19,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,eafddfa3
Rhys Weston,wls WAL,DF,18,1,1,67,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f4404f21
Luís Boa Morte,pt POR,FWMF,21,2,0,51,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,59ab6332
Brian McGovern,ie IRL,DF,19,1,0,24,0.3,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a2ed9cd0
Julian Gray,eng ENG,FWMF,19,1,0,20,0.2,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8b545182
Graham Barrett,ie IRL,FW,17,2,0,10,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,581d9b8f
Tommy Black,eng ENG,MF,19,1,0,5,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e2e330d1
Squad Total,,,28.3,38,417,3420,38.0,71,49,120,68,3,5,71,5,1.87,1.29,3.16,1.79,3.08,,-9999
Opponent Total,,,27.3,38,,3420,38.0,,,,,,,,,,,,,,,-9999
