,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Jacob Laursen,dk DEN,DF,27,36,36,3166,35.2,1,0,1,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03,Matches,a976b649
Seth Johnson,eng ENG,FWMF,20,36,36,3155,35.1,1,4,5,1,0,0,13,0,0.03,0.11,0.14,0.03,0.14,Matches,5915b54c
Rory Delap,ie IRL,MF,23,34,34,2923,32.5,8,4,12,8,0,0,5,1,0.25,0.12,0.37,0.25,0.37,Matches,9b0dac73
Darryl Powell,jm JAM,MF,27,31,31,2785,30.9,2,1,3,2,0,0,6,0,0.06,0.03,0.10,0.06,0.10,Matches,4b351524
Horacio Carbonari,ar ARG,DF,25,29,29,2555,28.4,2,0,2,2,0,0,10,0,0.07,0.00,0.07,0.07,0.07,Matches,97d65d43
Mart Poom,ee EST,GK,27,28,28,2520,28.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,f60f19b7
Stefan Schnoor,de GER,DF,28,29,22,1973,21.9,0,1,1,0,0,1,4,2,0.00,0.05,0.05,0.00,0.05,Matches,adca018f
Tony Dorigo,eng ENG,DF,33,23,20,1673,18.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,451c459e
Craig Burley,sct SCO,MF,27,18,18,1592,17.7,5,1,6,3,2,3,7,0,0.28,0.06,0.34,0.17,0.23,Matches,718a4c38
Steve Elliott,eng ENG,DF,20,19,18,1521,16.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2fc040aa
Stefano Eranio,it ITA,MF,32,19,17,1382,15.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,a16efcb5
Spencer Prior,eng ENG,DF,28,20,15,1483,16.5,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,d68181d1
Deon Burton,jm JAM,FW,22,19,15,1259,14.0,4,2,6,4,0,0,6,0,0.29,0.14,0.43,0.29,0.43,Matches,c0567c0f
Dean Sturridge,eng ENG,FW,26,25,14,1224,13.6,6,0,6,6,0,0,3,0,0.44,0.00,0.44,0.44,0.44,Matches,70e13fa1
Branko Strupar,be BEL,FW,29,15,13,1112,12.4,5,0,5,5,0,0,1,0,0.40,0.00,0.40,0.40,0.40,Matches,75b161bc
Georgi Kinkladze,ge GEO,MF,26,17,12,1090,12.1,1,6,7,1,0,0,2,0,0.08,0.50,0.58,0.08,0.58,Matches,34d9f4f7
Malcolm Christie,eng ENG,FW,20,21,10,1181,13.1,5,2,7,5,0,0,2,0,0.38,0.15,0.53,0.38,0.53,Matches,6f5273d9
Russell Hoult,eng ENG,GK,26,10,10,900,10.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,92f8fb89
Lars Bohinen,no NOR,MF,29,13,8,653,7.3,0,1,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,Matches,bdb7e1b5
Esteban Fuertes,ar ARG,FW,26,8,8,592,6.6,1,0,1,1,0,0,2,1,0.15,0.00,0.15,0.15,0.15,Matches,244cff56
Vassilios Borbokis,gr GRE,DF,30,12,6,660,7.3,0,1,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,Matches,90c90788
Mikkel Beck,dk DEN,FW,26,11,5,541,6.0,1,0,1,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,Matches,e68ed370
Francesco Baiano,it ITA,FW,31,9,5,456,5.1,0,2,2,0,0,0,1,0,0.00,0.39,0.39,0.00,0.39,Matches,ae7e3208
Marvin Robinson,eng ENG,FW,19,8,3,391,4.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f04d8e2b
Avi Nimni,il ISR,FWMF,27,4,2,189,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cc8e7867
Lee Morris,eng ENG,FW,19,3,2,154,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,76f7b349
Adam Murray,eng ENG,MF,17,8,1,145,1.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,b0542647
Kevin Harper,sct SCO,FW,23,5,0,127,1.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,af21d7af
Paul Boertien,eng ENG,DF,20,2,0,78,0.9,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cfac040d
Chris Riggott,eng ENG,DF,18,1,0,35,0.4,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6ec07df6
Richard Jackson,eng ENG,DF,19,2,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,352fcc58
Squad Total,,,26.2,38,418,3420,38.0,42,28,70,40,2,4,90,4,1.11,0.74,1.84,1.05,1.79,,-9999
Opponent Total,,,26.7,38,,3420,38.0,,,,,,,,,,,,,,,-9999
