,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Iker Casillas,es ESP,GK,23,37,37,3293,36.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1ddbb0da
Roberto Carlos,br BRA,DF,31,34,33,3001,33.3,3,5,8,3,0,0,6,0,0.09,0.15,0.24,0.09,0.24,Matches,6a3aaf62
Iván Helguera,es ESP,DFMF,29,34,33,2867,31.9,3,0,3,3,0,0,7,1,0.09,0.00,0.09,0.09,0.09,Matches,44151558
Ronaldo,br BRA,FW,27,34,32,2796,31.1,21,8,29,20,1,2,1,0,0.68,0.26,0.93,0.64,0.90,Matches,57feb553
Raúl,es ESP,FW,27,32,31,2577,28.6,9,6,15,9,0,0,1,0,0.31,0.21,0.52,0.31,0.52,Matches,2b81295d
Míchel Salgado,es ESP,DF,28,30,30,2661,29.6,2,3,5,2,0,0,13,1,0.07,0.10,0.17,0.07,0.17,Matches,68f36bc6
Walter Samuel,ar ARG,DF,26,30,30,2655,29.5,2,2,4,2,0,0,16,2,0.07,0.07,0.14,0.07,0.14,Matches,ceb6c79d
David Beckham,eng ENG,MF,29,30,29,2436,27.1,4,6,10,4,0,0,11,0,0.15,0.22,0.37,0.15,0.37,Matches,53539318
Zinédine Zidane,fr FRA,MF,32,29,28,2346,26.1,6,5,11,5,1,1,5,1,0.23,0.19,0.42,0.19,0.38,Matches,654f4e63
Luís Figo,pt POR,FWMF,31,33,26,2291,25.5,3,4,7,1,2,2,9,0,0.12,0.16,0.27,0.04,0.20,Matches,f20f347f
Michael Owen,eng ENG,FW,24,36,20,1840,20.4,13,3,16,13,0,0,1,0,0.64,0.15,0.78,0.64,0.78,Matches,88b3f52c
Guti,es ESP,FWMF,27,31,18,1917,21.3,0,4,4,0,0,0,10,0,0.00,0.19,0.19,0.00,0.19,Matches,dd0a0fa1
Thomas Gravesen,dk DEN,MF,28,17,15,1314,14.6,1,1,2,1,0,0,7,0,0.07,0.07,0.14,0.07,0.14,Matches,b769b5bd
Francisco Pavón,es ESP,DF,24,17,14,1219,13.5,1,0,1,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,Matches,a222a596
Raúl Bravo,es ESP,DF,23,14,13,1061,11.8,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,65b9e56b
Santiago Solari,ar ARG,MF,27,27,11,1122,12.5,3,2,5,3,0,0,0,0,0.24,0.16,0.40,0.24,0.40,Matches,e34c6e97
Albert Celades,es ESP,MF,28,22,9,929,10.3,0,1,1,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matches,61796b1f
Álvaro Mejía,es ESP,DF,22,5,2,243,2.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,dd3f6a54
Borja Fernández,es ESP,MF,23,8,2,178,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9127f9ce
César Sánchez,es ESP,GK,32,2,1,127,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c6e6e5d6
Álvaro Arbeloa,es ESP,DF,21,2,1,123,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6dc73abd
Javi García,es ESP,DFMF,17,3,1,117,1.3,0,1,1,0,0,0,0,0,0.00,0.77,0.77,0.00,0.77,Matches,167c1bb0
Javier Portillo,es ESP,FW,22,3,1,93,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,99058498
Juanfran,es ESP,DFMF,19,1,1,53,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cfd8d664
Fernando Morientes,es ESP,FW,28,13,0,252,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bceebb25
Miguel Palencia,es ESP,DF,20,2,0,65,0.7,0,,,0,0,,0,0,0.00,,,0.00,,Matches,933fc3bb
Jotha,es ESP,MF,22,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bed4387d
Squad Total,,,27.9,38,418,3420,38.0,71,51,122,67,4,5,99,5,1.87,1.34,3.21,1.76,3.11,,-9999
Opponent Total,,,26.4,38,,3420,38.0,,,,,,,,,,,,,,,-9999
