,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Darren Peacock,eng ENG,DF,28,35,35,3150,35.0,1,1,2,1,0,0,2,0,0.03,0.03,0.06,0.03,0.06,Matches,957c8f17
Steve Watson,eng ENG,DFMF,22,36,33,2999,33.3,1,0,1,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,Matches,302d8e76
David Batty,eng ENG,MF,27,32,32,2822,31.4,1,1,2,1,0,0,12,1,0.03,0.03,0.06,0.03,0.06,Matches,21b2e37b
Rob Lee,eng ENG,MF,30,33,32,2714,30.2,5,8,13,5,0,0,7,0,0.17,0.27,0.43,0.17,0.43,Matches,291b2178
Alan Shearer,eng ENG,FW,25,31,31,2784,30.9,25,7,32,22,3,4,5,0,0.81,0.23,1.03,0.71,0.94,Matches,438b3a51
Les Ferdinand,eng ENG,FW,29,31,30,2510,27.9,16,8,24,16,0,0,3,0,0.57,0.29,0.86,0.57,0.86,Matches,aad47f5a
Robbie Elliott,eng ENG,DF,22,29,29,2599,28.9,7,1,8,7,0,0,3,0,0.24,0.03,0.28,0.24,0.28,Matches,9ade4dc1
Philippe Albert,be BEL,DF,28,27,27,2407,26.7,2,2,4,2,0,0,6,0,0.07,0.07,0.15,0.07,0.15,Matches,749d95dc
Keith Gillespie,nir NIR,FWMF,21,32,23,2156,24.0,1,2,3,1,0,0,3,1,0.04,0.08,0.13,0.04,0.13,Matches,012f440e
Pavel Srníček,cz CZE,GK,28,22,22,1980,22.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,db13a630
Peter Beardsley,eng ENG,FWMF,35,25,22,1938,21.5,5,4,9,3,2,3,3,0,0.23,0.19,0.42,0.14,0.33,Matches,4d9a93aa
David Ginola,fr FRA,FWMF,29,24,20,1723,19.1,1,4,5,1,0,0,4,0,0.05,0.21,0.26,0.05,0.26,Matches,189225b3
John Beresford,eng ENG,DF,29,19,18,1631,18.1,0,3,3,0,0,,4,0,0.00,0.17,0.17,0.00,0.17,Matches,50d79fe2
Faustino Asprilla,co COL,FW,26,24,17,1477,16.4,4,5,9,4,0,0,5,0,0.24,0.30,0.55,0.24,0.55,Matches,ec043e74
Shaka Hislop,tt TRI,GK,27,16,16,1440,16.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7f44f7dd
Warren Barton,eng ENG,DF,27,18,14,1278,14.2,1,4,5,1,0,0,1,0,0.07,0.28,0.35,0.07,0.35,Matches,7e732709
Lee Clark,eng ENG,MF,23,25,9,1146,12.7,2,0,2,2,0,0,1,0,0.16,0.00,0.16,0.16,0.16,Matches,8bd64c51
Steve Howey,eng ENG,DF,24,8,8,720,8.0,1,0,1,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12,Matches,c1dd78cb
Paul Kitson,eng ENG,FW,25,3,0,73,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,86707c0d
Jim Crawford,ie IRL,MF,23,2,0,46,0.5,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,21c0cef8
Squad Total,,,27.3,38,400,3420,38.0,72,48,120,67,5,7,57,1,1.89,1.26,3.16,1.76,3.03,,-9999
Opponent Total,,,26.9,38,,3420,38.0,,,,,,,,,,,,,,,-9999
