,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Gary McAllister,sct SCO,MF,31,38,38,3420,38.0,6,9,15,3,3,3,1,0,0.16,0.24,0.39,0.08,0.32,Matches,19f7edbc
Steve Ogrizovic,eng ENG,GK,38,38,38,3413,37.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3f847d67
Richard Shaw,eng ENG,DF,27,35,35,3103,34.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,88b5bd84
Noel Whelan,eng ENG,FW,21,35,34,2851,31.7,6,2,8,6,0,0,10,1,0.19,0.06,0.25,0.19,0.25,Matches,901c3bdf
Dion Dublin,eng ENG,DFFW,27,34,33,2817,31.3,13,2,15,13,0,0,6,2,0.42,0.06,0.48,0.42,0.48,Matches,a0886d18
Paul Telfer,sct SCO,DFMF,24,34,31,2824,31.4,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,7b3990c5
Paul Williams,eng ENG,DF,25,32,29,2640,29.3,2,0,2,2,0,0,7,0,0.07,0.00,0.07,0.07,0.07,Matches,651f09cc
Kevin Richardson,eng ENG,MF,33,28,25,2282,25.4,0,1,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,Matches,cffbb5c8
John Salako,eng ENG,MF,27,24,23,2043,22.7,1,3,4,1,0,0,0,0,0.04,0.13,0.18,0.04,0.18,Matches,2749f5b7
Darren Huckerby,eng ENG,FWMF,20,25,21,1934,21.5,5,2,7,5,0,0,2,0,0.23,0.09,0.33,0.23,0.33,Matches,906c8f78
Liam Daish,ie IRL,DF,27,20,20,1695,18.8,1,1,2,1,0,0,6,1,0.05,0.05,0.11,0.05,0.11,Matches,1c5c9257
Eoin Jess,sct SCO,MF,25,27,19,1719,19.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bb640653
David Burrows,eng ENG,DF,27,18,17,1398,15.5,0,1,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,Matches,d806427e
Brian Borrows,eng ENG,DF,35,23,16,1435,15.9,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,7062d368
Peter Ndlovu,zw ZIM,FW,23,20,10,1117,12.4,1,0,1,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches,1adcef64
Marcus Hall,eng ENG,DF,20,13,10,898,10.0,0,2,2,0,0,0,0,0,0.00,0.20,0.20,0.00,0.20,Matches,10a2c499
Gary Breen,ie IRL,DF,22,9,8,775,8.6,0,1,1,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12,Matches,9922c8b8
Gordon Strachan,sct SCO,MF,39,9,3,300,3.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,90aef1c6
Régis Genaux,be BEL,DF,22,4,3,269,3.0,0,0,0,0,0,,1,0,0.00,0.00,0.00,0.00,0.00,Matches,36ba562d
Oleksandr Yevtushok,ua UKR,DF,26,3,3,164,1.8,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c6588a5b
Andy Ducros,eng ENG,FW,18,5,1,175,1.9,0,1,1,0,0,0,0,0,0.00,0.51,0.51,0.00,0.51,Matches,eaa019f3
Michael O'Neill,nir NIR,MF,27,1,1,49,0.5,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9c4b0f99
Isaías,br BRA,FW,32,1,0,11,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e1fb2d99
Willie Boland,ie IRL,MF,20,1,0,8,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,be13a103
John Filan,au AUS,GK,26,1,0,7,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a4321738
Squad Total,,,28.0,38,411,3420,38.0,36,29,65,33,3,3,52,4,0.95,0.76,1.71,0.87,1.63,,-9999
Opponent Total,,,26.9,38,,3420,38.0,,,,,,,,,,,,,,,-9999
