,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Simon Grayson,eng ENG,DF,26,36,36,3185,35.4,0,2,2,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,Matches,c4c559e6
Neil Lennon,nir NIR,MF,25,35,35,3150,35.0,1,4,5,1,0,0,8,0,0.03,0.11,0.14,0.03,0.14,Matches,ad2d42ae
Emile Heskey,eng ENG,FW,18,35,35,3031,33.7,10,6,16,10,0,0,8,0,0.30,0.18,0.48,0.30,0.48,Matches,30184789
Muzzy Izzet,tr TUR,MF,21,35,34,2913,32.4,3,1,4,3,0,0,6,0,0.09,0.03,0.12,0.09,0.12,Matches,aeeddfc4
Spencer Prior,eng ENG,DF,25,34,33,2750,30.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,d68181d1
Kasey Keller,us USA,GK,26,31,31,2790,31.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5b5bcd83
Steve Claridge,eng ENG,FW,30,32,29,2523,28.0,12,5,17,11,1,2,2,0,0.43,0.18,0.61,0.39,0.57,Matches,77fcd60c
Garry Parker,eng ENG,MF,30,31,22,2070,23.0,2,5,7,0,2,4,0,0,0.09,0.22,0.30,0.00,0.22,Matches,54ae7f03
Julian Watts,eng ENG,DF,25,26,22,1977,22.0,1,0,1,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,Matches,4e30bcf6
Steve Walsh,eng ENG,DF,31,22,22,1976,22.0,2,2,4,2,0,0,5,1,0.09,0.09,0.18,0.09,0.18,Matches,3e59c893
Scott Taylor,eng ENG,MF,25,25,20,1768,19.6,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches,3f9c29d7
Ian Marshall,eng ENG,DFFW,30,28,19,1907,21.2,8,1,9,8,0,0,1,0,0.38,0.05,0.42,0.38,0.42,Matches,859cc903
Matt Elliott,sct SCO,DF,27,16,16,1440,16.0,4,1,5,4,0,0,3,0,0.25,0.06,0.31,0.25,0.31,Matches,c1033941
Mike Whitlow,eng ENG,DF,28,17,14,1372,15.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,9d3d5f5d
Steve Guppy,eng ENG,MF,27,13,12,1073,11.9,0,1,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,Matches,3c05bb47
Pontus Kåmark,se SWE,DF,27,10,9,765,8.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,564eb30e
Kevin Poole,eng ENG,GK,33,7,7,630,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f2143ffd
Colin Hill,nir NIR,DF,32,7,6,493,5.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,ae19af98
Mark Robins,eng ENG,FW,26,8,5,352,3.9,1,0,1,1,0,0,0,0,0.26,0.00,0.26,0.26,0.26,Matches,d3d59d26
Stuart Campbell,sct SCO,MF,18,10,4,469,5.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,59996464
Neil Lewis,eng ENG,DF,22,6,4,316,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,41583f42
Jamie Lawrence,jm JAM,MF,26,15,2,468,5.2,0,1,1,0,0,0,1,0,0.00,0.19,0.19,0.00,0.19,Matches,25117d43
Franck Rolling,fr FRA,DF,27,1,1,74,0.8,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4db92928
Stuart Wilson,eng ENG,MF,18,2,0,50,0.6,1,0,1,1,0,,0,0,1.80,0.00,1.80,1.80,1.80,Matches,52003774
Squad Total,,,26.4,38,424,3420,38.0,44,29,73,41,3,6,51,1,1.16,0.76,1.92,1.08,1.84,,-9999
Opponent Total,,,26.9,38,,3420,38.0,,,,,,,,,,,,,,,-9999
