,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Dan Petrescu,ro ROU,DF,28,34,34,2967,33.0,3,8,11,3,0,0,5,0,0.09,0.24,0.33,0.09,0.33,Matches,dc2e7399
Roberto Di Matteo,it ITA,MF,26,34,33,2889,32.1,7,1,8,7,0,0,8,0,0.22,0.03,0.25,0.22,0.25,Matches,5b390f82
Mark Hughes,wls WAL,FW,32,35,32,2871,31.9,8,6,14,8,0,0,7,0,0.25,0.19,0.44,0.25,0.44,Matches,b01e9032
Steve Clarke,sct SCO,DF,32,31,31,2758,30.6,0,1,1,0,0,0,7,0,0.00,0.03,0.03,0.00,0.03,Matches,eb327112
Dennis Wise,eng ENG,MF,29,31,27,2347,26.1,3,1,4,3,0,0,8,0,0.12,0.04,0.15,0.12,0.15,Matches,e718c23d
Craig Burley,sct SCO,MF,24,31,26,2308,25.6,2,2,4,2,0,0,3,0,0.08,0.08,0.16,0.08,0.16,Matches,718a4c38
Frank Leboeuf,fr FRA,DF,28,26,26,2279,25.3,6,1,7,3,3,4,7,1,0.24,0.04,0.28,0.12,0.16,Matches,a011a07b
Scott Minto,eng ENG,DF,24,25,24,2004,22.3,4,3,7,4,0,0,6,0,0.18,0.13,0.31,0.18,0.31,Matches,8cd0120b
Gianluca Vialli,it ITA,FW,32,28,23,2110,23.4,9,4,13,8,1,1,5,0,0.38,0.17,0.55,0.34,0.51,Matches,80106692
Gianfranco Zola,it ITA,FW,30,23,22,1967,21.9,8,9,17,8,0,0,0,0,0.37,0.41,0.78,0.37,0.78,Matches,59883773
Frode Grodås,no NOR,GK,31,21,20,1717,19.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,07b2c083
Frank Sinclair,jm JAM,DF,24,20,17,1559,17.3,1,0,1,1,0,0,6,0,0.06,0.00,0.06,0.06,0.06,Matches,02942593
Andy Myers,eng ENG,DF,22,18,15,1279,14.2,1,0,1,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,Matches,e5b54539
Erland Johnsen,no NOR,DFMF,29,18,14,1210,13.4,0,1,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,Matches,14735b09
Michael Duberry,eng ENG,DF,20,15,13,1246,13.8,1,0,1,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches,db61b520
Eddie Newton,eng ENG,MF,24,15,13,1226,13.6,0,1,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matches,c5e71e43
Kevin Hitchcock,,GK,33,12,10,1001,11.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ee2a3876
Paul Hughes,eng ENG,MF,20,12,8,697,7.7,2,1,3,2,0,0,1,0,0.26,0.13,0.39,0.26,0.39,Matches,046e91b4
Ruud Gullit,nl NED,FWMF,33,12,6,680,7.6,1,0,1,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,Matches,b616ff71
Jody Morris,eng ENG,MF,17,12,6,584,6.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c5002fd1
Dmitri Kharine,ru RUS,GK,27,5,5,377,4.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,48a7d00f
Mark Nicholls,eng ENG,FW,19,8,3,333,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,67025a47
Danny Granville,eng ENG,DF,21,5,3,321,3.6,0,1,1,0,0,0,0,0,0.00,0.28,0.28,0.00,0.28,Matches,1ba9184d
Craig Forrest,ca CAN,GK,28,3,2,235,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b253de9c
Terry Phelan,ie IRL,DF,29,3,1,132,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9f53867c
Paul Parker,eng ENG,DF,32,4,1,106,1.2,0,0,0,,,,0,0,0.00,0.00,0.00,,,Matches,90464ad8
Nick Colgan,ie IRL,GK,22,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,31a045d8
David Lee,eng ENG,DF,26,1,1,78,0.9,1,0,1,0,1,,0,0,1.15,0.00,1.15,0.00,0.00,Matches,724e2a7d
Neil Clement,eng ENG,DF,17,1,1,57,0.6,0,0,0,0,0,,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d33e645f
John Spencer,sct SCO,FW,25,4,0,95,1.1,0,1,1,0,0,,1,0,0.00,0.95,0.95,0.00,0.95,Matches,81922efe
Joe Sheerin,eng ENG,FW,17,1,0,2,0.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8a7be683
Squad Total,,,28.1,38,414,3420,38.0,56,47,103,52,4,5,80,1,1.47,1.24,2.71,1.37,2.61,,-9999
Opponent Total,,,26.9,38,,3420,38.0,,,,,,,,,,,,,,,-9999
