,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Gary Speed,wls WAL,MF,26,37,37,3330,37.0,9,1,10,9,0,0,8,0,0.24,0.03,0.27,0.24,0.27,Matches,5ca13d11
Earl Barrett,eng ENG,DF,29,36,36,3240,36.0,0,2,2,0,0,0,0,0,0.00,0.06,0.06,0.00,0.06,Matches,225696d1
Neville Southall,wls WAL,GK,37,34,34,3015,33.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,4ef5450a
David Unsworth,eng ENG,DF,22,34,32,2854,31.7,5,0,5,3,2,3,7,1,0.16,0.00,0.16,0.09,0.09,Matches,05fcbb55
Duncan Ferguson,sct SCO,FW,24,33,31,2872,31.9,10,5,15,10,0,0,7,1,0.31,0.16,0.47,0.31,0.47,Matches,9593e964
Graham Stuart,eng ENG,FWMF,25,35,29,2797,31.1,5,3,8,4,1,2,4,0,0.16,0.10,0.26,0.13,0.23,Matches,159c714f
Dave Watson,eng ENG,DF,34,29,29,2489,27.7,1,0,1,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,Matches,f41fba43
Joe Parkinson,eng ENG,MF,25,28,28,2305,25.6,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches,6782fb8f
Nick Barmby,eng ENG,FWMF,22,25,22,1940,21.6,4,7,11,4,0,0,0,0,0.19,0.32,0.51,0.19,0.51,Matches,4af0a400
Andrei Kanchelskis,ru RUS,DFMF,27,20,20,1658,18.4,4,2,6,3,1,1,0,0,0.22,0.11,0.33,0.16,0.27,Matches,82fa1e78
Craig Short,eng ENG,DF,28,23,19,1630,18.1,2,0,2,2,0,0,6,0,0.11,0.00,0.11,0.11,0.11,Matches,ff7178f7
Andy Hinchcliffe,eng ENG,DF,27,18,18,1580,17.6,1,9,10,1,0,0,2,0,0.06,0.51,0.57,0.06,0.57,Matches,4bb95ffe
Claus Thomsen,dk DEN,DF,26,16,15,1277,14.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,75cc86bc
Terry Phelan,ie IRL,DF,29,15,15,1255,13.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9f53867c
Michael Branch,eng ENG,FW,17,25,13,1330,14.8,3,2,5,3,0,0,1,0,0.20,0.14,0.34,0.20,0.34,Matches,2197c576
Tony Grant,eng ENG,MF,21,18,11,1121,12.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,e982e153
John Ebbrell,eng ENG,MF,26,7,7,574,6.4,0,1,1,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,Matches,175bbf7c
Richard Dunne,ie IRL,DF,16,7,6,542,6.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,6cbc015d
Paul Rideout,eng ENG,FW,31,10,4,417,4.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,3ee2a1e0
Marc Hottiger,ch SUI,DF,28,8,4,414,4.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,90a29591
Paul Gerrard,eng ENG,GK,23,5,4,405,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fb9646e3
Michael Ball,eng ENG,DF,16,5,2,200,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,cde17c0f
Anders Limpar,se SWE,MF,30,2,1,108,1.2,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,897b32c0
John Hills,eng ENG,DF,18,3,1,106,1.2,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0c06824b
Graham Allen,eng ENG,DF,19,1,0,56,0.6,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c93d97be
Danny Cadamarteri,eng ENG,FW,16,1,0,45,0.5,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ade643d3
Squad Total,,,27.1,38,430,3420,38.0,45,36,81,41,4,6,61,2,1.18,0.95,2.13,1.08,2.03,,-9999
Opponent Total,,,27.1,38,,3420,38.0,,,,,,,,,,,,,,,-9999
