,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Kevin Pressman,eng ENG,GK,28,38,38,3402,37.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3f2ff0b9
Ian Nolan,nir NIR,DF,26,38,38,3375,37.5,1,2,3,1,0,0,1,0,0.03,0.05,0.08,0.03,0.08,Matches,6587459a
Peter Atherton,eng ENG,DFMF,26,37,37,3314,36.8,2,1,3,2,0,0,7,0,0.05,0.03,0.08,0.05,0.08,Matches,1bcd6fc7
Des Walker,eng ENG,DF,30,36,36,3160,35.1,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,4e1b2261
Mark Pembridge,wls WAL,MF,25,34,33,2909,32.3,6,8,14,5,1,2,7,0,0.19,0.25,0.43,0.15,0.40,Matches,0f9d5dee
Andy Booth,eng ENG,FW,22,35,32,2799,31.1,10,3,13,10,0,0,3,0,0.32,0.10,0.42,0.32,0.42,Matches,bdf267e7
Guy Whittingham,eng ENG,FW,31,33,29,2431,27.0,3,1,4,3,0,0,1,0,0.11,0.04,0.15,0.11,0.15,Matches,2a222ae2
Dejan Stefanović,rs SRB,DF,21,29,27,2371,26.3,2,1,3,2,0,0,6,0,0.08,0.04,0.11,0.08,0.11,Matches,1efa2799
Benito Carbone,it ITA,FW,24,25,24,2129,23.7,6,6,12,5,1,2,3,0,0.25,0.25,0.51,0.21,0.47,Matches,ad76f0c4
David Hirst,eng ENG,FW,28,25,20,1631,18.1,6,3,9,6,0,0,3,1,0.33,0.17,0.50,0.33,0.50,Matches,e274c78d
Steve Nicol,sct SCO,DF,34,23,19,1560,17.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f8cf9d0b
Regi Blinker,nl NED,FWMF,27,33,15,1596,17.7,1,4,5,1,0,0,7,0,0.06,0.23,0.28,0.06,0.28,Matches,c14cbc10
Graham Hyde,eng ENG,MF,25,19,15,1401,15.6,2,0,2,2,0,0,4,0,0.13,0.00,0.13,0.13,0.13,Matches,1cedc407
Ritchie Humphreys,eng ENG,DFFW,18,29,14,1290,14.3,3,2,5,3,0,0,2,0,0.21,0.14,0.35,0.21,0.35,Matches,67423398
Jon Newsome,eng ENG,DF,25,10,10,900,10.0,1,0,1,1,0,0,1,0,0.10,0.00,0.10,0.10,0.10,Matches,4e8e407f
Orlando Trustfull,nl NED,MF,25,19,9,870,9.7,3,2,5,3,0,0,3,0,0.31,0.21,0.52,0.31,0.52,Matches,b4b249e7
Wayne Collins,eng ENG,MF,27,12,8,791,8.8,1,0,1,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,Matches,3792daf7
Scott Oakes,eng ENG,MF,23,19,7,712,7.9,1,1,2,1,0,0,1,0,0.13,0.13,0.25,0.13,0.25,Matches,cfdc5034
Lee Briscoe,eng ENG,DFMF,20,6,5,427,4.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,49c0435b
O'Neill Donaldson,eng ENG,FW,26,5,2,232,2.6,2,0,2,2,0,0,0,0,0.78,0.00,0.78,0.78,0.78,Matches,154a889e
John Sheridan,ie IRL,MF,31,2,0,54,0.6,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,85f0a5ee
Mike Williams,eng ENG,FW,26,1,0,21,0.2,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c0b1df23
Mark Bright,eng ENG,FW,34,1,0,15,0.2,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,681a0456
Matt Clarke,eng ENG,GK,22,1,0,10,0.1,0,0,0,0,0,,1,1,0.00,0.00,0.00,0.00,0.00,Matches,673a6776
Squad Total,,,26.7,38,418,3420,38.0,50,29,79,48,2,4,51,2,1.32,0.76,2.08,1.26,2.03,,-9999
Opponent Total,,,26.9,38,,3420,38.0,,,,,,,,,,,,,,,-9999
