,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Chris Perry,eng ENG,DF,23,37,37,3302,36.7,1,0,1,1,0,0,1,0,0.03,0.00,0.03,0.03,0.03,Matches,2f43aa1c
Neil Sullivan,sct SCO,GK,26,36,36,3240,36.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2ea16583
Kenny Cunningham,ie IRL,DF,25,36,36,3147,35.0,0,2,2,0,0,0,6,0,0.00,0.06,0.06,0.00,0.06,Matches,984a2038
Marcus Gayle,jm JAM,FWMF,25,36,34,2931,32.6,8,4,12,8,0,0,2,0,0.25,0.12,0.37,0.25,0.37,Matches,b80303a7
Neal Ardley,eng ENG,MF,23,34,33,2912,32.4,2,11,13,2,0,0,0,0,0.06,0.34,0.40,0.06,0.40,Matches,124a61d8
Robbie Earle,jm JAM,MF,31,32,32,2813,31.3,7,3,10,7,0,0,2,0,0.22,0.10,0.32,0.22,0.32,Matches,3a757429
Vinnie Jones,wls WAL,MF,31,29,29,2389,26.5,3,1,4,3,0,1,7,1,0.11,0.04,0.15,0.11,0.15,Matches,eec5fbba
Alan Kimble,eng ENG,DF,29,31,28,2550,28.3,0,3,3,0,0,0,3,0,0.00,0.11,0.11,0.00,0.11,Matches,30dfbe94
Efan Ekoku,ng NGA,FW,29,30,28,2362,26.2,11,2,13,11,0,0,5,0,0.42,0.08,0.50,0.42,0.50,Matches,d0d589ec
Øyvind Leonhardsen,no NOR,MF,25,27,27,2294,25.5,5,2,7,5,0,0,0,0,0.20,0.08,0.27,0.20,0.27,Matches,490a8799
Dean Blackwell,eng ENG,DF,26,27,22,2075,23.1,0,2,2,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches,9ed3d8ed
Brian McAllister,sct SCO,DF,25,23,19,1705,18.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,e43b1ade
Dean Holdsworth,eng ENG,FW,27,25,10,1103,12.3,5,2,7,5,0,0,0,0,0.41,0.16,0.57,0.41,0.57,Matches,fdb64aeb
Peter Fear,eng ENG,MF,22,18,9,1069,11.9,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,584ebbeb
Ben Thatcher,wls WAL,DF,20,9,9,801,8.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,dc5460f9
Duncan Jupp,sct SCO,DF,21,6,6,525,5.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,303a2b38
Jon Goodman,ie IRL,FW,25,13,6,517,5.7,1,0,1,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,Matches,17a50e4a
Jason Euell,jm JAM,FWMF,19,7,4,455,5.1,2,0,2,2,0,0,0,0,0.40,0.00,0.40,0.40,0.40,Matches,d97fe8bd
Stewart Castledine,eng ENG,MF,23,6,4,409,4.5,1,0,1,1,0,0,0,0,0.22,0.00,0.22,0.22,0.22,Matches,e334a7ab
Andy Clarke,eng ENG,FW,29,11,4,396,4.4,1,0,1,1,0,0,1,0,0.23,0.00,0.23,0.23,0.23,Matches,c8479463
Mick Harford,eng ENG,FW,37,13,3,418,4.6,1,1,2,1,0,0,2,0,0.22,0.22,0.43,0.22,0.43,Matches,a8ef11f7
Paul Heald,eng ENG,GK,27,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7c9385a5
Alan Reeves,eng ENG,DF,28,2,0,26,0.3,0,1,1,0,0,,0,0,0.00,3.46,3.46,0.00,3.46,Matches,4dd90468
Carl Cort,gy GUY,FW,18,1,0,21,0.2,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c07f2109
Squad Total,,,26.6,38,418,3420,38.0,48,36,84,48,0,1,37,1,1.26,0.95,2.21,1.26,2.21,,-9999
Opponent Total,,,26.9,38,,3420,38.0,,,,,,,,,,,,,,,-9999
