,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Ugo Ehiogu,eng ENG,DF,23,38,38,3420,38.0,3,3,6,3,0,0,4,0,0.08,0.08,0.16,0.08,0.16,Matches,bd8d3cd5
Alan Wright,eng ENG,DF,24,38,38,3420,38.0,1,5,6,1,0,0,3,0,0.03,0.13,0.16,0.03,0.16,Matches,df6cf3fe
Dwight Yorke,tt TRI,FWMF,24,37,37,3192,35.5,17,6,23,13,4,5,2,0,0.48,0.17,0.65,0.37,0.54,Matches,2d0a99d3
Andy Townsend,ie IRL,MF,33,34,34,3003,33.4,2,6,8,2,0,0,8,0,0.06,0.18,0.24,0.06,0.24,Matches,976c90a4
Fernando Nélson,pt POR,DF,24,34,33,2842,31.6,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,2761461a
Steve Staunton,ie IRL,DFMF,27,30,30,2499,27.8,2,1,3,2,0,0,4,1,0.07,0.04,0.11,0.07,0.11,Matches,cb617782
Ian Taylor,eng ENG,MF,28,34,29,2689,29.9,2,0,2,2,0,0,5,0,0.07,0.00,0.07,0.07,0.07,Matches,daa71b88
Savo Milošević,rs SRB,FW,22,30,29,2493,27.7,10,1,11,10,0,0,6,0,0.36,0.04,0.40,0.36,0.40,Matches,bab73c39
Gareth Southgate,eng ENG,DF,25,28,28,2475,27.5,1,0,1,1,0,0,1,0,0.04,0.00,0.04,0.04,0.04,Matches,a29c3ed6
Mark Draper,eng ENG,MF,25,29,28,2328,25.9,0,5,5,0,0,0,5,1,0.00,0.19,0.19,0.00,0.19,Matches,bf597500
Mark Bosnich,au AUS,GK,24,20,20,1752,19.5,0,1,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,Matches,9b46bcb7
Michael Oakes,eng ENG,GK,22,20,18,1668,18.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,af24b12a
Saša Ćurčić,,MF,24,22,17,1435,15.9,0,1,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,Matches,c62ba448
Riccardo Scimeca,eng ENG,DFMF,21,17,11,1149,12.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a0a691c9
Tommy Johnson,eng ENG,FW,25,20,10,1037,11.5,4,2,6,4,0,0,0,0,0.35,0.17,0.52,0.35,0.52,Matches,e8fa6f69
Carl Tiler,eng ENG,DF,26,11,9,825,9.2,1,0,1,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,Matches,319d0cea
David Hughes,wls WAL,DF,18,7,4,468,5.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,4144de4b
Julian Joachim,eng ENG,FW,21,15,3,567,6.3,3,0,3,3,0,0,0,0,0.48,0.00,0.48,0.48,0.48,Matches,2a0f531a
Gareth Farrelly,ie IRL,MF,20,3,1,169,1.9,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8a1a3cf0
Scott Murray,sct SCO,MF,22,1,1,62,0.7,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c5858a6c
Lee Hendrie,eng ENG,MF,19,4,0,79,0.9,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8716663c
Squad Total,,,25.5,38,418,3420,38.0,46,32,78,42,4,5,52,0,1.21,0.84,2.05,1.11,1.95,,-9999
Opponent Total,,,27.1,38,,3420,38.0,,,,,,,,,,,,,,,-9999
