,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
David James,eng ENG,GK,25,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,86841dfb
Stig Inge Bjørnebye,no NOR,DF,26,38,38,3328,37.0,2,8,10,2,0,0,4,0,0.05,0.22,0.27,0.05,0.27,Matches,b8e08ea6
Steve McManaman,eng ENG,MF,24,37,37,3256,36.2,7,7,14,7,0,0,5,0,0.19,0.19,0.39,0.19,0.39,Matches,9be05f40
Jason McAteer,ie IRL,MF,25,37,36,3177,35.3,1,6,7,1,0,0,6,0,0.03,0.17,0.20,0.03,0.20,Matches,8a09067c
John Barnes,eng ENG,DFFW,32,35,34,3068,34.1,4,6,10,4,0,0,0,0,0.12,0.18,0.29,0.12,0.29,Matches,e654196b
Mark Wright,eng ENG,DF,32,33,33,2878,32.0,0,3,3,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09,Matches,9995820e
Robbie Fowler,eng ENG,FW,21,32,32,2810,31.2,18,4,22,16,2,3,4,1,0.58,0.13,0.70,0.51,0.64,Matches,7cd34266
Michael Thomas,eng ENG,MF,28,31,29,2611,29.0,3,0,3,3,0,0,5,0,0.10,0.00,0.10,0.10,0.10,Matches,68de2664
Stan Collymore,eng ENG,FW,25,30,25,2201,24.5,12,4,16,12,0,0,3,0,0.49,0.16,0.65,0.49,0.65,Matches,eed4ff30
Dominic Matteo,sct SCO,DFMF,22,26,22,2077,23.1,0,1,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,Matches,f6ea8457
Phil Babb,ie IRL,DF,25,22,21,1855,20.6,1,0,1,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,Matches,37af386a
Jamie Redknapp,eng ENG,MF,23,23,18,1787,19.9,3,2,5,,,,,,0.15,0.10,0.25,,,Matches,c337443d
Bjørn Tore Kvarme,no NOR,DF,24,15,15,1273,14.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,07965324
Neil Ruddock,eng ENG,DF,28,17,15,1218,13.5,1,0,1,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,Matches,8533db00
Patrik Berger,cz CZE,MF,22,23,13,1317,14.6,6,2,8,6,0,0,0,0,0.41,0.14,0.55,0.41,0.55,Matches,f16325b3
Steve Harkness,eng ENG,DF,24,7,5,564,6.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e4fa02d3
John Scales,eng ENG,DF,30,3,3,236,2.6,0,1,1,0,0,0,0,0,0.00,0.38,0.38,0.00,0.38,Matches,1c67bd76
Rob Jones,eng ENG,DF,24,3,2,173,1.9,0,0,0,0,0,,1,0,0.00,0.00,0.00,0.00,0.00,Matches,cd6a211c
Jamie Carragher,eng ENG,DFMF,18,2,1,135,1.5,1,0,1,1,0,,1,0,0.67,0.00,0.67,0.67,0.67,Matches,d0ebce19
Michael Owen,eng ENG,FW,16,2,1,124,1.4,1,0,1,1,0,,0,0,0.73,0.00,0.73,0.73,0.73,Matches,88b3f52c
Mark Kennedy,ie IRL,DFMF,20,5,0,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9f91768b
David Thompson,eng ENG,MF,18,2,0,9,0.1,0,0,0,0,0,,1,0,0.00,0.00,0.00,0.00,0.00,Matches,5696222a
Lee Jones,wls WAL,FW,23,1,0,4,0.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ba52124e
Squad Total,,,26.2,38,412,3420,38.0,58,48,106,56,2,3,44,1,1.53,1.26,2.79,1.47,2.74,,-9999
Opponent Total,,,27.1,38,,3420,38.0,,,,,,,,,,,,,,,-9999
