,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Paul Bracewell,eng ENG,MF,34,38,38,3325,36.9,0,3,3,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,Matches,383bd71f
Richard Ord,eng ENG,DF,26,33,33,2872,31.9,2,0,2,2,0,0,2,2,0.06,0.00,0.06,0.06,0.06,Matches,5618f1fb
Kevin Ball,eng ENG,DFMF,31,32,32,2790,31.0,3,3,6,3,0,0,5,0,0.10,0.10,0.19,0.10,0.19,Matches,aedf2328
Gareth Hall,wls WAL,DF,27,32,32,2762,30.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,283329e8
Michael Gray,eng ENG,DFMF,21,34,31,2620,29.1,3,1,4,3,0,0,4,0,0.10,0.03,0.14,0.10,0.14,Matches,fefae709
Andy Melville,wls WAL,DFMF,27,30,30,2700,30.0,2,1,3,2,0,0,2,0,0.07,0.03,0.10,0.07,0.10,Matches,d65253c8
Lionel Pérez,fr FRA,GK,29,29,28,2588,28.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dd705701
Dariusz Kubicki,pl POL,DF,33,29,28,2449,27.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,b8945f5b
David Kelly,ie IRL,FW,30,24,23,1975,21.9,0,2,2,0,0,,4,0,0.00,0.09,0.09,0.00,0.09,Matches,90e0e86d
Paul Stewart,eng ENG,FWMF,31,24,20,1727,19.2,4,0,4,3,1,2,4,2,0.21,0.00,0.21,0.16,0.16,Matches,91aca8f3
Martin Scott,eng ENG,DF,28,15,15,1280,14.2,1,1,2,0,1,1,3,1,0.07,0.07,0.14,0.00,0.07,Matches,a59a820f
Alex Rae,sct SCO,MF,26,23,13,1304,14.5,2,1,3,1,1,2,6,0,0.14,0.07,0.21,0.07,0.14,Matches,a64175a1
Steve Agnew,eng ENG,MF,30,15,11,960,10.7,2,0,2,1,1,1,2,0,0.19,0.00,0.19,0.09,0.09,Matches,23d5ce02
Craig Russell,eng ENG,DFFW,22,29,10,1222,13.6,5,1,6,5,0,0,1,0,0.37,0.07,0.44,0.37,0.44,Matches,fb6f16c0
Michael Bridges,eng ENG,FWMF,17,25,10,1053,11.7,3,0,3,3,0,0,3,0,0.26,0.00,0.26,0.26,0.26,Matches,a57b3014
Darren Williams,eng ENG,DF,19,11,10,862,9.6,2,0,2,2,0,,1,0,0.21,0.00,0.21,0.21,0.21,Matches,45364051
Tony Coton,eng ENG,GK,35,10,10,835,9.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e469c1d8
Lee Howey,eng ENG,DFFW,27,12,9,833,9.3,0,0,0,0,0,,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d73f8431
John Mullin,eng ENG,MF,20,10,9,714,7.9,1,0,1,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,Matches,00f9de3d
Niall Quinn,ie IRL,FW,29,12,8,771,8.6,2,1,3,2,0,0,2,0,0.23,0.12,0.35,0.23,0.35,Matches,050093a9
Chris Waddle,eng ENG,FWMF,35,7,7,607,6.7,1,5,6,1,0,0,0,0,0.15,0.74,0.89,0.15,0.89,Matches,27215170
Martin Smith,eng ENG,FWMF,21,11,6,591,6.6,0,2,2,0,0,,0,0,0.00,0.30,0.30,0.00,0.30,Matches,408476a3
Allan Johnston,sct SCO,MF,22,6,4,307,3.4,1,0,1,1,0,0,0,0,0.29,0.00,0.29,0.29,0.29,Matches,6136320d
Jan Eriksson,se SWE,DF,28,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,b29b0d73
Sam Aiston,eng ENG,MF,19,2,0,74,0.8,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a480e353
Squad Total,,,28.3,38,369,3420,38.0,32,22,54,28,4,6,54,5,0.84,0.58,1.42,0.74,1.32,,-9999
Opponent Total,,,26.9,38,,3420,38.0,,,,,,,,,,,,,,,-9999
