,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Jeff Kenna,ie IRL,DF,25,37,37,3295,36.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,cf4038bb
Tim Sherwood,eng ENG,MF,27,37,37,3295,36.6,3,5,8,3,0,0,8,1,0.08,0.14,0.22,0.08,0.22,Matches,885f0b51
Henning Berg,no NOR,DF,26,36,36,3240,36.0,2,0,2,2,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches,ad77f84e
Tim Flowers,eng ENG,GK,29,36,36,3240,36.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,df3b6e40
Colin Hendry,sct SCO,DF,30,35,35,3089,34.3,1,0,1,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matches,9acd6d0d
Kevin Gallacher,sct SCO,FWMF,29,34,34,2886,32.1,10,4,14,10,0,0,6,0,0.31,0.12,0.44,0.31,0.44,Matches,dc257810
Garry Flitcroft,eng ENG,MF,23,28,27,2265,25.2,3,0,3,3,0,0,1,0,0.12,0.00,0.12,0.12,0.12,Matches,dc6356ad
Jason Wilcox,eng ENG,FWMF,25,28,26,2363,26.3,2,3,5,2,0,0,3,0,0.08,0.11,0.19,0.08,0.19,Matches,6b9fa9ad
Graeme Le Saux,eng ENG,DF,27,26,26,2333,25.9,1,2,3,1,0,0,6,0,0.04,0.08,0.12,0.04,0.12,Matches,0bd42c09
Chris Sutton,eng ENG,DFFW,23,25,24,2032,22.6,11,6,17,9,2,3,4,0,0.49,0.27,0.75,0.40,0.66,Matches,83c38e36
Billy McKinlay,sct SCO,MF,27,25,23,2036,22.6,1,0,1,1,0,0,12,0,0.04,0.00,0.04,0.04,0.04,Matches,a5e06511
Lars Bohinen,no NOR,MF,26,23,17,1719,19.1,2,1,3,2,0,0,6,0,0.10,0.05,0.16,0.10,0.16,Matches,bdb7e1b5
Giorgos Donis,gr GRE,MF,26,22,11,1030,11.4,2,2,4,2,0,0,0,0,0.17,0.17,0.35,0.17,0.35,Matches,3de9c272
Chris Coleman,wls WAL,DF,26,8,8,703,7.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,811de5ec
Ian Pearce,eng ENG,DF,22,12,7,706,7.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3537c18f
Per Pedersen,dk DEN,FW,27,11,6,564,6.3,1,2,3,1,0,0,0,0,0.16,0.32,0.48,0.16,0.48,Matches,1e5982cd
Graham Fenton,eng ENG,MF,22,13,5,585,6.5,1,2,3,1,0,0,3,0,0.15,0.31,0.46,0.15,0.46,Matches,d2fd5e70
Stuart Ripley,eng ENG,FWMF,28,13,5,522,5.8,0,1,1,0,0,0,0,0,0.00,0.17,0.17,0.00,0.17,Matches,6516188c
Paul Warhurst,eng ENG,DFMF,26,11,5,496,5.5,2,0,2,2,0,0,1,0,0.36,0.00,0.36,0.36,0.36,Matches,86810d2a
Nicky Marker,eng ENG,DF,31,7,5,457,5.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e667189c
Gary Croft,eng ENG,DF,22,5,4,367,4.1,0,1,1,0,0,0,0,0,0.00,0.25,0.25,0.00,0.25,Matches,0a7190bb
Shay Given,ie IRL,GK,20,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0db918ff
James Beattie,eng ENG,FW,18,1,1,90,1.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7c881089
Damien Duff,ie IRL,FWMF,17,1,1,90,1.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,057a6936
Niklas Gudmundsson,se SWE,MF,24,2,0,20,0.2,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d00d367e
Squad Total,,,27.0,38,422,3420,38.0,42,36,78,40,2,3,65,1,1.11,0.95,2.05,1.05,2.00,,-9999
Opponent Total,,,27.1,38,,3420,38.0,,,,,,,,,,,,,,,-9999
