,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Sol Campbell,eng ENG,DFFW,21,38,38,3403,37.8,0,1,1,0,0,0,1,0,0.00,0.03,0.03,0.00,0.03,Matches,3e3b2fbd
Ian Walker,eng ENG,GK,24,37,37,3285,36.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,78a90cec
Colin Calderwood,sct SCO,DF,31,34,33,2981,33.1,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,2903aa4a
David Howells,eng ENG,MF,28,32,32,2747,30.5,2,2,4,2,0,0,7,0,0.07,0.07,0.13,0.07,0.13,Matches,cc7c360e
Andy Sinton,eng ENG,MF,30,33,32,2544,28.3,6,2,8,6,0,0,5,0,0.21,0.07,0.28,0.21,0.28,Matches,d74cafe4
Teddy Sheringham,eng ENG,FW,30,29,29,2610,29.0,7,7,14,7,0,0,6,0,0.24,0.24,0.48,0.24,0.48,Matches,4e56eef6
Allan Nielsen,dk DEN,MF,25,29,28,2368,26.3,6,3,9,6,0,0,6,0,0.23,0.11,0.34,0.23,0.34,Matches,daa8f643
Stephen Carr,ie IRL,DF,19,26,24,2148,23.9,0,4,4,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,Matches,eb0ae1e9
Clive Wilson,eng ENG,DF,34,26,23,2113,23.5,1,1,2,0,1,2,0,0,0.04,0.04,0.09,0.00,0.04,Matches,de2ad53e
Justin Edinburgh,eng ENG,DF,26,24,21,1935,21.5,0,0,0,0,0,0,11,0,0.00,0.00,0.00,0.00,0.00,Matches,17743284
Ruel Fox,ms MSR,MF,28,25,19,1767,19.6,1,3,4,1,0,0,1,0,0.05,0.15,0.20,0.05,0.20,Matches,ec357eb1
Steffen Iversen,no NOR,FW,19,16,16,1431,15.9,6,3,9,6,0,0,1,0,0.38,0.19,0.57,0.38,0.57,Matches,6454b97e
Darren Anderton,eng ENG,MF,24,16,14,1233,13.7,3,2,5,3,0,0,4,0,0.22,0.15,0.36,0.22,0.36,Matches,09cebe50
Dean Austin,eng ENG,DF,26,15,13,1219,13.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,c7b38bf3
Chris Armstrong,eng ENG,FW,25,12,12,974,10.8,5,0,5,4,1,1,2,0,0.46,0.00,0.46,0.37,0.37,Matches,effa559a
Jason Dozzell,eng ENG,MF,28,17,10,1022,11.4,2,0,2,2,0,0,2,0,0.18,0.00,0.18,0.18,0.18,Matches,a2b23551
John Scales,eng ENG,DF,30,12,10,906,10.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1c67bd76
Rory Allen,eng ENG,FW,18,12,9,861,9.6,2,0,2,2,0,0,4,0,0.21,0.00,0.21,0.21,0.21,Matches,a6e9d64f
Ramon Vega,ch SUI,DF,25,8,8,612,6.8,1,1,2,1,0,0,1,1,0.15,0.15,0.29,0.15,0.29,Matches,dc2ddfb5
Ronny Rosenthal,il ISR,FWMF,32,20,4,682,7.6,1,1,2,1,0,0,0,0,0.13,0.13,0.26,0.13,0.26,Matches,e69665a8
Stuart Nethercott,eng ENG,DF,23,9,2,258,2.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,b5341532
Paul McVeigh,nir NIR,FWMF,18,3,2,170,1.9,1,0,1,1,0,,0,0,0.53,0.00,0.53,0.53,0.53,Matches,ccbff661
Espen Baardsen,no NOR,GK,18,2,1,135,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7bfd3eff
Gary Mabbutt,eng ENG,DFMF,34,1,1,17,0.2,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,be519c25
Neale Fenn,ie IRL,FW,19,4,0,84,0.9,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a6603b18
Jamie Clapham,eng ENG,DF,20,1,0,67,0.7,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1df59e7b
Squad Total,,,26.7,38,415,3420,38.0,43,32,75,41,2,3,61,1,1.13,0.84,1.97,1.08,1.92,,-9999
Opponent Total,,,27.3,38,,3420,38.0,,,,,,,,,,,,,,,-9999
