,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Mart Poom,ee EST,GK,28,33,32,2960,32.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f60f19b7
Rory Delap,ie IRL,MF,24,33,32,2884,32.0,3,0,3,3,0,0,3,0,0.09,0.00,0.09,0.09,0.09,Matches,9b0dac73
Seth Johnson,eng ENG,FWMF,21,30,30,2660,29.6,1,5,6,1,0,0,10,1,0.03,0.17,0.20,0.03,0.20,Matches,5915b54c
Chris Riggott,eng ENG,DF,19,31,29,2536,28.2,3,2,5,3,0,0,6,0,0.11,0.07,0.18,0.11,0.18,Matches,6ec07df6
Malcolm Christie,eng ENG,FW,21,34,29,2480,27.6,8,1,9,8,0,0,5,0,0.29,0.04,0.33,0.29,0.33,Matches,6f5273d9
Horacio Carbonari,ar ARG,DF,26,27,27,2298,25.5,1,0,1,1,0,0,7,1,0.04,0.00,0.04,0.04,0.04,Matches,97d65d43
Darryl Powell,jm JAM,MF,28,27,27,2236,24.8,1,0,1,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,Matches,4b351524
Deon Burton,jm JAM,FW,23,32,25,2390,26.6,5,2,7,4,1,1,4,1,0.19,0.08,0.26,0.15,0.23,Matches,c0567c0f
Stefano Eranio,it ITA,MF,33,28,25,1843,20.5,2,6,8,2,0,0,7,0,0.10,0.29,0.39,0.10,0.39,Matches,a16efcb5
Craig Burley,sct SCO,MF,28,24,24,2071,23.0,2,2,4,2,0,1,5,0,0.09,0.09,0.17,0.09,0.17,Matches,718a4c38
Danny Higginbotham,gi GIB,DF,21,26,23,2062,22.9,0,1,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,Matches,688135a1
Taribo West,ng NGA,DF,26,18,18,1620,18.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,1a6e7532
Georgi Kinkladze,ge GEO,MF,27,24,13,1370,15.2,1,3,4,1,0,0,2,0,0.07,0.20,0.26,0.07,0.26,Matches,34d9f4f7
Bjørn Otto Bragstad,no NOR,DF,29,12,10,980,10.9,0,1,1,0,0,0,0,0,0.00,0.09,0.09,0.00,0.09,Matches,a902e103
Simo Valakari,fi FIN,MF,27,11,9,851,9.5,1,1,2,1,0,0,3,0,0.11,0.11,0.21,0.11,0.21,Matches,49c751ba
Branko Strupar,be BEL,FW,30,9,7,653,7.3,6,0,6,5,1,1,1,0,0.83,0.00,0.83,0.69,0.69,Matches,75b161bc
Paul Boertien,eng ENG,DF,21,8,7,650,7.2,1,1,2,1,0,0,3,0,0.14,0.14,0.28,0.14,0.28,Matches,cfac040d
Youl Mawéné,cg CGO,DF,21,8,7,578,6.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,30711a1a
Lilian Martin,fr FRA,DF,29,9,7,543,6.0,0,1,1,0,0,0,3,0,0.00,0.17,0.17,0.00,0.17,Matches,ba8c8889
Stefan Schnoor,de GER,DF,29,8,6,561,6.2,0,1,1,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,Matches,adca018f
Andy Oakes,eng ENG,GK,23,6,6,460,5.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7df5c540
Steve Elliott,eng ENG,DF,21,6,5,444,4.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2fc040aa
Lee Morris,eng ENG,FW,20,20,4,591,6.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,76f7b349
Adam Murray,eng ENG,MF,18,14,4,516,5.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,b0542647
Dean Sturridge,eng ENG,FW,27,14,3,489,5.4,1,1,2,1,0,0,1,0,0.18,0.18,0.37,0.18,0.37,Matches,70e13fa1
Brian O'Neil,sct SCO,MF,27,4,3,179,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,779598dc
Þórður Guðjónsson,is ISL,FWMF,26,10,2,269,3.0,1,0,1,1,0,0,1,0,0.33,0.00,0.33,0.33,0.33,Matches,5d10a22f
Con Blatsis,au AUS,DF,23,2,2,175,1.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,78671ba0
Richard Jackson,eng ENG,DF,20,2,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,352fcc58
Lars Bohinen,no NOR,MF,30,2,1,81,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bdb7e1b5
Ian Evatt,eng ENG,DF,18,1,0,13,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,749bcfb8
Adam Bolder,eng ENG,MF,19,2,0,6,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0acd3255
Squad Total,,,25.3,38,415,3420,38.0,36,24,60,34,2,3,80,3,0.95,0.63,1.58,0.89,1.53,,-9999
Opponent Total,,,27.1,38,,3420,38.0,,,,,,,,,,,,,,,-9999
