,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
David James,eng ENG,GK,29,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,86841dfb
Paul Merson,eng ENG,FWMF,32,38,38,3364,37.4,6,6,12,6,0,0,2,0,0.16,0.16,0.32,0.16,0.32,Matches,eba7e6fd
Alan Wright,eng ENG,DF,28,36,35,3113,34.6,1,4,5,1,0,0,3,0,0.03,0.12,0.14,0.03,0.14,Matches,df6cf3fe
Alpay Özalan,tr TUR,DF,27,33,33,2855,31.7,0,0,0,0,0,0,12,0,0.00,0.00,0.00,0.00,0.00,Matches,e1a59314
Steve Stone,eng ENG,MF,28,34,33,2780,30.9,2,2,4,2,0,0,8,0,0.06,0.06,0.13,0.06,0.13,Matches,4592c48e
Gareth Southgate,eng ENG,DF,29,31,31,2663,29.6,2,1,3,2,0,0,6,0,0.07,0.03,0.10,0.07,0.10,Matches,a29c3ed6
Dion Dublin,eng ENG,DFFW,31,33,29,2640,29.3,8,4,12,7,1,1,2,0,0.27,0.14,0.41,0.24,0.37,Matches,a0886d18
George Boateng,nl NED,MF,24,33,29,2558,28.4,1,0,1,1,0,0,9,0,0.04,0.00,0.04,0.04,0.04,Matches,a44a9f65
Gareth Barry,eng ENG,MF,19,30,29,2501,27.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,7dbbe367
Lee Hendrie,eng ENG,MF,23,32,27,2437,27.1,6,5,11,6,0,0,5,2,0.22,0.18,0.41,0.22,0.41,Matches,8716663c
Ian Taylor,eng ENG,MF,32,29,25,2202,24.5,4,2,6,4,0,0,3,1,0.16,0.08,0.25,0.16,0.25,Matches,daa71b88
David Ginola,fr FRA,FWMF,33,27,14,1333,14.8,3,4,7,3,0,0,7,0,0.20,0.27,0.47,0.20,0.47,Matches,189225b3
Steve Staunton,ie IRL,DFMF,31,14,13,1113,12.4,0,2,2,0,0,0,0,0,0.00,0.16,0.16,0.00,0.16,Matches,cb617782
Mark Delaney,wls WAL,DF,24,19,12,1340,14.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,882f42b8
Julian Joachim,eng ENG,FW,25,20,11,1190,13.2,7,1,8,7,0,0,0,0,0.53,0.08,0.61,0.53,0.61,Matches,2a0f531a
Juan Pablo Ángel,co COL,FW,24,9,7,513,5.7,1,1,2,1,0,0,1,0,0.18,0.18,0.35,0.18,0.35,Matches,f0848ae1
Darius Vassell,eng ENG,FWMF,20,23,5,808,9.0,4,1,5,4,0,0,2,0,0.45,0.11,0.56,0.45,0.56,Matches,e342b5e7
Gilles De Bilde,be BEL,FW,29,4,4,303,3.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a0339c85
Luc Nilis,be BEL,FW,33,3,3,167,1.9,1,0,1,1,0,0,0,0,0.54,0.00,0.54,0.54,0.54,Matches,f740af43
Ugo Ehiogu,eng ENG,DF,27,2,1,152,1.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,bd8d3cd5
Jlloyd Samuel,tt TRI,DFMF,19,3,1,102,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,efc9ff16
John McGrath,ie IRL,MF,20,2,0,46,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f4a5b406
Thomas Hitzlsperger,de GER,MF,18,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2757060a
Squad Total,,,28.1,38,419,3420,38.0,46,35,81,45,1,1,64,3,1.21,0.92,2.13,1.18,2.11,,-9999
Opponent Total,,,26.6,38,,3420,38.0,,,,,,,,,,,,,,,-9999
