,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Gary Speed,wls WAL,MF,30,35,35,3150,35.0,5,3,8,5,0,0,8,1,0.14,0.09,0.23,0.14,0.23,Matches,5ca13d11
Shay Given,ie IRL,GK,24,34,34,3015,33.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0db918ff
Aaron Hughes,nir NIR,DF,20,35,34,2994,33.3,0,1,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,Matches,dccccccc
Nolberto Solano,pe PER,MF,25,33,31,2624,29.2,6,10,16,4,2,3,3,2,0.21,0.34,0.55,0.14,0.48,Matches,37e7c753
Warren Barton,eng ENG,DF,31,29,27,2297,25.5,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,7e732709
Kieron Dyer,eng ENG,MF,21,26,25,2214,24.6,5,5,10,4,1,1,0,1,0.20,0.20,0.41,0.16,0.37,Matches,90b5a2f2
Clarence Acuña,cl CHI,MF,25,26,23,1978,22.0,3,0,3,3,0,0,5,0,0.14,0.00,0.14,0.14,0.14,Matches,cbf4c181
Rob Lee,eng ENG,MF,34,22,21,1746,19.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,291b2178
Alan Shearer,eng ENG,FW,29,19,19,1710,19.0,5,2,7,3,2,3,1,0,0.26,0.11,0.37,0.16,0.26,Matches,438b3a51
Alain Goma,fr FRA,DF,27,19,18,1565,17.4,1,1,2,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12,Matches,92ecd444
Christian Bassedas,ar ARG,DFMF,27,22,17,1487,16.5,1,0,1,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,Matches,09f71b6d
Andy Griffin,eng ENG,DF,21,19,14,1280,14.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,38517dc5
Wayne Quinn,eng ENG,DF,23,15,14,1272,14.1,0,1,1,0,0,0,0,0,0.00,0.07,0.07,0.00,0.07,Matches,3611e81e
Carl Cort,gy GUY,FW,22,13,13,1098,12.2,6,2,8,6,0,0,1,0,0.49,0.16,0.66,0.49,0.66,Matches,c07f2109
Kevin Gallacher,sct SCO,FWMF,33,19,12,1101,12.2,2,0,2,2,0,0,0,0,0.16,0.00,0.16,0.16,0.16,Matches,dc257810
Shola Ameobi,ng NGA,FW,18,20,12,1094,12.2,2,2,4,2,0,0,0,0,0.16,0.16,0.33,0.16,0.33,Matches,e79a368b
Daniel Cordone,ar ARG,FW,26,21,12,1046,11.6,2,1,3,2,0,0,0,0,0.17,0.09,0.26,0.17,0.26,Matches,a3414fa6
Didier Domi,fr FRA,DF,22,14,11,1018,11.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,91736476
Andy O'Brien,ie IRL,DF,21,9,9,810,9.0,1,0,1,1,0,0,0,0,0.11,0.00,0.11,0.11,0.11,Matches,1719f6b2
Nikos Dabizas,gr GRE,DF,26,9,9,765,8.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f8741035
Laurent Charvet,fr FRA,DF,27,7,6,525,5.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c317246f
Steven Caldwell,sct SCO,DF,19,9,5,670,7.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,6839f68e
Stephen Glass,sct SCO,MF,24,14,5,568,6.3,3,0,3,3,0,0,2,0,0.48,0.00,0.48,0.48,0.48,Matches,56ce2fd5
Marcelino Elena,es ESP,DF,28,6,5,451,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,532df36e
Steve Harper,eng ENG,GK,25,5,4,405,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a98f1d52
Lomana LuaLua,cd COD,FWMF,19,21,3,599,6.7,0,2,2,0,0,0,2,0,0.00,0.30,0.30,0.00,0.30,Matches,27bd6d81
James Coppinger,eng ENG,FWMF,19,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,181152ec
Diego Gavilán,py PAR,DFMF,20,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d177ad67
Brian Kerr,sct SCO,MF,18,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,13911455
Squad Total,,,25.9,38,424,3420,38.0,42,27,69,37,5,7,48,5,1.11,0.71,1.82,0.97,1.68,,-9999
Opponent Total,,,27.1,38,,3420,38.0,,,,,,,,,,,,,,,-9999
