,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Shaka Hislop,tt TRI,GK,31,34,34,3015,33.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,7f44f7dd
Stuart Pearce,eng ENG,DF,38,34,34,2925,32.5,2,1,3,2,0,0,10,1,0.06,0.03,0.09,0.06,0.09,Matches,39243ce6
Nigel Winterburn,eng ENG,DF,36,33,33,2862,31.8,1,1,2,1,0,0,7,0,0.03,0.03,0.06,0.03,0.06,Matches,0672e24e
Michael Carrick,eng ENG,MF,19,33,32,2952,32.8,1,3,4,1,0,0,2,0,0.03,0.09,0.12,0.03,0.12,Matches,ab7263c1
Frédéric Kanouté,ml MLI,FW,22,32,32,2661,29.6,11,4,15,11,0,0,5,0,0.37,0.14,0.51,0.37,0.51,Matches,1a24d5b6
Paolo Di Canio,it ITA,FW,32,31,31,2786,31.0,10,7,17,7,3,3,6,0,0.32,0.23,0.55,0.23,0.45,Matches,9bbe0ecf
Frank Lampard,eng ENG,MF,22,30,30,2645,29.4,7,3,10,6,1,1,3,0,0.24,0.10,0.34,0.20,0.31,Matches,268df6b1
Joe Cole,eng ENG,MF,18,30,24,2205,24.5,5,2,7,5,0,0,5,0,0.20,0.08,0.29,0.20,0.29,Matches,2c2f117b
Steve Lomas,nir NIR,MF,26,20,20,1800,20.0,1,0,1,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,Matches,9e58673a
Trevor Sinclair,eng ENG,MF,27,19,19,1686,18.7,3,3,6,3,0,0,1,0,0.16,0.16,0.32,0.16,0.32,Matches,d2f7373c
Igor Štimac,hr CRO,DF,32,19,19,1562,17.4,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,7bcb9285
Rigobert Song,cm CMR,DF,24,18,17,1521,16.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,d884e39b
Ian Pearce,eng ENG,DF,26,15,13,1146,12.7,1,0,1,1,0,0,0,0,0.08,0.00,0.08,0.08,0.08,Matches,3537c18f
Rio Ferdinand,eng ENG,DF,21,12,12,979,10.9,0,0,0,,,,0,0,0.00,0.00,0.00,,,Matches,52465662
Christian Dailly,sct SCO,DF,26,12,11,1005,11.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,0210c453
Sébastien Schemmel,fr FRA,DF,25,12,10,808,9.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3a12ed68
Davor Šuker,hr CRO,FW,32,11,7,587,6.5,2,0,2,2,0,0,5,0,0.31,0.00,0.31,0.31,0.31,Matches,f3580cae
John Moncur,eng ENG,MF,33,16,6,611,6.8,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,e982f824
Kaba Diawara,gn GUI,FW,24,10,6,577,6.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7bafc1d6
Hannu Tihinen,fi FIN,DF,24,8,5,490,5.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c01f3ab3
Titi Camara,gn GUI,FW,27,6,5,393,4.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9a0eee14
Hayden Foxe,au AUS,DF,23,5,3,329,3.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,fa38e5ea
Craig Forrest,ca CAN,GK,32,4,3,315,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b253de9c
Javier Margas,cl CHI,DF,31,3,3,238,2.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,e3d3254a
Svetoslav Todorov,bg BUL,FW,21,8,2,414,4.6,1,1,2,1,0,0,1,0,0.22,0.22,0.43,0.22,0.43,Matches,504688a9
Steve Potts,eng ENG,DF,33,8,2,286,3.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3607a95d
Ragnvald Soma,no NOR,DF,20,4,2,190,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9f6e2d34
Stephen Bywater,eng ENG,GK,19,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,aaa3d97b
Scott Minto,eng ENG,DF,28,1,1,89,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8cd0120b
Christian Bassila,fr FRA,DFMF,22,3,0,78,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,72365bf5
Gary Charles,eng ENG,DF,30,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c20cb242
Paul Kitson,eng ENG,FW,29,2,0,35,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,86707c0d
Jermain Defoe,eng ENG,FW,17,1,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f1e8372d
Grant McCann,nir NIR,MF,20,1,0,2,0.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e016d510
Squad Total,,,27.6,38,409,3420,38.0,45,30,75,41,4,4,72,2,1.18,0.79,1.97,1.08,1.87,,-9999
Opponent Total,,,26.9,38,,3420,38.0,,,,,,,,,,,,,,,-9999
