,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Stuart McCall,sct SCO,MF,36,37,36,3242,36.0,1,0,1,1,0,0,6,1,0.03,0.00,0.03,0.03,0.03,Matches,e935fea0
Benito Carbone,it ITA,FW,28,31,29,2556,28.4,5,4,9,5,0,1,3,0,0.18,0.14,0.32,0.18,0.32,Matches,ad76f0c4
Peter Atherton,eng ENG,DFMF,30,25,25,2211,24.6,0,2,2,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches,1bcd6fc7
Ashley Ward,eng ENG,FW,29,33,24,2279,25.3,4,4,8,4,0,0,9,0,0.16,0.16,0.32,0.16,0.32,Matches,3df77824
Dean Windass,eng ENG,FWMF,31,24,22,1990,22.1,3,2,5,3,0,0,10,0,0.14,0.09,0.23,0.14,0.23,Matches,5d318f2d
Robert Molenaar,nl NED,DF,31,21,21,1793,19.9,1,0,1,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,Matches,5748f64c
Gary Walsh,eng ENG,GK,32,19,19,1710,19.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,82dc3961
Wayne Jacobs,eng ENG,DF,31,21,19,1680,18.7,2,0,2,2,0,0,2,0,0.11,0.00,0.11,0.11,0.11,Matches,8ff638d4
David Wetherall,eng ENG,DF,29,18,18,1569,17.4,1,0,1,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches,ceb3f12d
Ian Nolan,nir NIR,DF,30,21,17,1595,17.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6587459a
Matt Clarke,eng ENG,GK,26,17,17,1530,17.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,673a6776
Eoin Jess,sct SCO,MF,29,17,17,1504,16.7,3,4,7,3,0,0,0,0,0.18,0.24,0.42,0.18,0.42,Matches,bb640653
Andy O'Brien,ie IRL,DF,21,18,17,1500,16.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1719f6b2
Gareth Whalley,eng ENG,MF,26,19,17,1440,16.0,0,1,1,0,0,0,0,0,0.00,0.06,0.06,0.00,0.06,Matches,4f2783db
Dan Petrescu,ro ROU,DF,32,17,16,1284,14.3,1,1,2,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,Matches,dc2e7399
Andy Myers,eng ENG,DF,26,20,15,1422,15.8,1,0,1,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,Matches,e5b54539
Jamie Lawrence,jm JAM,MF,30,17,15,1385,15.4,0,1,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,Matches,25117d43
Robbie Blake,eng ENG,FWMF,24,21,14,1275,14.2,4,0,4,1,3,4,0,0,0.28,0.00,0.28,0.07,0.07,Matches,ddc0a1fd
Gunnar Halle,no NOR,DF,34,13,10,1033,11.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5c1170da
Billy McKinlay,sct SCO,MF,31,11,10,902,10.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,a5e06511
Peter Beagrie,eng ENG,FW,34,19,9,917,10.2,1,1,2,1,0,0,2,0,0.10,0.10,0.20,0.10,0.20,Matches,edcefdc4
David Hopkin,sct SCO,MF,29,11,8,754,8.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f411e76b
Lee Sharpe,eng ENG,MF,29,11,6,469,5.2,0,1,1,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19,Matches,2143398b
Gary Locke,sct SCO,MF,25,7,6,460,5.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,6bacf8eb
Stan Collymore,eng ENG,FW,29,7,5,461,5.1,2,0,2,2,0,0,0,0,0.39,0.00,0.39,0.39,0.39,Matches,eed4ff30
Dean Saunders,wls WAL,FW,36,10,4,399,4.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c1435456
Aidan Davison,nir NIR,GK,32,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,adb9d3d3
Gareth Grant,eng ENG,FW,19,5,0,43,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dbbdc263
Scott Kerr,eng ENG,MF,18,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,af39b2df
Isaiah Rankin,eng ENG,FWMF,22,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,306bb797
Squad Total,,,30.2,38,366,3420,38.0,26,17,43,23,3,5,57,1,0.68,0.45,1.13,0.61,1.05,,-9999
Opponent Total,,,26.7,38,,3420,38.0,,,,,,,,,,,,,,,-9999
