,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Gary Rowett,eng ENG,DF,26,38,38,3403,37.8,2,1,3,2,0,0,4,0,0.05,0.03,0.08,0.05,0.08,Matches,92c33b52
Matt Elliott,sct SCO,DF,31,34,34,2971,33.0,2,1,3,2,0,0,3,0,0.06,0.03,0.09,0.06,0.09,Matches,c1033941
Robbie Savage,wls WAL,MF,25,33,33,2939,32.7,4,0,4,3,1,1,7,0,0.12,0.00,0.12,0.09,0.09,Matches,f60a24de
Ade Akinbiyi,ng NGA,FW,25,37,33,2802,31.1,9,2,11,9,0,0,1,0,0.29,0.06,0.35,0.29,0.35,Matches,6a723914
Andy Impey,eng ENG,DFMF,28,33,29,2607,29.0,0,1,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,Matches,67cbd956
Muzzy Izzet,tr TUR,MF,25,27,27,2231,24.8,7,1,8,5,2,2,4,0,0.28,0.04,0.32,0.20,0.24,Matches,aeeddfc4
Callum Davidson,sct SCO,DF,24,28,25,2070,23.0,1,1,2,1,0,0,3,0,0.04,0.04,0.09,0.04,0.09,Matches,6bcf5daf
Gerry Taggart,nir NIR,DF,29,24,24,2016,22.4,2,1,3,2,0,0,12,1,0.09,0.04,0.13,0.09,0.13,Matches,2bf06765
Tim Flowers,eng ENG,GK,33,22,22,1877,20.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,df3b6e40
Steve Guppy,eng ENG,MF,31,28,17,1706,19.0,1,3,4,1,0,0,1,0,0.05,0.16,0.21,0.05,0.21,Matches,3c05bb47
Simon Royce,eng ENG,GK,28,19,16,1543,17.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0d7bbc61
Darren Eadie,eng ENG,MF,25,24,16,1457,16.2,2,1,3,2,0,0,4,0,0.12,0.06,0.19,0.12,0.19,Matches,60d2d491
Junior Lewis,eng ENG,MF,26,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c9122221
Neil Lennon,nir NIR,MF,29,15,15,1306,14.5,0,3,3,0,0,0,4,0,0.00,0.21,0.21,0.00,0.21,Matches,ad2d42ae
Frank Sinclair,jm JAM,DF,28,17,14,1197,13.3,0,2,2,0,0,0,4,0,0.00,0.15,0.15,0.00,0.15,Matches,02942593
Dean Sturridge,eng ENG,FW,27,13,12,881,9.8,3,3,6,3,0,0,4,0,0.31,0.31,0.61,0.31,0.61,Matches,70e13fa1
Matt Jones,wls WAL,MF,19,11,10,720,8.0,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,6a025e0a
Trevor Benjamin,jm JAM,FW,21,21,7,775,8.6,1,0,1,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,Matches,c5328061
Lee Marshall,eng ENG,DFMF,21,9,7,689,7.7,0,1,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,Matches,40416d99
Phil Gilchrist,eng ENG,DF,26,12,6,631,7.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,dfff734f
Stefan Oakes,eng ENG,MF,21,13,5,630,7.0,0,2,2,0,0,0,0,0,0.00,0.29,0.29,0.00,0.29,Matches,7827fda9
Arnar Gunnlaugsson,is ISL,FWMF,27,17,3,570,6.3,3,1,4,3,0,0,0,0,0.47,0.16,0.63,0.47,0.63,Matches,3a06ea31
Richard Cresswell,eng ENG,FW,22,8,3,325,3.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2feffa68
Damien Delaney,ie IRL,DF,19,5,3,291,3.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,210d9ecb
Roberto Mancini,it ITA,FW,35,4,3,242,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,65fd260b
Stan Collymore,eng ENG,FW,29,5,1,242,2.7,1,0,1,1,0,0,0,0,0.37,0.00,0.37,0.37,0.37,Matches,eed4ff30
Tony Cottee,eng ENG,FW,35,2,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,111e8515
Steve Walsh,eng ENG,DF,35,1,0,9,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3e59c893
Kevin Ellison,eng ENG,MF,21,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5baecff6
Squad Total,,,27.4,38,425,3420,38.0,39,31,70,36,3,3,61,2,1.03,0.82,1.84,0.95,1.76,,-9999
Opponent Total,,,26.9,38,,3420,38.0,,,,,,,,,,,,,,,-9999
