,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Robert Pirès,fr FRA,FWMF,26,33,29,2489,27.7,4,7,11,4,0,0,1,0,0.14,0.25,0.40,0.14,0.40,Matches,59bfafcf
Patrick Vieira,fr FRA,MF,24,30,28,2552,28.4,5,4,9,5,0,0,7,2,0.18,0.14,0.32,0.18,0.32,Matches,f90f1086
Martin Keown,eng ENG,DFMF,34,28,28,2520,28.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,b844a204
Ray Parlour,eng ENG,MF,27,33,28,2486,27.6,4,1,5,4,0,0,4,0,0.14,0.04,0.18,0.14,0.18,Matches,d567e937
Gilles Grimandi,fr FRA,DF,29,30,28,2385,26.5,1,2,3,1,0,0,6,1,0.04,0.08,0.11,0.04,0.11,Matches,4eae5f8d
Thierry Henry,fr FRA,FW,22,35,27,2589,28.8,17,9,26,16,1,1,4,0,0.59,0.31,0.90,0.56,0.87,Matches,c0c5ee74
Lee Dixon,eng ENG,DF,36,29,26,2382,26.5,1,2,3,1,0,0,2,0,0.04,0.08,0.11,0.04,0.11,Matches,b6ba1615
Tony Adams,eng ENG,DF,33,26,26,2340,26.0,1,2,3,1,0,0,7,0,0.04,0.08,0.12,0.04,0.12,Matches,26b5e727
Freddie Ljungberg,se SWE,FWMF,23,30,25,2202,24.5,6,3,9,6,0,0,3,0,0.25,0.12,0.37,0.25,0.37,Matches,5d9e8825
David Seaman,eng ENG,GK,36,24,24,2160,24.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2d578837
Sylvinho,br BRA,DF,26,24,23,2013,22.4,2,2,4,2,0,0,3,0,0.09,0.09,0.18,0.09,0.18,Matches,b46e497d
Sylvain Wiltord,fr FRA,FWMF,26,27,20,1752,19.5,8,5,13,8,0,0,0,0,0.41,0.26,0.67,0.41,0.67,Matches,cdccf255
Dennis Bergkamp,nl NED,FW,31,25,19,1692,18.8,3,3,6,3,0,0,2,0,0.16,0.16,0.32,0.16,0.32,Matches,d8703fda
Oleh Luzhny,ua UKR,DF,31,19,16,1395,15.5,0,1,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,Matches,d39e96f7
Ashley Cole,eng ENG,DF,19,17,15,1300,14.4,3,1,4,3,0,0,3,0,0.21,0.07,0.28,0.21,0.28,Matches,be091289
Lauren,cm CMR,DF,23,18,15,1223,13.6,2,0,2,2,0,0,3,0,0.15,0.00,0.15,0.15,0.15,Matches,0c662413
Nwankwo Kanu,ng NGA,FW,23,27,13,1330,14.8,3,5,8,3,0,0,1,0,0.20,0.34,0.54,0.20,0.54,Matches,12578cde
Alex Manninger,at AUT,GK,23,11,11,990,11.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,eb55b1bc
Igors Stepanovs,lv LVA,DF,24,9,9,810,9.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3216f38a
Nelson Vivas,ar ARG,DF,30,12,3,421,4.7,0,1,1,0,0,1,0,0,0.00,0.21,0.21,0.00,0.21,Matches,21c083bf
John Lukic,eng ENG,GK,39,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,99095d88
Edu Gaspar,br BRA,MF,22,5,2,172,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0471f2a2
Paolo Vernazza,eng ENG,MF,20,2,0,43,0.5,1,0,1,1,0,0,0,0,2.09,0.00,2.09,2.09,2.09,Matches,eafddfa3
Tomas Danilevičius,lt LTU,FW,22,2,0,37,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,974a22ea
Stefan Malz,de GER,DFMF,28,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1632ca04
Matt Upson,eng ENG,DF,21,2,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1a6e6d03
Squad Total,,,28.3,38,418,3420,38.0,62,52,114,61,1,2,48,3,1.63,1.37,3.00,1.61,2.97,,-9999
Opponent Total,,,26.8,38,,3420,38.0,,,,,,,,,,,,,,,-9999
