,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Lee Bowyer,eng ENG,MF,23,38,38,3342,37.1,9,5,14,9,0,0,9,0,0.24,0.13,0.38,0.24,0.38,Matches,f4fd57ba
Mark Viduka,au AUS,FW,24,34,34,3008,33.4,17,4,21,17,0,0,5,0,0.51,0.12,0.63,0.51,0.63,Matches,c4c545c7
Olivier Dacourt,fr FRA,MF,25,33,33,2772,30.8,3,3,6,3,0,0,13,0,0.10,0.10,0.19,0.10,0.19,Matches,3a114b3c
Dominic Matteo,sct SCO,DFMF,26,30,30,2598,28.9,0,1,1,0,0,0,1,0,0.00,0.03,0.03,0.00,0.03,Matches,f6ea8457
Ian Harte,ie IRL,DF,22,29,29,2610,29.0,7,6,13,5,2,3,1,0,0.24,0.21,0.45,0.17,0.38,Matches,fd4fa092
Alan Smith,eng ENG,FWMF,19,33,26,2414,26.8,11,6,17,11,0,0,10,1,0.41,0.22,0.63,0.41,0.63,Matches,fdac06ea
Eirik Bakke,no NOR,MF,22,29,24,2085,23.2,2,1,3,2,0,0,9,0,0.09,0.04,0.13,0.09,0.13,Matches,5a10a72e
Rio Ferdinand,eng ENG,DF,21,23,23,2070,23.0,2,0,2,2,0,0,0,0,0.09,0.00,0.09,0.09,0.09,Matches,52465662
Nigel Martyn,eng ENG,GK,33,23,23,2051,22.8,0,1,1,0,0,0,0,0,0.00,0.04,0.04,0.00,0.04,Matches,8977904e
Gary Kelly,ie IRL,DF,26,24,22,2028,22.5,0,3,3,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,Matches,1832e33c
Danny Mills,eng ENG,DF,23,23,20,1862,20.7,0,1,1,0,0,0,8,0,0.00,0.05,0.05,0.00,0.05,Matches,240e4301
Lucas Radebe,za RSA,DF,31,20,19,1640,18.2,0,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,Matches,84d2a0f0
Paul Robinson,eng ENG,GK,20,16,15,1369,15.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3515ba56
Jonathan Woodgate,eng ENG,DF,20,14,14,1067,11.9,1,0,1,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,Matches,9482a3bd
David Batty,eng ENG,MF,31,16,13,1171,13.0,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,21b2e37b
Harry Kewell,au AUS,FWMF,21,17,12,1163,12.9,2,4,6,2,0,0,2,0,0.15,0.31,0.46,0.15,0.46,Matches,51ef13b9
Robbie Keane,ie IRL,FW,20,18,12,1036,11.5,9,3,12,8,1,1,1,0,0.78,0.26,1.04,0.69,0.96,Matches,f45e1bb2
Jason Wilcox,eng ENG,FWMF,29,17,7,796,8.8,0,1,1,0,0,0,0,0,0.00,0.11,0.11,0.00,0.11,Matches,6b9fa9ad
Michael Bridges,eng ENG,FWMF,21,7,6,539,6.0,0,3,3,0,0,0,0,0,0.00,0.50,0.50,0.00,0.50,Matches,a57b3014
Michael Duberry,eng ENG,DF,24,5,5,406,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,db61b520
Stephen McPhail,ie IRL,MF,20,7,3,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,60c96516
Jacob Burns,au AUS,MF,22,4,3,297,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,400a4f05
Matt Jones,wls WAL,MF,19,4,3,274,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6a025e0a
Danny Hay,nz NZL,DF,25,4,2,299,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9675179d
Darren Huckerby,eng ENG,FWMF,24,7,2,251,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,906c8f78
Gareth Evans,eng ENG,DF,19,1,0,33,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,abcacc4e
Squad Total,,,24.6,38,425,3420,38.0,63,44,107,60,3,4,75,3,1.66,1.16,2.82,1.58,2.74,,-9999
Opponent Total,,,27.0,38,,3420,38.0,,,,,,,,,,,,,,,-9999
