,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Dennis Wise,eng ENG,MF,33,36,35,3152,35.0,3,4,7,3,0,0,10,0,0.09,0.11,0.20,0.09,0.20,Matches,e718c23d
Jimmy Floyd Hasselbaink,nl NED,FW,28,35,35,2912,32.4,23,9,32,19,4,4,6,1,0.71,0.28,0.99,0.59,0.87,Matches,db8a04d1
Marcel Desailly,fr FRA,DFMF,31,34,34,2999,33.3,2,1,3,2,0,0,9,0,0.06,0.03,0.09,0.06,0.09,Matches,9dfb97aa
Gianfranco Zola,it ITA,FW,34,36,31,2600,28.9,9,4,13,9,0,0,1,0,0.31,0.14,0.45,0.31,0.45,Matches,59883773
Mario Melchiot,nl NED,DF,23,31,27,2429,27.0,0,3,3,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches,1f5e2ed9
Samuele Dalla Bona,it ITA,MF,19,29,26,2255,25.1,2,3,5,2,0,0,8,0,0.08,0.12,0.20,0.08,0.20,Matches,70a59026
Carlo Cudicini,it ITA,GK,26,24,23,2115,23.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,df77463a
Frank Leboeuf,fr FRA,DF,32,25,23,1998,22.2,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,a011a07b
Gus Poyet,uy URU,MF,32,30,22,2014,22.4,11,7,18,11,0,0,3,0,0.49,0.31,0.80,0.49,0.80,Matches,27cd364d
John Terry,eng ENG,DF,19,22,19,1767,19.6,1,0,1,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,Matches,68517cfd
Celestine Babayaro,ng NGA,DFMF,21,24,19,1653,18.4,0,5,5,0,0,0,4,0,0.00,0.27,0.27,0.00,0.27,Matches,dd4e6b97
Graeme Le Saux,eng ENG,DF,31,20,18,1537,17.1,0,2,2,0,0,0,4,1,0.00,0.12,0.12,0.00,0.12,Matches,0bd42c09
Eiður Guðjohnsen,is ISL,FWMF,21,30,17,1568,17.4,10,6,16,10,0,0,0,0,0.57,0.34,0.92,0.57,0.92,Matches,32fc9ff2
Ed de Goey,nl NED,GK,33,15,15,1305,14.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5a7b2f65
Jody Morris,eng ENG,MF,21,21,13,1334,14.8,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,c5002fd1
Albert Ferrer,es ESP,DF,30,14,12,997,11.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,e70c5725
Mario Stanić,hr CRO,FWMF,28,12,8,563,6.3,2,0,2,2,0,0,1,0,0.32,0.00,0.32,0.32,0.32,Matches,c5c88be5
Slaviša Jokanović,rs SRB,MF,31,19,7,761,8.5,0,1,1,0,0,0,5,0,0.00,0.12,0.12,0.00,0.12,Matches,e3fe9ed1
Christian Panucci,it ITA,DF,27,8,7,657,7.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,b0d1a3a8
Roberto Di Matteo,it ITA,MF,30,7,7,630,7.0,0,1,1,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,Matches,5b390f82
Jesper Grønkjær,dk DEN,FWMF,22,14,6,657,7.3,1,1,2,1,0,0,2,0,0.14,0.14,0.27,0.14,0.27,Matches,afe43b0f
Jon Harley,eng ENG,DF,20,10,6,518,5.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1c85d7f3
Tore André Flo,no NOR,FW,27,14,5,707,7.9,3,3,6,3,0,0,1,0,0.38,0.38,0.76,0.38,0.76,Matches,83e490ef
Winston Bogarde,nl NED,DF,29,9,2,317,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,11ddb4b6
Emerson Thome,br BRA,DF,28,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7dc1b3c9
Rati Aleksidze,ge GEO,FW,21,2,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c4e7060b
Bernard Lambourde,fr FRA,DF,29,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,595e5d0c
Squad Total,,,28.1,38,411,3420,38.0,67,49,116,63,4,4,72,2,1.76,1.29,3.05,1.66,2.95,,-9999
Opponent Total,,,26.9,38,,3420,38.0,,,,,,,,,,,,,,,-9999
