,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Wayne Bridge,eng ENG,DF,19,38,38,3420,38.0,0,2,2,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,Matches,86b982bc
Claus Lundekvam,no NOR,DF,27,38,38,3349,37.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,22de8419
Paul Jones,wls WAL,GK,33,35,35,3150,35.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3bf1ce9d
Matt Oakley,eng ENG,MF,22,35,35,2965,32.9,1,0,1,1,0,0,1,0,0.03,0.00,0.03,0.03,0.03,Matches,79974582
James Beattie,eng ENG,FW,22,37,29,2612,29.0,11,4,15,11,0,0,5,0,0.38,0.14,0.52,0.38,0.52,Matches,7c881089
Jason Dodd,eng ENG,DF,29,31,29,2587,28.7,1,1,2,1,0,0,2,0,0.03,0.03,0.07,0.03,0.07,Matches,df15c7a1
Dean Richards,eng ENG,DF,26,28,28,2494,27.7,1,0,1,1,0,0,1,0,0.04,0.00,0.04,0.04,0.04,Matches,9fc6fda5
Jo Tessem,no NOR,MF,28,33,27,2466,27.4,4,2,6,4,0,0,1,0,0.15,0.07,0.22,0.15,0.22,Matches,32290355
Marians Pahars,lv LVA,FWMF,23,31,26,2335,25.9,9,6,15,9,0,0,1,0,0.35,0.23,0.58,0.35,0.58,Matches,bc95c25d
Hassan Kachloul,ma MAR,MF,27,32,26,2298,25.5,4,7,11,4,0,0,7,1,0.16,0.27,0.43,0.16,0.43,Matches,ea1a36dc
Tahar El Khalej,ma MAR,DFMF,32,32,25,2327,25.9,1,0,1,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,Matches,31388b4f
Kevin Davies,eng ENG,FW,23,27,21,1810,20.1,1,3,4,1,0,0,9,0,0.05,0.15,0.20,0.05,0.20,Matches,2f726a89
Chris Marsden,eng ENG,MF,31,23,19,1612,17.9,0,1,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,Matches,c1f59bed
Mark Draper,eng ENG,MF,29,22,16,1560,17.3,1,1,2,1,0,0,5,0,0.06,0.06,0.12,0.06,0.12,Matches,bf597500
Dan Petrescu,ro ROU,DF,32,9,8,680,7.6,2,1,3,2,0,0,0,0,0.26,0.13,0.40,0.26,0.40,Matches,dc2e7399
Uwe Rösler,de GER,FW,31,20,6,674,7.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,77a6a70d
Trond Egil Soltvedt,no NOR,MF,33,6,3,366,4.1,1,0,1,1,0,0,0,0,0.25,0.00,0.25,0.25,0.25,Matches,6b5cedc7
Neil Moss,eng ENG,GK,25,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0a63c6a4
Matt Le Tissier,eng ENG,FWMF,31,8,2,233,2.6,1,0,1,1,0,0,1,0,0.39,0.00,0.39,0.39,0.39,Matches,d5e78451
Garry Monk,eng ENG,DF,21,2,2,158,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a70de3a4
Stuart Ripley,eng ENG,FWMF,32,3,1,103,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6516188c
Kevin Gibbens,eng ENG,FWMF,20,3,1,73,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,91a5db9a
Francis Benali,eng ENG,DF,31,4,0,65,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,91950851
Imants Bleidelis,lv LVA,MF,24,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,def622d5
Squad Total,,,27.1,38,433,3420,38.0,40,28,68,40,0,0,51,1,1.05,0.74,1.79,1.05,1.79,,-9999
Opponent Total,,,26.9,38,,3420,38.0,,,,,,,,,,,,,,,-9999
