,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Matt Holland,ie IRL,MF,26,38,38,3379,37.5,3,5,8,3,0,0,0,0,0.08,0.13,0.21,0.08,0.21,Matches,87c9a037
Richard Wright,eng ENG,GK,22,36,36,3240,36.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d9e2e2ae
Hermann Hreiðarsson,is ISL,DF,26,36,35,3109,34.5,1,4,5,1,0,0,3,0,0.03,0.12,0.14,0.03,0.14,Matches,18e3787e
Jermaine Wright,eng ENG,DFMF,24,37,35,2875,31.9,2,3,5,2,0,0,1,0,0.06,0.09,0.16,0.06,0.16,Matches,ed9cb8eb
Marcus Stewart,eng ENG,FW,27,34,33,2717,30.2,19,4,23,17,2,2,2,1,0.63,0.13,0.76,0.56,0.70,Matches,80463957
Jim Magilton,nir NIR,DFMF,31,33,32,2830,31.4,1,5,6,0,1,1,1,0,0.03,0.16,0.19,0.00,0.16,Matches,27240fa9
Jamie Clapham,eng ENG,DF,24,35,28,2570,28.6,2,3,5,2,0,0,2,0,0.07,0.11,0.18,0.07,0.18,Matches,1df59e7b
Fabian Wilnis,nl NED,DF,29,29,27,2273,25.3,2,3,5,2,0,0,7,0,0.08,0.12,0.20,0.08,0.20,Matches,5c30b55b
John McGreal,eng ENG,DF,28,28,25,2275,25.3,1,0,1,1,0,0,1,1,0.04,0.00,0.04,0.04,0.04,Matches,b0782688
Titus Bramble,eng ENG,DF,19,26,23,2134,23.7,1,0,1,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04,Matches,83ac7c3c
Mark Venus,eng ENG,DF,33,25,23,2059,22.9,3,0,3,3,0,0,4,0,0.13,0.00,0.13,0.13,0.13,Matches,a92adc09
James Scowcroft,eng ENG,FW,24,34,22,2178,24.2,4,3,7,4,0,0,1,0,0.17,0.12,0.29,0.17,0.29,Matches,91aafa3c
Alun Armstrong,eng ENG,FW,25,21,15,1486,16.5,8,2,10,8,0,0,0,0,0.48,0.12,0.61,0.48,0.61,Matches,36cbc674
Martijn Reuser,nl NED,MF,25,26,13,1277,14.2,6,2,8,6,0,0,1,0,0.42,0.14,0.56,0.42,0.56,Matches,21404bef
Chris Makin,eng ENG,DF,27,10,10,883,9.8,0,1,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,Matches,aecb9ffc
David Johnson,jm JAM,FW,23,14,6,608,6.8,0,1,1,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,Matches,bb4093e9
Gary Croft,eng ENG,DF,26,8,6,484,5.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0a7190bb
Richard Naylor,eng ENG,DFFW,23,13,5,548,6.1,2,3,5,2,0,0,0,0,0.33,0.49,0.82,0.33,0.82,Matches,2a5b7959
Mark Burchill,sct SCO,FW,19,7,2,219,2.4,1,1,2,1,0,0,0,0,0.41,0.41,0.82,0.41,0.82,Matches,376a3b3c
Keith Branagan,ie IRL,GK,34,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2415cbc7
John Scales,eng ENG,DF,34,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1c67bd76
Wayne Brown,eng ENG,DF,22,4,0,84,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,07748ae2
Nabil Abidallah,nl NED,MF,17,2,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e32b9fc3
Squad Total,,,26.3,38,438,3420,38.0,56,39,95,53,3,3,32,2,1.47,1.03,2.50,1.39,2.42,,-9999
Opponent Total,,,26.9,38,,3420,38.0,,,,,,,,,,,,,,,-9999
