,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Neil Sullivan,sct SCO,GK,30,35,35,3106,34.5,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,2ea16583
Tim Sherwood,eng ENG,MF,31,33,31,2821,31.3,2,3,5,2,0,0,4,0,0.06,0.10,0.16,0.06,0.16,Matches,885f0b51
Chris Perry,eng ENG,DF,27,32,30,2634,29.3,1,0,1,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,Matches,2f43aa1c
Serhiy Rebrov,ua UKR,FWMF,26,29,28,2430,27.0,9,4,13,8,1,1,1,0,0.33,0.15,0.48,0.30,0.44,Matches,493b0ae2
Stephen Clemence,eng ENG,MF,22,29,27,2452,27.2,1,7,8,1,0,0,4,0,0.04,0.26,0.29,0.04,0.29,Matches,31f20410
Stephen Carr,ie IRL,DF,23,28,27,2405,26.7,3,2,5,3,0,0,4,0,0.11,0.07,0.19,0.11,0.19,Matches,eb0ae1e9
Les Ferdinand,eng ENG,FW,33,28,25,2070,23.0,10,1,11,10,0,0,4,0,0.43,0.04,0.48,0.43,0.48,Matches,aad47f5a
Øyvind Leonhardsen,no NOR,MF,29,25,23,1909,21.2,3,4,7,3,0,0,0,0,0.14,0.19,0.33,0.14,0.33,Matches,490a8799
Darren Anderton,eng ENG,MF,28,23,22,1927,21.4,2,3,5,0,2,3,7,0,0.09,0.14,0.23,0.00,0.14,Matches,09cebe50
Sol Campbell,eng ENG,DFFW,25,21,21,1890,21.0,2,0,2,2,0,0,1,0,0.10,0.00,0.10,0.10,0.10,Matches,3e3b2fbd
Luke Young,eng ENG,DF,21,23,19,1706,19.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,409a29d7
Steffen Freund,de GER,MF,30,21,19,1689,18.8,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,80439de1
Gary Doherty,ie IRL,DFFW,20,22,18,1679,18.7,3,1,4,3,0,0,3,0,0.16,0.05,0.21,0.16,0.21,Matches,db5c50dd
Ledley King,eng ENG,DFMF,19,18,18,1524,16.9,1,1,2,1,0,0,0,0,0.06,0.06,0.12,0.06,0.12,Matches,83ca192d
Alton Thelwell,eng ENG,DF,19,16,13,1201,13.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,23d28571
Ben Thatcher,wls WAL,DF,24,12,10,898,10.0,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,dc5460f9
Steffen Iversen,no NOR,FW,23,14,10,861,9.6,2,1,3,2,0,0,2,0,0.21,0.10,0.31,0.21,0.31,Matches,6454b97e
Simon Davies,wls WAL,MF,20,13,9,753,8.4,2,3,5,2,0,0,0,0,0.24,0.36,0.60,0.24,0.60,Matches,522b6d6c
Ramon Vega,ch SUI,DF,29,10,8,761,8.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,dc2ddfb5
Willem Korsten,nl NED,MF,25,14,8,740,8.2,3,0,3,3,0,0,0,1,0.36,0.00,0.36,0.36,0.36,Matches,e7ac53f5
Anthony Gardner,eng ENG,DF,19,8,5,544,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0f2da318
Chris Armstrong,eng ENG,FW,29,9,3,363,4.0,2,0,2,2,0,0,0,0,0.50,0.00,0.50,0.50,0.50,Matches,effa559a
Andy Booth,eng ENG,FW,26,4,3,315,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bdf267e7
Ian Walker,eng ENG,GK,28,4,3,312,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,78a90cec
Mauricio Taricco,ar ARG,DF,27,5,2,237,2.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,efad718d
Matthew Etherington,eng ENG,MF,18,6,1,159,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ef616df9
Dave McEwen,eng ENG,FW,22,3,0,105,1.2,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c31535b2
John Piercy,eng ENG,MF,20,5,0,62,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5a9436c4
José Dominguez,pt POR,MF,26,2,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,472117c8
Squad Total,,,26.3,38,418,3420,38.0,46,31,77,43,3,4,49,3,1.21,0.82,2.03,1.13,1.95,,-9999
Opponent Total,,,26.9,38,,3420,38.0,,,,,,,,,,,,,,,-9999
