,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Steve Howey,eng ENG,DF,28,36,36,3147,35.0,6,1,7,6,0,0,7,0,0.17,0.03,0.20,0.17,0.20,Matches,c1dd78cb
Alf-Inge Haaland,no NOR,DFMF,27,35,35,3042,33.8,3,1,4,3,0,0,6,0,0.09,0.03,0.12,0.09,0.12,Matches,3ae21039
Danny Tiatto,au AUS,DFMF,27,33,31,2790,31.0,2,3,5,2,0,0,8,2,0.06,0.10,0.16,0.06,0.16,Matches,98538ebb
Nicky Weaver,eng ENG,GK,21,31,31,2790,31.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,44509649
Gerard Wiekens,nl NED,DF,27,34,29,2538,28.2,2,0,2,2,0,0,2,0,0.07,0.00,0.07,0.07,0.07,Matches,5e22707e
Jeff Whitley,nir NIR,MF,21,31,28,2479,27.5,1,4,5,1,0,0,7,0,0.04,0.15,0.18,0.04,0.18,Matches,4e93bfac
Paulo Wanchope,cr CRC,FW,24,27,25,2202,24.5,9,3,12,9,0,0,9,0,0.37,0.12,0.49,0.37,0.49,Matches,3ab888b3
Richard Dunne,ie IRL,DF,20,25,24,2139,23.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,6cbc015d
Shaun Goater,bm BER,FW,30,25,20,1747,19.4,6,0,6,6,0,0,1,0,0.31,0.00,0.31,0.31,0.31,Matches,1e14a14f
Spencer Prior,eng ENG,DF,29,21,18,1673,18.6,1,0,1,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,Matches,d68181d1
Laurent Charvet,fr FRA,DF,27,20,16,1445,16.1,0,1,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,Matches,c317246f
Danny Granville,eng ENG,DF,25,19,16,1309,14.5,0,1,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matches,1ba9184d
Mark Kennedy,ie IRL,DFMF,24,25,15,1485,16.5,0,4,4,0,0,0,2,0,0.00,0.24,0.24,0.00,0.24,Matches,9f91768b
Paul Dickov,sct SCO,FW,27,21,15,1432,15.9,4,2,6,4,0,0,7,1,0.25,0.13,0.38,0.25,0.38,Matches,1ea43e27
Kevin Horlock,nir NIR,MF,27,14,14,1021,11.3,2,1,3,1,1,1,0,0,0.18,0.09,0.26,0.09,0.18,Matches,2bd566d6
Paul Ritchie,sct SCO,DF,24,12,11,939,10.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,fd68153d
Shaun Wright-Phillips,eng ENG,FWMF,18,15,9,912,10.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e1e0b05f
Darren Huckerby,eng ENG,FWMF,24,13,8,703,7.8,1,1,2,0,1,1,2,0,0.13,0.13,0.26,0.00,0.13,Matches,906c8f78
Andrei Kanchelskis,ru RUS,DFMF,31,10,7,678,7.5,0,1,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,Matches,82fa1e78
Carlo Nash,eng ENG,GK,26,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bd9670b3
Richard Edghill,eng ENG,DF,25,6,6,500,5.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8f8263f1
George Weah,lr LBR,FW,33,7,5,475,5.3,1,1,2,1,0,0,0,0,0.19,0.19,0.38,0.19,0.38,Matches,186014ec
Tony Grant,eng ENG,MF,25,10,5,474,5.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,e982e153
Ian Bishop,eng ENG,MF,35,10,3,525,5.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,40198f42
Andy Morrison,sct SCO,DF,30,3,3,216,2.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a6f1c0ce
Egil Østenstad,no NOR,FW,28,4,1,175,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bc242ac0
Tommy Wright,nir NIR,GK,36,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a5e01fbe
Lee Crooks,eng ENG,DFMF,22,2,0,83,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,810e621b
Terry Dunfield,ca CAN,MF,18,1,0,58,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a62c5794
Danny Allsopp,au AUS,FW,21,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e8b96a8a
Squad Total,,,26.1,38,434,3420,38.0,38,28,66,36,2,2,67,3,1.00,0.74,1.74,0.95,1.68,,-9999
Opponent Total,,,27.0,38,,3420,38.0,,,,,,,,,,,,,,,-9999
