,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Sol Campbell,eng ENG,DFFW,23,37,37,3330,37.0,6,0,6,6,0,0,0,0,0.16,0.00,0.16,0.16,0.16,Matches,3e3b2fbd
Stephen Carr,ie IRL,DF,21,37,37,3321,36.9,0,3,3,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matches,eb0ae1e9
Darren Anderton,eng ENG,MF,26,32,31,2721,30.2,3,9,12,1,2,2,6,0,0.10,0.30,0.40,0.03,0.33,Matches,09cebe50
David Ginola,fr FRA,FWMF,31,30,30,2461,27.3,3,10,13,3,0,0,9,0,0.11,0.37,0.48,0.11,0.48,Matches,189225b3
Ian Walker,eng ENG,GK,26,25,25,2250,25.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,78a90cec
Chris Armstrong,eng ENG,FW,27,34,24,2357,26.2,7,1,8,7,0,0,4,1,0.27,0.04,0.31,0.27,0.31,Matches,effa559a
Allan Nielsen,dk DEN,MF,27,28,24,2162,24.0,3,1,4,3,0,1,7,0,0.12,0.04,0.17,0.12,0.17,Matches,daa8f643
Steffen Iversen,no NOR,FW,21,27,22,1994,22.2,9,2,11,9,0,0,2,0,0.41,0.09,0.50,0.41,0.50,Matches,6454b97e
Les Ferdinand,eng ENG,FW,31,24,22,1765,19.6,5,1,6,5,0,0,5,0,0.25,0.05,0.31,0.25,0.31,Matches,aad47f5a
Ruel Fox,ms MSR,MF,30,20,17,1512,16.8,3,0,3,3,0,0,1,0,0.18,0.00,0.18,0.18,0.18,Matches,ec357eb1
Steffen Freund,de GER,MF,28,17,17,1481,16.5,0,1,1,0,0,0,6,0,0.00,0.06,0.06,0.00,0.06,Matches,80439de1
Luke Young,eng ENG,DF,19,15,14,1279,14.2,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,409a29d7
Justin Edinburgh,eng ENG,DF,28,16,14,1210,13.4,0,1,1,0,0,0,4,1,0.00,0.07,0.07,0.00,0.07,Matches,17743284
Ramon Vega,ch SUI,DF,27,16,13,1185,13.2,2,0,2,2,0,0,2,0,0.15,0.00,0.15,0.15,0.15,Matches,dc2ddfb5
Andy Sinton,eng ENG,MF,32,22,12,1174,13.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,d74cafe4
Tim Sherwood,eng ENG,MF,29,14,12,1108,12.3,2,1,3,2,0,0,1,0,0.16,0.08,0.24,0.16,0.24,Matches,885f0b51
Espen Baardsen,no NOR,GK,20,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7bfd3eff
Mauricio Taricco,ar ARG,DF,25,13,12,1023,11.4,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,efad718d
Colin Calderwood,sct SCO,DF,33,12,11,953,10.6,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,2903aa4a
Stephen Clemence,eng ENG,MF,20,18,9,817,9.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,31f20410
John Scales,eng ENG,DF,32,7,7,610,6.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1c67bd76
Paolo Tramezzani,it ITA,DF,28,6,6,517,5.7,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,4656ccac
Nicola Berti,it ITA,MF,31,4,4,311,3.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,b957fe09
José Dominguez,pt POR,MF,24,13,2,367,4.1,2,3,5,2,0,0,1,0,0.49,0.74,1.23,0.49,1.23,Matches,472117c8
Roger Nilsen,no NOR,DF,28,2,2,180,2.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,56ba277a
Hans Segers,nl NED,GK,36,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3c3c4afb
Moussa Saïb,dz ALG,MF,29,4,0,104,1.2,0,1,1,0,0,0,0,0,0.00,0.87,0.87,0.00,0.87,Matches,5f923d76
Ledley King,eng ENG,DFMF,17,1,0,45,0.5,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,83ca192d
Rory Allen,eng ENG,FW,20,5,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a6e9d64f
Squad Total,,,26.6,38,424,3420,38.0,48,33,81,46,2,3,74,5,1.26,0.87,2.13,1.21,2.08,,-9999
Opponent Total,,,26.8,38,,3420,38.0,,,,,,,,,,,,,,,-9999
