,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Peter Atherton,eng ENG,DFMF,28,38,38,3412,37.9,2,1,3,2,0,0,5,1,0.05,0.03,0.08,0.05,0.08,Matches,1bcd6fc7
Emerson Thome,br BRA,DF,26,38,38,3361,37.3,1,2,3,1,0,0,3,0,0.03,0.05,0.08,0.03,0.08,Matches,7dc1b3c9
Wim Jonk,nl NED,MF,31,38,38,3339,37.1,2,5,7,2,0,0,4,0,0.05,0.13,0.19,0.05,0.19,Matches,ad98628b
Des Walker,eng ENG,DF,32,37,37,3241,36.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,4e1b2261
Andy Booth,eng ENG,FW,24,34,34,2910,32.3,6,2,8,6,0,0,7,0,0.19,0.06,0.25,0.19,0.25,Matches,bdf267e7
Petter Rudi,no NOR,MF,24,34,33,2829,31.4,5,1,6,5,0,0,2,0,0.16,0.03,0.19,0.16,0.19,Matches,6b8b954a
Andy Hinchcliffe,eng ENG,DF,29,32,32,2797,31.1,3,4,7,3,0,0,4,1,0.10,0.13,0.23,0.10,0.23,Matches,4bb95ffe
Benito Carbone,it ITA,FW,26,31,31,2710,30.1,8,6,14,7,1,2,9,0,0.27,0.20,0.46,0.23,0.43,Matches,ad76f0c4
Niclas Alexandersson,se SWE,MF,26,32,31,2608,29.0,3,3,6,3,0,0,0,0,0.10,0.10,0.21,0.10,0.21,Matches,8fce0898
Pavel Srníček,cz CZE,GK,30,24,24,2126,23.6,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,db13a630
Danny Sonner,nir NIR,MF,26,26,24,2086,23.2,3,2,5,3,0,0,6,0,0.13,0.09,0.22,0.13,0.22,Matches,63803e34
Kevin Pressman,eng ENG,GK,30,15,14,1292,14.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3f2ff0b9
Ritchie Humphreys,eng ENG,DFFW,20,19,10,934,10.4,1,0,1,1,0,0,1,0,0.10,0.00,0.10,0.10,0.10,Matches,67423398
Dejan Stefanović,rs SRB,DF,23,11,8,733,8.1,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,1efa2799
Juan Cobián,ar ARG,DF,22,9,7,625,6.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,1c732db0
Lee Briscoe,eng ENG,DFMF,22,16,5,683,7.6,1,0,1,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,Matches,49c0435b
Paolo Di Canio,it ITA,FW,30,6,5,440,4.9,3,0,3,3,0,0,0,1,0.61,0.00,0.61,0.61,0.61,Matches,9bbe0ecf
Jon Newsome,eng ENG,DF,27,5,2,239,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4e8e407f
Steve Haslam,eng ENG,DF,18,2,2,114,1.3,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2debf5bf
Richard Cresswell,eng ENG,FW,20,7,1,180,2.0,1,1,2,1,0,0,0,0,0.50,0.50,1.00,0.50,1.00,Matches,2feffa68
Mark McKeever,ie IRL,MF,19,3,1,158,1.8,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,629f042e
Jim Magilton,nir NIR,DFMF,29,6,1,141,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,27240fa9
Guy Whittingham,eng ENG,FW,33,2,1,84,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2a222ae2
Alan Quinn,ie IRL,MF,19,1,1,46,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6e0e47a6
Earl Barrett,eng ENG,DF,31,5,0,100,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,225696d1
Philip Scott,sct SCO,MF,23,4,0,91,1.0,1,0,1,1,0,0,0,0,0.99,0.00,0.99,0.99,0.99,Matches,204b6ef6
Scott Oakes,eng ENG,MF,25,1,0,73,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cfdc5034
Junior Agogo,gh GHA,FW,18,1,0,41,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,39faf86a
Francesco Sanetti,it ITA,FW,19,3,0,35,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,726486f2
Owen Morrison,nir NIR,MF,16,1,0,24,0.3,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,572e5065
Graham Hyde,eng ENG,MF,27,1,0,19,0.2,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1cedc407
Squad Total,,,27.7,38,409,3420,38.0,39,29,68,38,1,2,51,4,1.03,0.76,1.79,1.00,1.76,,-9999
Opponent Total,,,26.7,38,,3420,38.0,,,,,,,,,,,,,,,-9999
