,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Jacob Laursen,dk DEN,DF,26,37,37,3213,35.7,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,a976b649
Spencer Prior,eng ENG,DF,27,34,33,3000,33.3,1,0,1,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matches,d68181d1
Paulo Wanchope,cr CRC,FW,22,35,33,2973,33.0,9,5,14,9,0,0,9,1,0.27,0.15,0.42,0.27,0.42,Matches,3ab888b3
Darryl Powell,jm JAM,MF,26,33,30,2762,30.7,0,2,2,0,0,0,8,0,0.00,0.07,0.07,0.00,0.07,Matches,4b351524
Lars Bohinen,no NOR,MF,28,32,29,2517,28.0,0,5,5,0,0,0,5,0,0.00,0.18,0.18,0.00,0.18,Matches,bdb7e1b5
Horacio Carbonari,ar ARG,DF,24,29,28,2467,27.4,5,0,5,5,0,0,4,0,0.18,0.00,0.18,0.18,0.18,Matches,97d65d43
Dean Sturridge,eng ENG,FW,25,29,23,2077,23.1,5,4,9,5,0,0,3,0,0.22,0.17,0.39,0.22,0.39,Matches,70e13fa1
Russell Hoult,eng ENG,GK,25,23,23,2017,22.4,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,92f8fb89
Rory Delap,ie IRL,MF,22,23,21,1859,20.7,0,3,3,0,0,0,5,0,0.00,0.15,0.15,0.00,0.15,Matches,9b0dac73
Lee Carsley,ie IRL,MF,24,22,20,1922,21.4,1,1,2,,,,6,0,0.05,0.05,0.09,,,Matches,8393a60b
Stefan Schnoor,de GER,DF,27,23,20,1690,18.8,2,1,3,1,1,2,6,0,0.11,0.05,0.16,0.05,0.11,Matches,adca018f
Stefano Eranio,it ITA,MF,31,25,18,1513,16.8,0,1,1,0,0,1,4,0,0.00,0.06,0.06,0.00,0.06,Matches,a16efcb5
Tony Dorigo,eng ENG,DF,32,18,17,1476,16.4,1,2,3,0,1,1,3,0,0.06,0.12,0.18,0.00,0.12,Matches,451c459e
Francesco Baiano,it ITA,FW,30,22,17,1214,13.5,4,1,5,2,2,2,2,0,0.30,0.07,0.37,0.15,0.22,Matches,ae7e3208
Mart Poom,ee EST,GK,26,17,15,1401,15.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f60f19b7
Deon Burton,jm JAM,FW,21,21,14,1229,13.7,9,0,9,9,0,0,3,0,0.66,0.00,0.66,0.66,0.66,Matches,c0567c0f
Igor Štimac,hr CRO,DF,30,14,14,1169,13.0,0,2,2,0,0,0,6,0,0.00,0.15,0.15,0.00,0.15,Matches,7bcb9285
Steve Elliott,eng ENG,DF,19,11,7,778,8.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2fc040aa
Kevin Harper,sct SCO,FW,22,27,6,861,9.6,1,1,2,1,0,0,1,0,0.10,0.10,0.21,0.10,0.21,Matches,af21d7af
Mikkel Beck,dk DEN,FW,25,7,6,460,5.1,1,0,1,,,,0,0,0.20,0.00,0.20,,,Matches,e68ed370
Rob Kozluk,eng ENG,DF,20,7,3,280,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9c6a1f88
Vassilios Borbokis,gr GRE,DF,29,4,3,219,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,90c90788
Christian Dailly,sct SCO,DF,24,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0210c453
Adam Murray,eng ENG,MF,16,4,0,100,1.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,b0542647
Malcolm Christie,eng ENG,FW,19,2,0,88,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6f5273d9
Jonathan Hunt,eng ENG,MF,26,6,0,71,0.8,1,0,1,1,0,0,0,0,1.27,0.00,1.27,1.27,1.27,Matches,454fa3cd
Brian Launders,ie IRL,MF,22,1,0,13,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4bba3da2
Marvin Robinson,eng ENG,FW,18,1,0,13,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f04d8e2b
Paul Boertien,eng ENG,DF,19,1,0,10,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cfac040d
Marc Bridge-Wilkinson,eng ENG,MF,19,1,0,1,0.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1eb5637f
Squad Total,,,26.1,38,417,3420,38.0,40,26,66,36,4,6,81,1,1.05,0.68,1.74,0.95,1.63,,-9999
Opponent Total,,,26.6,38,,3420,38.0,,,,,,,,,,,,,,,-9999
