,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Alan Rogers,eng ENG,DF,21,34,34,2978,33.1,4,2,6,4,0,0,8,0,0.12,0.06,0.18,0.12,0.18,Matches,1d6ebd23
Steve Chettle,eng ENG,DF,29,34,32,2799,31.1,2,0,2,0,2,2,8,1,0.06,0.00,0.06,0.00,0.00,Matches,9a59ff12
Dave Beasant,eng ENG,GK,39,26,26,2340,26.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2e448746
Steve Stone,eng ENG,MF,26,26,26,2281,25.3,3,3,6,,,,7,1,0.12,0.12,0.24,,,Matches,4592c48e
Andy Johnson,wls WAL,MF,24,28,25,2229,24.8,0,2,2,0,0,0,7,0,0.00,0.08,0.08,0.00,0.08,Matches,8333a39e
Thierry Bonalair,fr FRA,DF,32,28,24,2167,24.1,1,1,2,1,0,0,3,0,0.04,0.04,0.08,0.04,0.08,Matches,4241bb27
Dougie Freedman,sct SCO,FW,24,31,20,1815,20.2,9,2,11,9,0,0,1,0,0.45,0.10,0.55,0.45,0.55,Matches,40d2372e
Chris Bart-Williams,eng ENG,DFMF,24,24,20,1794,19.9,3,1,4,3,0,0,4,0,0.15,0.05,0.20,0.15,0.20,Matches,250d1973
Craig Armstrong,eng ENG,DFMF,23,22,20,1710,19.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,ffc980da
Pierre van Hooijdonk,nl NED,FW,28,21,19,1743,19.4,6,4,10,6,0,0,5,1,0.31,0.21,0.52,0.31,0.52,Matches,ba534926
Scot Gemmill,sct SCO,MF,27,20,18,1562,17.4,0,1,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,Matches,27e0c651
Jon Olav Hjelde,no NOR,DF,26,17,16,1410,15.7,1,0,1,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches,14330e17
Matthieu Louis-Jean,fr FRA,DF,22,16,15,1408,15.6,0,1,1,0,0,0,6,1,0.00,0.06,0.06,0.00,0.06,Matches,e4fe8f53
Jean-Claude Darcheville,fr FRA,FW,23,16,14,1073,11.9,2,2,4,2,0,0,3,0,0.17,0.17,0.34,0.17,0.34,Matches,bfaa24c3
Carlton Palmer,eng ENG,MF,32,13,13,1169,13.0,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,45fdede4
Neil Shipperley,eng ENG,FW,23,20,12,1166,13.0,1,1,2,1,0,0,0,0,0.08,0.08,0.15,0.08,0.15,Matches,82dabdf3
Mark Crossley,wls WAL,GK,29,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,51a772b8
Nigel Quashie,sct SCO,MF,20,16,12,1012,11.2,0,1,1,,,,4,0,0.00,0.09,0.09,,,Matches,9b9a2d62
Marlon Harewood,eng ENG,FW,18,23,11,1122,12.5,1,1,2,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16,Matches,34dab521
Christian Edwards,wls WAL,DF,22,12,7,758,8.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f0023485
Richard Gough,sct SCO,DF,36,7,7,588,6.5,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,791e2a3b
Ståle Stensaas,no NOR,DF,27,7,6,459,5.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,fc681713
Des Lyttle,eng ENG,DF,26,10,5,481,5.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8cc40692
Jesper Mattsson,se SWE,DF,30,6,5,480,5.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,956b9d9b
Geoff Thomas,eng ENG,MF,33,5,5,403,4.5,1,1,2,1,0,0,1,0,0.22,0.22,0.45,0.22,0.45,Matches,6e7dda12
Andy Gray,sct SCO,FW,20,8,3,342,3.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,54a44102
Glyn Hodges,wls WAL,MF,35,5,3,289,3.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,b1f3b623
Hugo Porfírio,pt POR,FWMF,24,9,3,286,3.2,1,2,3,1,0,0,4,0,0.31,0.63,0.94,0.31,0.94,Matches,ca7b2c95
John Harkes,us USA,MF,31,3,3,247,2.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,961ac34a
Chris Doig,sct SCO,DF,17,2,1,112,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,20d3bebd
Steve Melton,eng ENG,MF,19,1,1,90,1.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1dffb9b4
