,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Chris Powell,eng ENG,DF,28,38,38,3409,37.9,0,1,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,Matches,721060d9
Mark Kinsella,ie IRL,MF,25,38,38,3232,35.9,3,2,5,3,0,0,4,0,0.08,0.06,0.14,0.08,0.14,Matches,3564689a
Danny Mills,eng ENG,DF,21,36,36,3132,34.8,2,2,4,2,0,0,10,0,0.06,0.06,0.11,0.06,0.11,Matches,240e4301
Andy Hunt,eng ENG,FW,28,34,32,2633,29.3,6,1,7,6,0,0,3,0,0.21,0.03,0.24,0.21,0.24,Matches,f7856d27
Neil Redfearn,eng ENG,MF,33,30,29,2493,27.7,3,1,4,3,0,1,9,0,0.11,0.04,0.14,0.11,0.14,Matches,f4e2bac4
Carl Tiler,eng ENG,DF,28,27,27,2359,26.2,1,0,1,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04,Matches,319d0cea
John Robinson,wls WAL,MF,26,30,27,2329,25.9,3,1,4,3,0,0,8,0,0.12,0.04,0.15,0.12,0.15,Matches,0a8ac335
Richard Rufus,eng ENG,DF,23,27,27,2265,25.2,1,2,3,1,0,0,1,2,0.04,0.08,0.12,0.04,0.12,Matches,16e11f73
Saša Ilić,SCG,GK,26,23,23,1978,22.0,0,1,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,Matches,233cc632
Eddie Youds,eng ENG,DF,28,22,21,1907,21.2,2,2,4,2,0,0,6,0,0.09,0.09,0.19,0.09,0.19,Matches,869d6ad3
Clive Mendonca,eng ENG,FW,29,25,19,1688,18.8,8,0,8,5,3,3,0,0,0.43,0.00,0.43,0.27,0.27,Matches,e86f4a90
Martin Pringle,se SWE,FW,27,18,15,1342,14.9,3,0,3,3,0,0,1,0,0.20,0.00,0.20,0.20,0.20,Matches,2178adca
Keith Jones,eng ENG,MF,32,22,13,1254,13.9,1,0,1,1,0,0,0,0,0.07,0.00,0.07,0.07,0.07,Matches,287a3e9e
Steve Brown,eng ENG,DF,26,18,13,1248,13.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a889aef3
Shaun Newton,eng ENG,MF,22,16,13,1060,11.8,0,1,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,Matches,75de93be
Paul Mortimer,eng ENG,MF,30,17,10,838,9.3,1,1,2,1,0,1,1,0,0.11,0.11,0.21,0.11,0.21,Matches,f9df85b2
Graham Stuart,eng ENG,FWMF,27,9,9,810,9.0,3,1,4,2,1,1,2,0,0.33,0.11,0.44,0.22,0.33,Matches,159c714f
Simon Royce,eng ENG,GK,26,8,8,675,7.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0d7bbc61
Steve Jones,eng ENG,FW,28,26,7,1007,11.2,1,2,3,1,0,0,3,1,0.09,0.18,0.27,0.09,0.27,Matches,5f089aa6
Andy Petterson,au AUS,GK,28,10,7,631,7.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,6684625c
John Barnes,eng ENG,DFFW,34,12,2,451,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e654196b
Mark Bowen,wls WAL,DF,34,6,2,258,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ee6208fa
Mark Bright,eng ENG,FW,36,5,1,126,1.4,1,0,1,1,0,0,0,0,0.71,0.00,0.71,0.71,0.71,Matches,681a0456
Paul Konchesky,eng ENG,DFFW,17,2,1,117,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,941bcf75
Anthony Barness,eng ENG,DF,25,3,0,64,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1f2e31a8
Scott Parker,eng ENG,MF,17,4,0,40,0.4,0,1,1,0,0,0,0,0,0.00,2.25,2.25,0.00,2.25,Matches,65faf2a1
Kevin Lisbie,jm JAM,FW,19,1,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e509ea01
Squad Total,,,27.5,38,418,3420,38.0,39,24,63,35,4,6,61,3,1.03,0.63,1.66,0.92,1.55,,-9999
Opponent Total,,,26.7,38,,3420,38.0,,,,,,,,,,,,,,,-9999
