,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Richard Shaw,eng ENG,DF,29,37,36,3261,36.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,88b5bd84
Magnus Hedman,se SWE,GK,25,36,36,3240,36.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,258a16fd
Noel Whelan,eng ENG,FW,23,31,31,2742,30.5,10,2,12,10,0,0,9,0,0.33,0.07,0.39,0.33,0.39,Matches,901c3bdf
Darren Huckerby,eng ENG,FWMF,22,34,31,2736,30.4,9,4,13,9,0,0,7,0,0.30,0.13,0.43,0.30,0.43,Matches,906c8f78
Paul Telfer,sct SCO,DFMF,26,32,30,2581,28.7,2,0,2,2,0,0,11,0,0.07,0.00,0.07,0.07,0.07,Matches,7b3990c5
George Boateng,nl NED,MF,22,32,29,2627,29.2,4,6,10,4,0,0,10,0,0.14,0.21,0.34,0.14,0.34,Matches,a44a9f65
Gary McAllister,sct SCO,MF,33,29,29,2571,28.6,3,2,5,1,2,2,5,0,0.11,0.07,0.18,0.04,0.11,Matches,19f7edbc
Roland Nilsson,se SWE,DFFW,34,28,28,2367,26.3,0,1,1,0,0,0,0,0,0.00,0.04,0.04,0.00,0.04,Matches,0ab916bf
Steve Froggatt,eng ENG,MF,25,23,23,2070,23.0,1,6,7,1,0,0,3,0,0.04,0.26,0.30,0.04,0.30,Matches,35003e24
David Burrows,eng ENG,DF,29,23,23,1825,20.3,0,1,1,0,0,0,7,0,0.00,0.05,0.05,0.00,0.05,Matches,d806427e
Gary Breen,ie IRL,DF,24,25,21,1882,20.9,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches,9922c8b8
Trond Egil Soltvedt,no NOR,MF,31,27,21,1863,20.7,2,2,4,2,0,0,2,0,0.10,0.10,0.19,0.10,0.19,Matches,6b5cedc7
Paul Williams,eng ENG,DF,27,22,20,1815,20.2,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches,651f09cc
Marc Edworthy,eng ENG,DF,25,22,16,1617,18.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,fc761a49
Dion Dublin,eng ENG,DFFW,29,10,10,900,10.0,3,3,6,,,,1,0,0.30,0.30,0.60,,,Matches,a0886d18
John Aloisi,au AUS,FW,22,16,7,724,8.0,5,2,7,5,0,0,0,1,0.62,0.25,0.87,0.62,0.87,Matches,747e3a0d
Philippe Clement,be BEL,DFMF,24,12,6,515,5.7,0,1,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,Matches,92151fff
Barry Quinn,ie IRL,DF,19,7,6,512,5.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1f0d112e
Jean-Guy Wallemme,fr FRA,DF,30,6,4,409,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,350b5e6c
Muhamed Konjić,ba BIH,DF,28,4,3,286,3.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,d7eeab29
Marcus Hall,eng ENG,DF,22,5,2,291,3.2,0,0,0,0,0,,1,0,0.00,0.00,0.00,0.00,0.00,Matches,10a2c499
Paul Hall,jm JAM,FW,26,9,2,256,2.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,08297331
Steve Ogrizovic,eng ENG,GK,40,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3f847d67
Sam Shilton,eng ENG,DFMF,20,5,1,188,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,eae18630
Simon Haworth,wls WAL,FW,21,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,817ff2ee
Darren Jackson,sct SCO,FW,32,3,0,82,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,93b0f685
Stefano Gioacchini,it ITA,FW,21,3,0,47,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c0e72cf8
Gary McSheffrey,eng ENG,FWMF,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e4852a2c
Squad Total,,,27.1,38,416,3420,38.0,39,26,65,37,2,2,74,1,1.03,0.68,1.71,0.97,1.66,,-9999
Opponent Total,,,26.7,38,,3420,38.0,,,,,,,,,,,,,,,-9999
