,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Marc Overmars,nl NED,FWMF,25,37,37,3034,33.7,6,6,12,6,0,0,2,0,0.18,0.18,0.36,0.18,0.36,Matches,c9cc6332
Lee Dixon,eng ENG,DF,34,36,36,3106,34.5,0,1,1,0,0,0,7,1,0.00,0.03,0.03,0.00,0.03,Matches,b6ba1615
Ray Parlour,eng ENG,MF,25,35,35,3048,33.9,6,2,8,6,0,0,4,0,0.18,0.06,0.24,0.18,0.24,Matches,d567e937
Martin Keown,eng ENG,DFMF,32,34,34,2965,32.9,1,1,2,1,0,0,7,2,0.03,0.03,0.06,0.03,0.06,Matches,b844a204
Patrick Vieira,fr FRA,MF,22,34,34,2892,32.1,3,3,6,3,0,0,7,1,0.09,0.09,0.19,0.09,0.19,Matches,f90f1086
Nicolas Anelka,fr FRA,FW,19,35,34,2793,31.0,17,5,22,17,0,0,1,0,0.55,0.16,0.71,0.55,0.71,Matches,931ed5e9
David Seaman,eng ENG,GK,34,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2d578837
Nigel Winterburn,eng ENG,DF,34,30,30,2551,28.3,0,2,2,0,0,0,8,0,0.00,0.07,0.07,0.00,0.07,Matches,0672e24e
Dennis Bergkamp,nl NED,FW,29,29,28,2409,26.8,12,13,25,10,2,4,5,0,0.45,0.49,0.93,0.37,0.86,Matches,d8703fda
Tony Adams,eng ENG,DF,31,26,26,2340,26.0,1,0,1,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,Matches,26b5e727
Emmanuel Petit,fr FRA,DFMF,27,27,26,2254,25.0,4,3,7,4,0,0,8,2,0.16,0.12,0.28,0.16,0.28,Matches,291358c4
Steve Bould,eng ENG,DF,35,19,14,1288,14.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,42e0fd3a
Nelson Vivas,ar ARG,DF,28,23,10,1144,12.7,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,21c083bf
Freddie Ljungberg,se SWE,FWMF,21,16,10,888,9.9,1,0,1,1,0,0,4,0,0.10,0.00,0.10,0.10,0.10,Matches,5d9e8825
Alex Manninger,at AUT,GK,21,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,eb55b1bc
Rémi Garde,fr FRA,DFMF,32,10,6,513,5.7,0,2,2,0,0,0,2,0,0.00,0.35,0.35,0.00,0.35,Matches,e603c6a9
Nwankwo Kanu,ng NGA,FW,21,12,5,546,6.1,6,2,8,6,0,0,0,0,0.99,0.33,1.32,0.99,1.32,Matches,12578cde
Stephen Hughes,eng ENG,MF,21,14,4,641,7.1,1,2,3,1,0,0,3,0,0.14,0.28,0.42,0.14,0.42,Matches,fe278764
Christopher Wreh,lr LBR,FW,23,12,3,417,4.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1d94a117
Gilles Grimandi,fr FRA,DF,27,8,3,356,4.0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,4eae5f8d
Kaba Diawara,gn GUI,FW,22,12,2,313,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7bafc1d6
Luís Boa Morte,pt POR,FWMF,20,8,2,278,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,59ab6332
David Grondin,fr FRA,DFMF,18,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,767f1b7a
Matt Upson,eng ENG,DF,19,5,0,75,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1a6e6d03
Fabián Caballero,ar ARG,FW,20,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7233f435
Alberto Méndez,de GER,MF,23,1,0,15,0.2,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,97ba6ba5
Squad Total,,,28.3,38,418,3420,38.0,58,42,100,56,2,4,71,7,1.53,1.11,2.63,1.47,2.58,,-9999
Opponent Total,,,26.7,38,,3420,38.0,,,,,,,,,,,,,,,-9999
