,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Gary Speed,wls WAL,MF,28,38,34,3117,34.6,4,0,4,4,0,0,6,0,0.12,0.00,0.12,0.12,0.12,Matches,5ca13d11
Shay Given,ie IRL,GK,22,31,31,2745,30.5,0,2,2,0,0,0,0,0,0.00,0.07,0.07,0.00,0.07,Matches,0db918ff
Laurent Charvet,fr FRA,DF,25,31,30,2718,30.2,1,1,2,1,0,0,3,0,0.03,0.03,0.07,0.03,0.07,Matches,c317246f
Alan Shearer,eng ENG,FW,27,30,29,2585,28.7,14,3,17,8,6,7,6,0,0.49,0.10,0.59,0.28,0.38,Matches,438b3a51
Nikos Dabizas,gr GRE,DF,24,30,25,2303,25.6,3,0,3,3,0,0,10,2,0.12,0.00,0.12,0.12,0.12,Matches,f8741035
Nolberto Solano,pe PER,MF,23,29,24,1968,21.9,6,5,11,6,0,0,0,0,0.27,0.23,0.50,0.27,0.50,Matches,37e7c753
Dietmar Hamann,de GER,MF,24,23,22,1780,19.8,4,1,5,4,0,0,7,1,0.20,0.05,0.25,0.20,0.25,Matches,01c05efb
Rob Lee,eng ENG,MF,32,26,20,1973,21.9,0,2,2,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09,Matches,291b2178
Stephen Glass,sct SCO,MF,22,22,18,1585,17.6,3,2,5,3,0,0,0,0,0.17,0.11,0.28,0.17,0.28,Matches,56ce2fd5
Warren Barton,eng ENG,DF,29,24,17,1680,18.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,7e732709
Temur Ketsbaia,ge GEO,MF,30,26,14,1325,14.7,5,3,8,5,0,0,2,0,0.34,0.20,0.54,0.34,0.54,Matches,1aa44aea
Didier Domi,fr FRA,DF,20,14,14,1260,14.0,0,1,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,Matches,91736476
Steve Howey,eng ENG,DF,26,14,14,1190,13.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c1dd78cb
Andy Griffin,eng ENG,DF,19,14,14,1171,13.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,38517dc5
Aaron Hughes,nir NIR,DF,18,14,12,1105,12.3,0,1,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches,dccccccc
Stuart Pearce,eng ENG,DF,36,12,12,1037,11.5,0,1,1,0,0,0,1,1,0.00,0.09,0.09,0.00,0.09,Matches,39243ce6
Andreas Andersson,se SWE,FW,24,15,11,917,10.2,2,0,2,2,0,0,0,0,0.20,0.00,0.20,0.20,0.20,Matches,2f681d1b
Silvio Marić,hr CRO,MF,23,10,9,660,7.3,0,1,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,Matches,617223d8
Steve Harper,eng ENG,GK,23,8,7,675,7.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a98f1d52
