,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Luděk Mikloško,cz CZE,GK,32,42,42,3780,42.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,e410880a
Steve Potts,eng ENG,DF,27,42,42,3733,41.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,3607a95d
Tim Breacker,eng ENG,DF,29,33,33,2954,32.8,0,5,5,0,0,0,7,1,0.00,0.15,0.15,0.00,0.15,Matches,298a0444
Tony Cottee,eng ENG,FW,29,31,31,2745,30.5,13,3,16,13,0,0,1,1,0.43,0.10,0.52,0.43,0.52,Matches,111e8515
Ian Bishop,eng ENG,MF,29,31,31,2740,30.4,1,1,2,1,0,0,2,0,0.03,0.03,0.07,0.03,0.07,Matches,40198f42
John Moncur,eng ENG,MF,27,30,30,2652,29.5,2,6,8,2,0,0,7,0,0.07,0.20,0.27,0.07,0.27,Matches,e982f824
Julian Dicks,eng ENG,DF,25,29,29,2532,28.1,5,1,6,0,5,5,9,0,0.18,0.04,0.21,0.00,0.04,Matches,08be0359
Martin Allen,eng ENG,MF,28,29,26,2212,24.6,2,1,3,2,0,0,7,1,0.08,0.04,0.12,0.08,0.12,Matches,5cff621e
Alvin Martin,eng ENG,DF,36,24,24,2034,22.6,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches,2eb72478
Matty Holmes,eng ENG,MF,24,24,24,2018,22.4,1,1,2,1,0,0,4,0,0.04,0.04,0.09,0.04,0.09,Matches,fc77951f
Don Hutchison,sct SCO,MF,23,23,22,1872,20.8,9,4,13,9,0,0,5,1,0.43,0.19,0.62,0.43,0.62,Matches,158494ce
Marc Rieper,dk DEN,DF,26,21,17,1655,18.4,1,0,1,1,0,0,0,0,0.05,0.00,0.05,0.05,0.05,Matches,21e20305
Matthew Rush,ie IRL,MF,22,23,15,1462,16.2,2,3,5,2,0,0,5,0,0.12,0.18,0.31,0.12,0.31,Matches,9801b4be
Jeroen Boere,nl NED,FW,26,20,15,1427,15.9,6,3,9,6,0,0,3,0,0.38,0.19,0.57,0.38,0.57,Matches,6578819d
Michael Hughes,nir NIR,MF,22,17,15,1279,14.2,2,2,4,2,0,0,0,0,0.14,0.14,0.28,0.14,0.28,Matches,65085487
Mike Marsh,eng ENG,FWMF,25,16,13,1245,13.8,0,1,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,Matches,33ef84d2
Keith Rowland,nir NIR,DF,22,12,11,962,10.7,0,1,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,Matches,59b07c21
Trevor Morley,eng ENG,FW,33,14,10,991,11.0,0,2,2,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,Matches,3ce7fe15
Kenny Brown,eng ENG,DF,27,9,8,728,8.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2e3ab301
Lee Chapman,eng ENG,FW,34,10,7,659,7.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2fecb27a
Peter Butler,eng ENG,MF,27,5,5,394,4.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,5c6c258e
David Burrows,eng ENG,DF,25,4,4,360,4.0,0,0,0,,,,0,0,0.00,0.00,0.00,,,Matches,d806427e
Danny Williamson,eng ENG,MF,20,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,df79c399
Adrian Whitbread,eng ENG,DF,22,8,3,324,3.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,46ca0fc6
Steve Jones,eng ENG,FW,24,2,1,121,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5f089aa6
Simon Webster,eng ENG,DF,30,5,0,124,1.4,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,999a60d4
Squad Total,,,28.0,42,461,3780,42.0,44,32,76,39,5,5,68,4,1.05,0.76,1.81,0.93,1.69,,-9999
Opponent Total,,,26.6,42,,3780,42.0,,,,,,,,,,,,,,,-9999
