,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Alan Shearer,eng ENG,FW,23,42,42,3770,41.9,34,13,47,24,10,12,4,0,0.81,0.31,1.12,0.57,0.88,Matches,438b3a51
Henning Berg,no NOR,DF,24,40,40,3554,39.5,1,2,3,1,0,0,2,1,0.03,0.05,0.08,0.03,0.08,Matches,ad77f84e
Chris Sutton,eng ENG,DFFW,21,40,40,3520,39.1,15,10,25,15,0,0,7,0,0.38,0.26,0.64,0.38,0.64,Matches,83c38e36
Graeme Le Saux,eng ENG,DF,25,39,39,3510,39.0,3,5,8,3,0,0,8,0,0.08,0.13,0.21,0.08,0.21,Matches,0bd42c09
Tim Flowers,eng ENG,GK,27,39,39,3420,38.0,0,1,1,0,0,0,1,1,0.00,0.03,0.03,0.00,0.03,Matches,df3b6e40
Colin Hendry,sct SCO,DF,28,38,38,3392,37.7,4,0,4,4,0,0,4,0,0.11,0.00,0.11,0.11,0.11,Matches,9acd6d0d
Tim Sherwood,eng ENG,MF,25,38,38,3392,37.7,6,1,7,6,0,0,10,0,0.16,0.03,0.19,0.16,0.19,Matches,885f0b51
Stuart Ripley,eng ENG,FWMF,26,37,36,3097,34.4,0,4,4,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,Matches,6516188c
Mark Atkins,eng ENG,DFMF,25,34,30,2574,28.6,6,1,7,6,0,0,1,0,0.21,0.03,0.24,0.21,0.24,Matches,e4c3d857
Jason Wilcox,eng ENG,FWMF,23,27,27,2298,25.5,5,6,11,5,0,0,7,2,0.20,0.23,0.43,0.20,0.43,Matches,6b9fa9ad
Ian Pearce,eng ENG,DF,20,28,22,2014,22.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,3537c18f
Paul Warhurst,eng ENG,DFMF,24,27,20,1990,22.1,2,0,2,2,0,0,5,0,0.09,0.00,0.09,0.09,0.09,Matches,86810d2a
Tony Gale,eng ENG,DF,34,15,15,1332,14.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0d7c2153
Robbie Slater,au AUS,MF,29,18,12,1167,13.0,0,5,5,0,0,0,3,0,0.00,0.39,0.39,0.00,0.39,Matches,61b90583
Jeff Kenna,ie IRL,DF,23,9,9,810,9.0,1,0,1,,,,1,0,0.11,0.00,0.11,,,Matches,cf4038bb
David Batty,eng ENG,MF,25,5,4,372,4.1,0,0,0,0,0,,2,0,0.00,0.00,0.00,0.00,0.00,Matches,21b2e37b
Alan Wright,eng ENG,DF,22,5,4,369,4.1,0,0,0,,,,1,0,0.00,0.00,0.00,,,Matches,df6cf3fe
Bobby Mimms,eng ENG,GK,30,4,3,359,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cf942807
Mike Newell,eng ENG,FW,29,12,2,308,3.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a54bad44
Richard Witschge,nl NED,MF,24,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,52374748
Kevin Gallacher,sct SCO,FWMF,27,1,1,64,0.7,1,0,1,1,0,0,0,0,1.41,0.00,1.41,1.41,1.41,Matches,dc257810
Squad Total,,,25.5,42,482,3780,42.0,78,58,136,68,10,12,60,4,1.86,1.38,3.24,1.62,3.00,,-9999
Opponent Total,,,26.5,42,,3780,42.0,,,,,,,,,,,,,,,-9999
