,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Gareth Southgate,eng ENG,DF,23,42,42,3780,42.0,3,4,7,3,0,0,5,0,0.07,0.10,0.17,0.07,0.17,Matches,a29c3ed6
Richard Shaw,eng ENG,DF,25,41,41,3616,40.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,88b5bd84
Chris Armstrong,eng ENG,FW,23,40,40,3586,39.8,8,6,14,8,0,1,7,0,0.20,0.15,0.35,0.20,0.35,Matches,effa559a
John Salako,eng ENG,MF,25,39,39,3284,36.5,4,4,8,4,0,0,2,0,0.11,0.11,0.22,0.11,0.22,Matches,2749f5b7
Dean Gordon,eng ENG,DFMF,21,41,38,3508,39.0,2,1,3,1,1,2,4,0,0.05,0.03,0.08,0.03,0.05,Matches,6405b4da
Nigel Martyn,eng ENG,GK,27,37,37,3326,37.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8977904e
Chris Coleman,wls WAL,DF,24,35,35,3070,34.1,1,0,1,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03,Matches,811de5ec
Ricky Newman,eng ENG,MF,23,35,32,2913,32.4,3,3,6,3,0,0,5,1,0.09,0.09,0.19,0.09,0.19,Matches,9e407813
Darren Patterson,nir NIR,DF,24,22,22,1849,20.5,1,0,1,1,0,,8,0,0.05,0.00,0.05,0.05,0.05,Matches,4b603a32
Darren Pitcher,eng ENG,DFMF,24,25,21,1963,21.8,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,ecd04588
John Humphrey,eng ENG,DF,33,21,19,1758,19.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,fd4b4bf4
Andy Preece,eng ENG,FW,27,20,17,1446,16.1,4,2,6,4,0,0,0,0,0.25,0.12,0.37,0.25,0.37,Matches,d8964af6
Iain Dowie,nir NIR,FW,29,15,15,1314,14.6,4,0,4,,,,3,0,0.27,0.00,0.27,,,Matches,7853411c
Bobby Bowry,kn SKN,FWMF,23,18,13,1126,12.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,d242b1cd
Eric Young,wls WAL,DF,34,13,13,1048,11.6,0,1,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches,81777ab3
Ray Houghton,ie IRL,MF,32,10,10,898,10.0,2,0,2,,,,1,0,0.20,0.00,0.20,,,Matches,61888b3f
Bruce Dyer,eng ENG,FW,19,16,7,867,9.6,1,2,3,1,0,0,0,0,0.10,0.21,0.31,0.10,0.31,Matches,7d5f8f39
George Ndah,eng ENG,FW,19,12,5,543,6.0,1,1,2,1,0,0,1,0,0.17,0.17,0.33,0.17,0.33,Matches,8439f41c
Rhys Wilmot,wls WAL,GK,32,6,5,454,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,58ce12b4
Simon Rodger,eng ENG,MF,22,4,3,302,3.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,673eb256
Paul Williams,eng ENG,FW,28,4,3,253,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1c904a24
Damian Matthew,eng ENG,MF,23,4,2,202,2.2,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c1420705
Ian Cox,tt TRI,DF,23,11,1,290,3.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cca4eccb
Ray Wilkins,eng ENG,MF,37,1,1,81,0.9,0,0,0,,,,1,0,0.00,0.00,0.00,,,Matches,05f2d7e3
Brian Launders,ie IRL,MF,18,2,0,71,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4bba3da2
Squad Total,,,25.5,42,436,3780,42.0,33,22,55,32,1,3,56,1,0.79,0.52,1.31,0.76,1.29,,-9999
Opponent Total,,,26.6,42,,3780,42.0,,,,,,,,,,,,,,,-9999
